cluster_id,candidate_id,interface_total_x,interface_total_y,interface_total_z,diff_x,diff_y,diff_z,max_abs_diff,passes
MACS1149,PL6_PM1_PS1,-0.002213168835036881,-0.0020928227589110133,0.00015287177849863595,2.168404344971009e-18,-4.336808689942018e-19,-1.214306433183765e-17,1.214306433183765e-17,True
MACS1149,PL6_PM1_PS2,0.00518081364848991,-0.0017354916181889948,0.006517712722427779,8.673617379884035e-19,4.7704895589362195e-18,-2.2551405187698492e-17,2.2551405187698492e-17,True
MACS1149,PL6_PM2_PS1,-0.002213168835036881,-0.0020928227589110133,0.00015287177849863595,2.168404344971009e-18,-4.336808689942018e-19,-1.214306433183765e-17,1.214306433183765e-17,True
MACS1149,PL6_PM2_PS2,-0.0022131688350368805,-0.0020928227589110137,0.0001528717784986429,1.734723475976807e-18,1.734723475976807e-18,-3.2959746043559335e-17,3.2959746043559335e-17,True
AbellS1063,PL1_PM1_PS1,0.006834971311032634,0.0018864538343607796,0.0065936733185593815,2.6020852139652106e-18,4.9873299934333204e-18,2.0816681711721685e-17,2.0816681711721685e-17,True
AbellS1063,PL1_PM1_PS2,0.033649895203064176,-0.005488737705388805,0.017327656719847387,0.0,0.0,2.42861286636753e-17,2.42861286636753e-17,True
AbellS1063,PL1_PM2_PS1,0.006834971311032634,0.0018864538343607796,0.0065936733185593815,2.6020852139652106e-18,4.9873299934333204e-18,2.0816681711721685e-17,2.0816681711721685e-17,True
AbellS1063,PL1_PM2_PS2,0.006834971311032632,0.001886453834360777,0.0065936733185593815,1.734723475976807e-18,-6.505213034913027e-19,-7.806255641895632e-18,7.806255641895632e-18,True
AbellS1063,PL2_PM1_PS1,-0.002556846098818725,-0.0019875188700175512,0.001535548671524941,1.734723475976807e-18,4.336808689942018e-19,3.2959746043559335e-17,3.2959746043559335e-17,True
AbellS1063,PL2_PM1_PS2,-0.0050369785443077795,-0.009799577575866213,0.013836215247524389,1.734723475976807e-18,0.0,-3.469446951953614e-17,3.469446951953614e-17,True
AbellS1063,PL2_PM2_PS1,-0.002556846098818725,-0.0019875188700175512,0.001535548671524941,1.734723475976807e-18,4.336808689942018e-19,3.2959746043559335e-17,3.2959746043559335e-17,True
AbellS1063,PL2_PM2_PS2,-0.0025568460988187273,-0.001987518870017554,0.001535548671524941,-8.673617379884035e-19,5.637851296924623e-18,3.2959746043559335e-17,3.2959746043559335e-17,True
AbellS1063,PL3_PM1_PS1,-0.0018394961121608801,-0.004243729161225492,0.005312300952400956,-3.2526065174565133e-18,-1.734723475976807e-18,-1.0408340855860843e-17,1.0408340855860843e-17,True
AbellS1063,PL3_PM1_PS2,-0.00437212805160438,-0.011074653088212335,0.015141938788258036,3.469446951953614e-18,5.204170427930421e-18,-6.938893903907228e-17,6.938893903907228e-17,True
AbellS1063,PL3_PM2_PS1,-0.0018394961121608801,-0.004243729161225492,0.005312300952400956,-3.2526065174565133e-18,-1.734723475976807e-18,-1.0408340855860843e-17,1.0408340855860843e-17,True
AbellS1063,PL3_PM2_PS2,-0.0018394961121608797,-0.004243729161225491,0.005312300952400956,4.336808689942018e-19,-5.204170427930421e-18,-1.3877787807814457e-17,1.3877787807814457e-17,True
AbellS1063,PL4_PM1_PS1,-0.0028672965025651137,-0.0005294769187169032,-0.003901284471560615,-8.673617379884035e-19,-6.071532165918825e-18,-2.2551405187698492e-17,2.2551405187698492e-17,True
AbellS1063,PL4_PM1_PS2,-0.0027206928563782125,-0.007739129525851273,0.011364773151578272,0.0,6.938893903907228e-18,1.3877787807814457e-17,1.3877787807814457e-17,True
AbellS1063,PL4_PM2_PS1,-0.0028672965025651137,-0.0005294769187169032,-0.003901284471560615,-8.673617379884035e-19,-6.071532165918825e-18,-2.2551405187698492e-17,2.2551405187698492e-17,True
AbellS1063,PL4_PM2_PS2,-0.0028672965025651146,-0.0005294769187169047,-0.003901284471560601,-2.6020852139652106e-18,-3.903127820947816e-18,-9.540979117872439e-18,9.540979117872439e-18,True
AbellS1063,PL5_PM1_PS1,0.001190022510784153,-0.010183648319511553,0.018833697270550342,3.0357660829594124e-18,3.469446951953614e-18,4.5102810375396984e-17,4.5102810375396984e-17,True
AbellS1063,PL5_PM1_PS2,-0.00386052562319064,-0.014390239836896815,0.025205432843783404,0.0,-3.469446951953614e-18,-1.1796119636642288e-16,1.1796119636642288e-16,True
AbellS1063,PL5_PM2_PS1,0.001190022510784153,-0.010183648319511553,0.018833697270550342,3.0357660829594124e-18,3.469446951953614e-18,4.5102810375396984e-17,4.5102810375396984e-17,True
AbellS1063,PL5_PM2_PS2,0.0011900225107841559,-0.010183648319511553,0.018833697270550315,5.854691731421724e-18,3.469446951953614e-18,1.3877787807814457e-17,1.3877787807814457e-17,True
AbellS1063,PL6_PM1_PS1,-0.002556846098818725,-0.0019875188700175512,0.001535548671524941,1.734723475976807e-18,4.336808689942018e-19,3.2959746043559335e-17,3.2959746043559335e-17,True
AbellS1063,PL6_PM1_PS2,-0.0050369785443077795,-0.009799577575866213,0.013836215247524389,1.734723475976807e-18,0.0,-3.469446951953614e-17,3.469446951953614e-17,True
AbellS1063,PL6_PM2_PS1,-0.002556846098818725,-0.0019875188700175512,0.001535548671524941,1.734723475976807e-18,4.336808689942018e-19,3.2959746043559335e-17,3.2959746043559335e-17,True
AbellS1063,PL6_PM2_PS2,-0.0025568460988187273,-0.001987518870017554,0.001535548671524941,-8.673617379884035e-19,5.637851296924623e-18,3.2959746043559335e-17,3.2959746043559335e-17,True
Abell370,PL1_PM1_PS1,-0.0011332254565307328,0.004876307027963376,0.006509093509421436,-2.6020852139652106e-18,-8.673617379884035e-19,-5.551115123125783e-17,5.551115123125783e-17,True
Abell370,PL1_PM1_PS2,-0.008757156856870795,0.013706057206435683,0.01723867738285824,-1.734723475976807e-18,1.734723475976807e-18,2.0816681711721685e-17,2.0816681711721685e-17,True
Abell370,PL1_PM2_PS1,-0.0011332254565307328,0.004876307027963376,0.006509093509421436,-2.6020852139652106e-18,-8.673617379884035e-19,-5.551115123125783e-17,5.551115123125783e-17,True
Abell370,PL1_PM2_PS2,-0.0011332254565307302,0.004876307027963375,0.006509093509421429,1.734723475976807e-18,-8.673617379884035e-19,-6.245004513516506e-17,6.245004513516506e-17,True
Abell370,PL2_PM1_PS1,-0.0023679503947814833,0.0008756217538173371,0.01001671159075778,-4.336808689942018e-18,-3.903127820947816e-18,2.7755575615628914e-17,2.7755575615628914e-17,True
Abell370,PL2_PM1_PS2,0.0015115260356183557,0.011414725285241737,0.02958298863406761,-4.336808689942018e-18,0.0,-4.163336342344337e-17,4.163336342344337e-17,True
Abell370,PL2_PM2_PS1,-0.0023679503947814833,0.0008756217538173371,0.01001671159075778,-4.336808689942018e-18,-3.903127820947816e-18,2.7755575615628914e-17,2.7755575615628914e-17,True
Abell370,PL2_PM2_PS2,-0.002367950394781484,0.0008756217538173358,0.010016711590757784,-8.673617379884035e-19,3.903127820947816e-18,3.122502256758253e-17,3.122502256758253e-17,True
Abell370,PL3_PM1_PS1,-0.002470931728166128,-0.0019938616720546263,0.015762725416987033,-1.734723475976807e-18,3.903127820947816e-18,-1.3877787807814457e-17,1.3877787807814457e-17,True
Abell370,PL3_PM1_PS2,0.005314034888097483,0.007618746393661229,0.03399513145722344,3.469446951953614e-18,-8.673617379884035e-19,0.0,3.469446951953614e-18,True
Abell370,PL3_PM2_PS1,-0.002470931728166128,-0.0019938616720546263,0.015762725416987033,-1.734723475976807e-18,3.903127820947816e-18,-1.3877787807814457e-17,1.3877787807814457e-17,True
Abell370,PL3_PM2_PS2,-0.002470931728166128,-0.0019938616720546255,0.015762725416987033,0.0,-1.734723475976807e-18,0.0,1.734723475976807e-18,True
Abell370,PL4_PM1_PS1,-0.0027379094107922606,0.0027853978104943134,-0.0014482784954946148,5.204170427930421e-18,1.734723475976807e-18,-2.6020852139652106e-17,2.6020852139652106e-17,True
Abell370,PL4_PM1_PS2,-0.007853774853854079,0.019233679446558977,0.01768382895609119,-3.469446951953614e-18,-3.469446951953614e-18,3.8163916471489756e-17,3.8163916471489756e-17,True
Abell370,PL4_PM2_PS1,-0.0027379094107922606,0.0027853978104943134,-0.0014482784954946148,5.204170427930421e-18,1.734723475976807e-18,-2.6020852139652106e-17,2.6020852139652106e-17,True
Abell370,PL4_PM2_PS2,-0.0027379094107922615,0.002785397810494313,-0.0014482784954946148,4.336808689942018e-18,4.336808689942018e-19,1.734723475976807e-18,4.336808689942018e-18,True
Abell370,PL5_PM1_PS1,0.0023345152525340914,-0.016562986535638584,0.032806331427112645,0.0,0.0,-1.3877787807814457e-17,1.3877787807814457e-17,True
Abell370,PL5_PM1_PS2,0.0005456349577185116,-0.014947243923049504,0.047050806178247195,-2.8189256484623115e-18,3.469446951953614e-18,5.551115123125783e-17,5.551115123125783e-17,True
Abell370,PL5_PM2_PS1,0.0023345152525340914,-0.016562986535638584,0.032806331427112645,0.0,0.0,-1.3877787807814457e-17,1.3877787807814457e-17,True
Abell370,PL5_PM2_PS2,0.0023345152525340927,-0.01656298653563858,0.032806331427112645,-1.3010426069826053e-18,-3.469446951953614e-18,4.163336342344337e-17,4.163336342344337e-17,True
Abell370,PL6_PM1_PS1,-0.0023679503947814833,0.0008756217538173371,0.01001671159075778,-4.336808689942018e-18,-3.903127820947816e-18,2.7755575615628914e-17,2.7755575615628914e-17,True
Abell370,PL6_PM1_PS2,0.0015115260356183557,0.011414725285241737,0.02958298863406761,-4.336808689942018e-18,0.0,-4.163336342344337e-17,4.163336342344337e-17,True
Abell370,PL6_PM2_PS1,-0.0023679503947814833,0.0008756217538173371,0.01001671159075778,-4.336808689942018e-18,-3.903127820947816e-18,2.7755575615628914e-17,2.7755575615628914e-17,True
Abell370,PL6_PM2_PS2,-0.002367950394781484,0.0008756217538173358,0.010016711590757784,-8.673617379884035e-19,3.903127820947816e-18,3.122502256758253e-17,3.122502256758253e-17,True
