cluster_id,model,stage_id,previous_stage_id,pearson_vs_previous,nrmse_vs_previous,ssim_vs_previous,amplitude_ratio,sign_agreement,mean_bias
Abell2744,A8,A8-S11,A8-S10,0.9999861358174247,0.0005093750001831405,0.9999811112435378,1.001542157822183,0.99951171875,1.5992220952283758e-07
Abell2744,A8,A8-S12,A8-S11,-0.5278794223449617,0.26665924267831215,-0.0020057446329291607,0.22199574600607497,0.486083984375,0.014424295922632007
MACS0416,C10,S01,S00,1.0000000000000002,0.4456934312490809,0.16016418721849218,0.18000000000000002,1.0,0.05379469305660549
MACS0416,C10,S02,S01,0.5608015971110751,0.06979597996292826,0.402548689075241,2.0373038615330765,0.858154296875,-0.01471488984406704
MACS0416,C10,C10-S03,S02,0.462971711654649,0.7858760816555107,0.013626166041174274,19.345207483897,0.92529296875,-0.6504921669702011
MACS0416,C10,C10-S04,C10-S03,0.03523956023857849,1.7300467820934302,7.182389722355166e-05,0.034656653897809205,0.473876953125,0.6765667954126222
MACS0416,C10,C10-S05,C10-S04,0.3833286491900287,0.12303568571290836,0.33217444969909504,0.5418500754677056,0.694091796875,0.0006526467223690828
MACS0416,C10,C10-S06,C10-S05,0.3833286491900287,0.0562181903464476,0.33217444969909504,1.8455289484583643,0.694091796875,-0.0006526467223690828
MACS0416,A8,S01,S00,1.0,0.0,0.9999999999999999,1.0,1.0,0.0
MACS0416,A8,S02,S01,0.5362754494297333,0.09539402404265886,0.06224597834925703,8.334724520248534,0.871337890625,-0.10030351127680302
MACS0416,A8,A8-S03,S02,0.5595748668060115,0.7869542834826646,0.06192525434733583,0.11622156596965146,0.904296875,0.10029978015808641
MACS0416,A8,A8-S04,A8-S03,0.999983818447314,0.0004921253668953969,0.9999788665240258,0.9980784185759162,0.9970703125,5.203712760689509e-07
MACS0416,A8,A8-S05,A8-S04,0.9940545076456992,0.008269970319093576,0.9942908332590799,0.9885059374922689,0.967041015625,1.8031742783496132e-05
MACS0416,A8,A8-S06,A8-S05,0.9999863565799106,0.00045361209013222926,0.9999825640742414,0.9983507501132343,0.999267578125,1.7299352233212954e-08
MACS0416,A8,A8-S07,A8-S06,0.16490364626970871,66.67489666930834,0.002533268479891791,0.0020012127940441824,0.564208984375,0.011808945350582842
MACS0416,A8,A8-S08,A8-S07,-1.0,0.6895659190758904,-0.3646674667577172,0.24000000000000005,0.0,5.5952030620761e-07
MACS0416,A8,A8-S09,A8-S08,-1.0000000000000002,0.15929618525998718,-0.30178993042900254,5.166666666666666,0.0,-6.678145590219857e-07
MACS0416,A8,A8-S10,A8-S09,0.2185362096212813,0.10182826581245433,0.0025540919021990855,405.34912971155524,0.58203125,-0.011817861577397892
MACS0416,A8,A8-S11,A8-S10,0.9999880203105107,0.00043080400815281546,0.9999838520825295,1.0017195611955598,0.998779296875,-2.688353141510808e-07
MACS0416,A8,A8-S12,A8-S11,-0.5219725341170437,0.2992112774866885,-0.0021059589249666642,0.22994436743670912,0.45703125,0.011839142862603829
MACS1149,C10,S01,S00,1.0,0.32859610623074026,0.185954748449446,0.18,1.0,0.038092902144234074
MACS1149,C10,S02,S01,0.5712839322406764,0.05297072397087872,0.4945466263887621,1.739635364522111,0.84521484375,-0.0072244612162404714
MACS1149,C10,C10-S03,S02,0.402802315723092,0.8887952008314024,0.004994927276671767,32.9528948764386,0.929931640625,-0.7122610180949775
MACS1149,C10,C10-S04,C10-S03,-0.009037776119990324,1.8284893631921735,3.684692593671855e-05,0.023252092354902092,0.50390625,0.7275155431272919
MACS1149,C10,C10-S05,C10-S04,0.3190051662041117,0.06842250103027381,0.3318223659878517,0.4898770378520164,0.668701171875,0.00023519638840248586
MACS1149,C10,C10-S06,C10-S05,0.3190051662041117,0.04094648844324366,0.3318223659878517,2.0413285839743383,0.668701171875,-0.00023519638840248586
MACS1149,A8,S01,S00,1.0,0.0,1.0000000000000004,1.0,1.0,0.0
MACS1149,A8,S02,S01,0.5366819753046378,0.07373221298605562,0.08890166728523605,7.316833957853534,0.8603515625,-0.06221841068221226
MACS1149,A8,A8-S03,S02,0.5667455448990265,0.549869708012957,0.08959973010753254,0.13357156158418595,0.874267578125,0.06220568929941056
MACS1149,A8,A8-S04,A8-S03,0.9999794098799715,0.00044847741048829664,0.9999764520096666,0.9981086590545547,0.998291015625,1.1259466006371695e-07
MACS1149,A8,A8-S05,A8-S04,0.9902268877272619,0.009240760466983893,0.9908262979544598,0.9834335840615107,0.953857421875,1.701622125022135e-05
MACS1149,A8,A8-S06,A8-S05,0.9999869553621342,0.0003607124869223183,0.9999858136343509,0.9987430559105287,0.999267578125,-4.192626717680282e-07
MACS1149,A8,A8-S07,A8-S06,0.1460121434037108,48.911367544043685,0.004913579089516838,0.002679354663720349,0.5771484375,0.008373097186409606
MACS1149,A8,A8-S08,A8-S07,-1.0,0.6773063644414734,-0.3734674054128572,0.24,0.0,5.145057159320529e-07
MACS1149,A8,A8-S09,A8-S08,-1.0000000000000002,0.15646411332570978,-0.30852446373046366,5.166666666666667,0.0,-6.140874674027728e-07
MACS1149,A8,A8-S10,A8-S09,0.2150885332978165,0.08398210644600755,0.005130164830249517,303.2986778086032,0.603515625,-0.008381296083947361
MACS1149,A8,A8-S11,A8-S10,0.9999879715151979,0.0003467031136904011,0.9999860902312329,1.001452712141117,0.997314453125,1.5333400585220398e-07
MACS1149,A8,A8-S12,A8-S11,-0.4253295830501463,0.1403621134391139,-0.0015986869261080162,0.25149005610356046,0.415771484375,0.008382148343887542
AbellS1063,C10,S01,S00,1.0000000000000002,0.39215526620133556,0.16737233807863366,0.18,1.0,0.04297568283099784
AbellS1063,C10,S02,S01,0.607039086200265,0.06449412433480502,0.4806485189285084,1.7700336657380893,0.847900390625,-0.009221426557475147
AbellS1063,C10,C10-S03,S02,0.47999914207525024,0.869704331638014,0.00796837647522545,26.55601798023293,0.872314453125,-0.6926079733223023
AbellS1063,C10,C10-S04,C10-S03,-0.014116727918124022,1.439760499856658,4.303751577252947e-06,0.028670702041466656,0.45361328125,0.7112834496889835
AbellS1063,C10,C10-S05,C10-S04,0.3066673790980336,0.07913578013524092,0.3279754018382371,0.49520727359299477,0.6875,-8.493621604573206e-05
AbellS1063,C10,C10-S06,C10-S05,0.3066673790980336,0.04003262019235974,0.3279754018382371,2.019356445927102,0.6875,8.493621604573206e-05
AbellS1063,A8,S01,S00,1.0,0.0,1.0,1.0,1.0,0.0
AbellS1063,A8,S02,S01,0.5772186976663721,0.09113727731419104,0.0727375917584059,7.327907305238467,0.838134765625,-0.07348685814186917
AbellS1063,A8,A8-S03,S02,0.5945320509393983,0.6275700141311741,0.0726210609480276,0.13332342700707972,0.8603515625,0.07347536957325872
AbellS1063,A8,A8-S04,A8-S03,0.9999859464618772,0.00043428267098800564,0.9999835350644549,0.9983244686542452,0.998291015625,1.8119011399204555e-07
AbellS1063,A8,A8-S05,A8-S04,0.9935940803629871,0.00848399829545815,0.9938942799742835,0.9876039915321865,0.95947265625,1.7192248338034362e-05
AbellS1063,A8,A8-S06,A8-S05,0.999990217293553,0.0003608634613710681,0.9999887743743183,0.9987032917891738,0.9990234375,-3.4063866585489155e-07
AbellS1063,A8,A8-S07,A8-S06,0.1331651321435855,59.63362623566341,0.003779980410231051,0.002236389424470283,0.598388671875,0.00944336466624395
AbellS1063,A8,A8-S08,A8-S07,-1.0,0.6892173249294542,-0.3699144613483731,0.24000000000000002,0.0,5.223998998375639e-07
AbellS1063,A8,A8-S09,A8-S08,-1.0,0.15921565674749097,-0.3059287798243419,5.166666666666667,0.0,-6.235095578706406e-07
AbellS1063,A8,A8-S10,A8-S09,0.1889797797107587,0.09345848208073375,0.0037457337182111704,362.754622167856,0.623046875,-0.009451689361422006
AbellS1063,A8,A8-S11,A8-S10,0.9999913584487292,0.00034608427379675944,0.9999895386556318,1.001399960423275,0.99853515625,7.97242759314136e-08
AbellS1063,A8,A8-S12,A8-S11,-0.43549165121677985,0.27157004950305313,-0.0017116420099718371,0.2159472351428483,0.410888671875,0.009455979511209908
Abell370,C10,S01,S00,0.9999999999999999,0.5543951997003199,0.1490978457955005,0.18,1.0,0.07070582693948843
Abell370,C10,S02,S01,0.49880012578449257,0.12668634245598856,0.3821789981720208,1.805420173033259,0.86767578125,-0.016712646671400922
Abell370,C10,C10-S03,S02,0.47817692517397226,0.803131265145754,0.016813919083516263,17.754168611460813,0.973876953125,-0.6544190506649666
Abell370,C10,C10-S04,C10-S03,-0.01919391627893709,1.4643894954885026,8.0957210653215e-06,0.04083601172871226,0.49462890625,0.6866366777883207
Abell370,C10,C10-S05,C10-S04,0.3870165213653689,0.1788238026580179,0.3518020369213038,0.5280377760403038,0.700439453125,-3.9252026279476895e-05
Abell370,C10,C10-S06,C10-S05,0.3870165213653689,0.05572662158308431,0.3518020369213038,1.8938039007339365,0.700439453125,3.9252026279476895e-05
Abell370,A8,S01,S00,1.0,0.0,1.0,1.0,1.0,0.0
Abell370,A8,S02,S01,0.4860697229069825,0.17192041278571982,0.05035014921668337,7.404747256291247,0.90185546875,-0.11846119292162574
Abell370,A8,A8-S03,S02,0.5047695487266755,0.8219258410330637,0.050054810605381736,0.1317729699589832,0.9375,0.11845087260017854
Abell370,A8,A8-S04,A8-S03,0.9999863108151082,0.0005033669275796866,0.999982737296845,0.9985537695071126,0.99853515625,2.1767547930798244e-07
Abell370,A8,A8-S05,A8-S04,0.9958036290446283,0.007937192885978514,0.9959010935476483,0.9912901390059372,0.966796875,1.727653657584693e-05
Abell370,A8,A8-S06,A8-S05,0.999988003588549,0.0004731782252199616,0.9999852213134196,0.9987480885220178,0.998779296875,-3.0810023022575313e-07
Abell370,A8,A8-S07,A8-S06,0.17089436699412128,81.12301076080827,0.0012869346827326887,0.0016021623573217309,0.527587890625,0.015529144990677925
Abell370,A8,A8-S08,A8-S07,-0.9999999999999998,0.6716574962118962,-0.37357450112414753,0.24000000000000005,0.0,5.260215267142563e-07
Abell370,A8,A8-S09,A8-S08,-1.0,0.1551591718616451,-0.3084835203982877,5.166666666666666,0.0,-6.278321447879835e-07
Abell370,A8,A8-S10,A8-S09,0.21594841543545534,0.12213433426228543,0.0012852149184250715,505.63069836731194,0.54638671875,-0.015537527398232661
Abell370,A8,A8-S11,A8-S10,0.9999892704183594,0.0004513462641633768,0.9999862261009167,1.0013065577518214,0.998779296875,4.52123754588746e-08
Abell370,A8,A8-S12,A8-S11,-0.48678909963382044,0.5270179371815514,-0.0014569713441226681,0.19679548524778037,0.480224609375,0.015543643717732768
