cluster_id,stage_name,snapshot_index,rms,mean,var,max,min
AbellS1063,A8-J_net,19,4.15934238611705e-05,5.223998998375639e-07,1.729740006839637e-09,0.00015482748657207645,-0.0001569745370320805
AbellS1063,A8-mean_state,0,0.015561206997750678,0.009449553388373194,0.00015285710398712938,0.17639803739362286,-0.004955007508835567
AbellS1063,A8-mean_state,1,0.015531869069329731,0.009449766454654507,0.000151940870739288,0.174790366901237,-0.004957548666324469
AbellS1063,A8-mean_state,2,0.01550311349041066,0.009449969734833509,0.00015104459990728376,0.17323304862244365,-0.004955626949564318
AbellS1063,A8-mean_state,3,0.015474921175359152,0.009450163564664207,0.00015016759398467217,0.17172390679387803,-0.004949588878771113
AbellS1063,A8-mean_state,4,0.015447274247698968,0.009450348267821557,0.0001493091993005058,0.17026087842404736,-0.004939758419715695
AbellS1063,A8-mean_state,5,0.015420155874086024,0.009450524156375519,0.00014846880035087245,0.1688420066519149,-0.004926438408777993
AbellS1063,A8-mean_state,6,0.015393550126416498,0.00945069153124509,0.00014764581507574975,0.167465434531491,-0.004909911887063901
AbellS1063,A8-mean_state,7,0.015367441867456134,0.009450850682633148,0.00014683969092421618,0.16612939921357034,-0.004890443349526794
AbellS1063,A8-mean_state,8,0.01534181665609433,0.00945100189044297,0.0001460499015760568,0.16483222649778073,-0.004868279914636252
AbellS1063,A8-mean_state,9,0.015316660668936437,0.009451145424677183,0.00014527594420894795,0.16357232572998553,-0.004843652419764804
AbellS1063,A8-mean_state,10,0.01529196063546606,0.009451281545819982,0.0001445173372182862,0.16234818502182857,-0.0048167764471174004
AbellS1063,A8-mean_state,11,0.015267703784449497,0.009451410505203282,0.00014377361831182652,0.1611583667708278,-0.004787853284706041
AbellS1063,A8-mean_state,12,0.015243877799628136,0.009451532545357563,0.00014304434291404232,0.16000150346092984,-0.004757070826571918
AbellS1063,A8-mean_state,13,0.015220470783061223,0.009451647900348036,0.00014232908282586684,0.15887629372483156,-0.004724604416177885
AbellS1063,A8-mean_state,14,0.015197471224749596,0.009451756796096819,0.00014162742509452953,0.158430214924888,-0.004690617636633714
AbellS1063,A8-mean_state,15,0.015174867977397593,0.0094518594506917,0.00014093897105581693,0.15813039936443507,-0.004655263051174021
AbellS1063,A8-mean_state,16,0.015152650235361852,0.009451956074682095,0.00014026333551749178,0.15782413725263714,-0.004618682897082688
AbellS1063,A8-mean_state,17,0.01513080751699709,0.009452046871362783,0.00013960014605797667,0.15751193261841323,-0.00458100973604697
AbellS1063,A8-mean_state,18,0.015109329649744978,0.009452132037045913,0.000138949042418913,0.15719425862690187,-0.0045423670637281125
