family_number,family_code,family_name,is_wrong,cluster_id,cluster_label,pearson_kappa,pearson_gamma,ssim_kappa,ssim_gamma,rms_kappa,rms_gamma,kappa_bias,gamma_bias,runtime_seconds,max_conservation_error
3,S3,Scalar + Internal Strain,False,MACS1149,MACS J1149,0.20354149892766563,-0.04690854350782311,0.09316471688420856,-0.00271084647115022,0.0888462451966639,0.11374088548381162,-0.032454677605187825,-0.08998372833169385,0.23494075692724437,2.220446049250313e-16
4,S4,Scalar + Phase,False,MACS1149,MACS J1149,0.10278220320582113,-0.05434962711871242,0.04379435549054925,-0.017076190719785278,0.1211190914477268,0.0947327764440699,-0.03330746295578487,-0.059579338985554946,0.23795435798820108,2.220446049250313e-16
5,S5,Scalar + Relaxation State,False,MACS1149,MACS J1149,0.2390222190751616,0.007503044877968811,0.10812500268698981,0.012020953045169716,0.0855920511147788,0.11556336632138198,-0.032438909087579106,-0.09306476324719898,0.23707540496252477,2.220446049250313e-16
6,S6,Scalar + Local Momentum,False,MACS1149,MACS J1149,0.23902221907516183,0.007503044877968618,0.10812500268698984,0.012020953045169666,0.0855920511147788,0.11556336632138196,-0.032438909087579126,-0.09306476324719898,0.2366215930087492,2.220446049250313e-16
7,S7,Scalar + Orientation + Relaxation,False,MACS1149,MACS J1149,-0.03000056777414606,-0.20517938585577788,0.000670504423913917,-0.15738394469527325,0.24357859808603868,0.1255315438982365,-0.0450967500173784,0.002611210177619496,0.2400630849879235,2.220446049250313e-16
8,S8,Scalar + Orientation + Strain,False,MACS1149,MACS J1149,0.2013359916001679,-0.04991569744842779,0.09225444718358712,-0.0035254882899928494,0.08897241597068282,0.11363354557816646,-0.032450609051984915,-0.08983911965630426,0.23607014096342027,2.220446049250313e-16
9,S9,Scalar + Phase + Orientation,False,MACS1149,MACS J1149,0.11334116065064097,-0.045207470489848245,0.04606950573994151,-0.011834656996870873,0.12135854463161654,0.09491845458071958,-0.03366830434589335,-0.059756372029546014,0.2377553170081228,2.220446049250313e-16
10,S10,Full Local State,False,MACS1149,MACS J1149,0.02753693854228696,-0.1594156215088198,0.014459183195325053,-0.06653172221977857,0.11225758522536201,0.11745706831234941,-0.03575939545427718,-0.08442128995400834,0.23669992294162512,2.220446049250313e-16
11,WR1,Wrong: Random Internal State,True,MACS1149,MACS J1149,0.0554723810205778,0.06389428219821473,-0.00339048246324501,0.011088219517931252,1.542744777592252,0.8783488993598121,-0.09576144079732707,0.7347367608661108,0.2944697439670563,2.220446049250313e-16
12,WR2,Wrong: Frozen Internal State,True,MACS1149,MACS J1149,0.06679508376213854,0.06009284685637226,0.022264768137157716,0.06638331758650359,0.14981961747134728,0.08639235306875588,-0.03484145910499234,-0.042720993255424757,0.23914225096814334,2.220446049250313e-16
13,WR3,Wrong: Rapid Randomisation,True,MACS1149,MACS J1149,-0.01856485025011867,0.08588214221721638,-0.0016139873753244305,0.015177268020237512,1.4482239196100493,0.8168807937934769,-0.0936480261074547,0.696003930779135,0.2946070140460506,2.220446049250313e-16
14,WR4,Wrong: Self-Only Evolution,True,MACS1149,MACS J1149,0.22437468635202812,0.012180100689122515,0.09996132793928712,0.014296642756179185,0.08713332002908285,0.11351590455142736,-0.032683759114532536,-0.09076286122223515,0.23657010192982852,2.220446049250313e-16
1,S1,Scalar (Control),False,AbellS1063,Abell S1063,0.10158423475231375,0.0921034743131699,-0.037758812544104056,0.10388039111298339,0.14576896875051334,0.06369989008593709,-0.05413541338822637,-0.005734449427694328,0.2355663600610569,2.220446049250313e-16
2,S2,Scalar + Orientation,False,AbellS1063,Abell S1063,0.05803408088678166,0.09285798305113202,0.06760543122165594,0.11533614326831748,0.139153921910444,0.08228573018380765,-0.016423353740374538,-0.031986674680122645,0.23304738104343414,2.220446049250313e-16
3,S3,Scalar + Internal Strain,False,AbellS1063,Abell S1063,0.0933668420880321,0.0789782484819202,-0.043531458364895706,0.0888339312258871,0.1344143518349127,0.06765504367816018,-0.055220147361757364,-0.01982364112842093,0.23524875799193978,2.220446049250313e-16
4,S4,Scalar + Phase,False,AbellS1063,Abell S1063,0.10299942975557554,0.09632659577204343,-0.03755659666693097,0.10794322406428553,0.1476008004501105,0.06379169865616767,-0.05402871340070417,-0.005101728927381093,0.23699363495688885,2.220446049250313e-16
5,S5,Scalar + Relaxation State,False,AbellS1063,Abell S1063,0.08951008530735141,0.08360319633681884,-0.03831386987622773,0.09290241574484293,0.13539504141904085,0.06971014058135759,-0.05393297259251043,-0.021998981938958898,0.2358398799551651,2.220446049250313e-16
6,S6,Scalar + Local Momentum,False,AbellS1063,Abell S1063,0.08951008530735126,0.08360319633681883,-0.03831386987622771,0.09290241574484291,0.1353950414190409,0.06971014058135759,-0.05393297259251044,-0.021998981938958884,0.23595692997332662,2.220446049250313e-16
7,S7,Scalar + Orientation + Relaxation,False,AbellS1063,Abell S1063,-0.13486024135810923,0.03477256388290574,-0.026221282580329807,0.04224382205119459,0.28107549057705866,0.13030496775710235,-0.02068955027576438,0.04920081598223585,0.23759291600435972,2.220446049250313e-16
8,S8,Scalar + Orientation + Strain,False,AbellS1063,Abell S1063,0.09008741245035184,0.07902558769776356,-0.04225404368726248,0.08899556996041287,0.13417763403463046,0.0673476347074355,-0.055172482887105016,-0.01976334100590846,0.23371178191155195,2.220446049250313e-16
9,S9,Scalar + Phase + Orientation,False,AbellS1063,Abell S1063,0.10494564177366811,0.09399620573787398,-0.038029439434395094,0.10577598054984859,0.1460912075481977,0.06360586362812297,-0.053939024853907544,-0.005352986793793887,0.23624706198461354,2.220446049250313e-16
10,S10,Full Local State,False,AbellS1063,Abell S1063,0.12000044304001586,0.019733365971818077,-0.02806584067702182,0.037230965682006505,0.11405969343867607,0.0716568868905671,-0.04847213269463989,-0.0347896951577146,0.2316934559494257,2.220446049250313e-16
11,WR1,Wrong: Random Internal State,True,AbellS1063,Abell S1063,-0.10906944169140938,0.04481724537174876,-0.0007644307874011215,0.006110212247271723,1.5517372321028131,0.910824950482988,-0.09623224930460968,0.7733055105532988,0.292087686015293,2.220446049250313e-16
12,WR2,Wrong: Frozen Internal State,True,AbellS1063,Abell S1063,0.08817465495525131,0.20068527355901777,-0.0360038508115937,0.20288822517781913,0.1833909472648324,0.06743122722778382,-0.05874641169994743,0.01480737551520219,0.24092910799663514,2.220446049250313e-16
13,WR3,Wrong: Rapid Randomisation,True,AbellS1063,Abell S1063,0.06526310275517037,0.14057663924287483,-0.002567164295284588,0.011362001256680894,1.4427309677977649,0.8483131101642399,-0.09411883461473732,0.734572680466323,0.2925049269106239,2.220446049250313e-16
14,WR4,Wrong: Self-Only Evolution,True,AbellS1063,Abell S1063,0.11296203947762853,0.07744036093383022,-0.05074852928908904,0.0861590557627328,0.1342903609514362,0.0693493525381196,-0.05523486621017504,-0.02201562054854891,0.2348278259159997,2.220446049250313e-16
1,S1,Scalar (Control),False,Abell370,Abell 370,0.20491031664969087,0.12267434300695886,-0.02814550123001772,0.14065442096762087,0.16889114009610293,0.08345956892581122,-0.06466133955414256,-0.0157250821525904,0.2376016170019284,2.220446049250313e-16
2,S2,Scalar + Orientation,False,Abell370,Abell 370,-0.03698703596461663,-0.10662634035940746,0.0056788819717465,-0.052200876085891745,0.3228130515126507,0.16367583797013985,-0.048047740539558625,-0.006739952970847412,0.23640808195341378,2.220446049250313e-16
3,S3,Scalar + Internal Strain,False,Abell370,Abell 370,0.20171549710317796,0.02946168172112876,-0.031590217221673725,0.0558098663187464,0.17020384694511312,0.08811881220490221,-0.06541358666545134,-0.01959454113142088,0.2364160519791767,2.220446049250313e-16
4,S4,Scalar + Phase,False,Abell370,Abell 370,0.20662015609742795,0.11685792250784607,-0.0295178466777169,0.13578085810031693,0.17017501119881265,0.08406305653190639,-0.06490568814365581,-0.015262370500506883,0.23690294392872602,2.220446049250313e-16
5,S5,Scalar + Relaxation State,False,Abell370,Abell 370,0.1953536511633861,-0.017136704816695995,-0.03980978502957941,0.012167844121246,0.17914589435421174,0.09173287793351412,-0.06748362255141285,-0.015467826596366079,0.236081101000309,2.220446049250313e-16
6,S6,Scalar + Local Momentum,False,Abell370,Abell 370,0.1953536511633862,-0.017136704816696,-0.03980978502957949,0.012167844121245993,0.17914589435421172,0.09173287793351412,-0.06748362255141288,-0.015467826596366079,0.23643590207211673,2.220446049250313e-16
7,S7,Scalar + Orientation + Relaxation,False,Abell370,Abell 370,-0.020030241694049402,-0.12406387727657218,0.002857963911576243,-0.08966175267888508,0.30218814457976656,0.14242963569524505,-0.032045889128686306,0.03389265796663215,0.23915172193665057,2.220446049250313e-16
8,S8,Scalar + Orientation + Strain,False,Abell370,Abell 370,0.2012865802830208,0.03336270701013317,-0.031112445754485286,0.059306085755846824,0.1695143351781035,0.08785452120824291,-0.06531568520978429,-0.01999256056084236,0.23602157004643232,2.220446049250313e-16
9,S9,Scalar + Phase + Orientation,False,Abell370,Abell 370,0.2039763982647816,0.1265008530801746,-0.027854098583352787,0.14444034359270058,0.16937529616696367,0.08353371141809102,-0.0646402639099357,-0.01538205236101798,0.2357239299453795,2.220446049250313e-16
10,S10,Full Local State,False,Abell370,Abell 370,0.04126937115377084,-0.007065258823473944,-0.007352655470986638,0.020843810011306904,0.15066412037154736,0.09624386750544836,-0.0639757861258406,-0.040423514657010745,0.23524709802586585,2.220446049250313e-16
11,WR1,Wrong: Random Internal State,True,Abell370,Abell 370,0.11923048221146643,-0.13439010712359098,-0.008234114402216254,-0.0032738565752202576,1.5390484710851722,0.9024812857163791,-0.11271269159619364,0.7541961676904269,0.2931026889709756,2.220446049250313e-16
12,WR2,Wrong: Frozen Internal State,True,Abell370,Abell 370,0.1650037021970479,0.14793074441873555,-0.02681629552358564,0.16838435705272584,0.19356899379957446,0.08479104688651602,-0.0662215185695561,0.00014537351481038678,0.2384912590496242,2.220446049250313e-16
13,WR3,Wrong: Rapid Randomisation,True,Abell370,Abell 370,0.05326544244192573,-0.02635376289224807,-0.0056884126989035,0.004798404724197355,1.4443390977592059,0.8378394724965459,-0.11059927690632133,0.7154633376034512,0.29320938896853477,2.220446049250313e-16
14,WR4,Wrong: Self-Only Evolution,True,Abell370,Abell 370,0.19841742080999702,0.0026518686621678695,-0.044559257468120866,0.03090984842470402,0.17640698641326377,0.09038730119604486,-0.06819110068211269,-0.01723918413489462,0.23583216103725135,2.220446049250313e-16
