candidate_number,candidate_name,candidate_family,cluster_id,cluster_label,rms_kappa,rms_gamma,pearson_kappa,pearson_gamma,ssim_kappa,ssim_gamma,kappa_bias,gamma_bias,std_resid_kappa,std_resid_gamma,max_conservation_error,runtime_seconds,n_finite_pixels_kappa,n_finite_pixels_gamma,n_photons,grid_n,step,steps
3,Cooperative Neighbour Response,cooperative response,Abell2744,Abell 2744,0.14119101288048969,0.05329162605102372,-0.011328871608788217,0.1333691273170723,-0.0006716969215228043,0.1449090427534223,-0.05331282453977829,-0.005894847458686731,0.13073884219240056,0.05296459365086231,2.220446049250313e-16,0.21470622008200735,288,288,20000,256,0.03,160
3,Cooperative Neighbour Response,cooperative response,MACS0416,MACS J0416,0.17108628892189384,0.06108557264793898,0.008333756831250393,0.12050863644183842,-0.00016089038820305018,0.1308623546831793,-0.09972678012257065,-0.0220802023220348,0.1390147027599965,0.056955349627095066,2.220446049250313e-16,0.21587969304528087,288,288,20000,256,0.03,160
3,Cooperative Neighbour Response,cooperative response,MACS1149,MACS J1149,0.08560999800497995,0.11676493172448363,0.1996433623940305,-0.05685835310470371,0.06909365146666469,-0.002593738481538173,-0.03469723833194114,-0.09463292945206268,0.07826348708401093,0.06840071596075768,2.220446049250313e-16,0.22290608892217278,288,288,20000,256,0.03,160
3,Cooperative Neighbour Response,cooperative response,AbellS1063,Abell S1063,0.12119968774684846,0.06633723856882769,0.09390719107780873,0.08036447397255711,-0.03993603884944784,0.08638822677809543,-0.05318524169465086,-0.027592181855070324,0.10890681510270668,0.06032661702278925,2.220446049250313e-16,0.21594740310683846,288,288,20000,256,0.03,160
3,Cooperative Neighbour Response,cooperative response,Abell370,Abell 370,0.15835631080291018,0.08745753012037331,0.21682861240028584,0.031264525959924794,-0.032051162517241515,0.05689990483383429,-0.06479989763016664,-0.02628900325373111,0.14449115695511547,0.08341287600053915,2.220446049250313e-16,0.2159743239171803,288,288,20000,256,0.03,160
4,Elastic Memory,elastic memory,Abell2744,Abell 2744,0.15550679140404888,0.060280194443209326,0.00882936582205614,0.08242904852747251,-0.009290403902590946,0.09525493843840627,-0.05973153456686126,-0.0009662063208238462,0.14357752592613593,0.06027245048491661,2.220446049250313e-16,0.21997778199147433,288,288,20000,256,0.03,160
4,Elastic Memory,elastic memory,MACS0416,MACS J0416,0.1864769043382551,0.06513827541996028,0.01050875630644144,0.14032245890989511,0.00010880282815462606,0.14779029516636996,-0.09893159955480386,-0.013677308334780432,0.15807015676941255,0.0636861536081584,2.220446049250313e-16,0.2141432201024145,288,288,20000,256,0.03,160
4,Elastic Memory,elastic memory,MACS1149,MACS J1149,0.08573735470090346,0.11673128781864259,0.23279686064059885,-0.03892402666614597,0.10530315343603279,-0.0001606725768125901,-0.032456797284022156,-0.09396663716630785,0.07935647611362556,0.06925651345147421,2.220446049250313e-16,0.21724963607266545,288,288,20000,256,0.03,160
4,Elastic Memory,elastic memory,AbellS1063,Abell S1063,0.13382409931940362,0.06887400555359507,0.09458271637575731,0.0862220217600411,-0.04033786537353015,0.09598674549092158,-0.05384141020352873,-0.023095113778470018,0.12251527294972231,0.06488639580494641,2.220446049250313e-16,0.21534801309462637,288,288,20000,256,0.03,160
4,Elastic Memory,elastic memory,Abell370,Abell 370,0.1794183115775739,0.09026732060264615,0.18661815380574268,0.0012015636262568794,-0.04033705066702193,0.029803730987310255,-0.06792466763854756,-0.01923044402889815,0.1660637529852323,0.08819511999670006,2.220446049250313e-16,0.2236323110992089,288,288,20000,256,0.03,160
5,Gradient Curvature,gradient curvature,Abell2744,Abell 2744,0.1610021296336413,0.06265667804718134,0.010705315784525877,0.09134365338831271,-0.009397399729156486,0.10179452743416663,-0.0592743265412165,0.004648175663612661,0.14969382071299092,0.06248402809445254,2.220446049250313e-16,0.21840524894651026,288,288,20000,256,0.03,160
5,Gradient Curvature,gradient curvature,MACS0416,MACS J0416,0.1913225929913684,0.06649532049916881,0.018853268879650352,0.1175788710310036,-2.5293163996800623e-05,0.12587587727385754,-0.09932109216697621,-0.009571777911144655,0.16352264442486192,0.06580280173295742,2.220446049250313e-16,0.21735586796421558,288,288,20000,256,0.03,160
5,Gradient Curvature,gradient curvature,MACS1149,MACS J1149,0.08672177222301289,0.11487896768291189,0.2365367969820573,0.0067759047711624405,0.1116596594006146,0.012225245941230041,-0.03207221313091323,-0.09195430129218098,0.08057318984864262,0.06885915835789978,2.220446049250313e-16,0.2193033911753446,288,288,20000,256,0.03,160
5,Gradient Curvature,gradient curvature,AbellS1063,Abell S1063,0.13891398081799972,0.07029035529671007,0.09282796974857636,0.08344616310096478,-0.04014417937568499,0.0936871240853611,-0.0544154086183288,-0.01997995974524012,0.1278125869060004,0.0673909137519022,2.220446049250313e-16,0.21848929906263947,288,288,20000,256,0.03,160
5,Gradient Curvature,gradient curvature,Abell370,Abell 370,0.18638254961947429,0.0928289794677495,0.19428027746438978,-0.01577120084794753,-0.044011822444498236,0.012300876211117352,-0.06868999669691128,-0.011365184543762584,0.17326320774023005,0.09213062470921424,2.220446049250313e-16,0.21815569908358157,288,288,20000,256,0.03,160
6,Phase-Coherent Response,phase coherence,Abell2744,Abell 2744,0.13457182554231412,0.05437938990104516,0.03034371209918512,0.08846740971461053,-0.00979590564087143,0.09922252685658098,-0.05466925130497091,-0.010335351552114748,0.1229668621684109,0.05338818740418232,2.220446049250313e-16,0.2150598120642826,288,288,20000,256,0.03,160
6,Phase-Coherent Response,phase coherence,MACS0416,MACS J0416,0.16367975598540965,0.06155419536871763,0.05853537915348044,0.09663612963979003,0.001668465751176446,0.10770968917486462,-0.09777248588238802,-0.024381251755749758,0.13126920249556437,0.05651967383409964,2.220446049250313e-16,0.21616050403099507,288,288,20000,256,0.03,160
6,Phase-Coherent Response,phase coherence,MACS1149,MACS J1149,0.08409913979127889,0.11685633229746445,0.21810595659342816,-0.0049833190849976295,0.0750102804928487,0.008519502792818526,-0.034610336298161605,-0.09554750491179195,0.07664717825831051,0.06727612283081214,2.220446049250313e-16,0.21533572196494788,288,288,20000,256,0.03,160
6,Phase-Coherent Response,phase coherence,AbellS1063,Abell S1063,0.11976204921437422,0.06724313557772447,0.09670267155981405,0.0756994110087377,-0.013350408478145663,0.08153954552597525,-0.046377168145348535,-0.028425478787083847,0.11041787313131993,0.060939572020562154,2.220446049250313e-16,0.21582172298803926,288,288,20000,256,0.03,160
6,Phase-Coherent Response,phase coherence,Abell370,Abell 370,0.157355738739374,0.08823490412898151,0.14654409120418915,0.031081706806744266,-0.006100102026690792,0.05561781227657273,-0.060980129403674414,-0.031642467241753715,0.14505947860145246,0.08236596732574142,2.220446049250313e-16,0.21713901706971228,288,288,20000,256,0.03,160
7,Relaxation Response,relaxation,Abell2744,Abell 2744,0.14781071940494045,0.05670083317384089,0.001342763080258535,0.11071465465886195,-0.004698540450767815,0.12254534881398853,-0.05624638598842244,-0.002496880528823267,0.13669071963468268,0.05664583012219451,2.220446049250313e-16,0.21523704193532467,288,288,20000,256,0.03,160
7,Relaxation Response,relaxation,MACS0416,MACS J0416,0.17779795224982015,0.06293898801969919,0.014241334856161737,0.11767940528083537,0.00014205116723659748,0.12830788639139484,-0.09890672245214455,-0.01768951625364374,0.14774834035617376,0.06040196377317472,2.220446049250313e-16,0.22487614292185754,288,288,20000,256,0.03,160
7,Relaxation Response,relaxation,MACS1149,MACS J1149,0.08534073590966808,0.11623754013335766,0.2221198040369904,-0.020182791037084154,0.0872425884808569,0.004998176228062089,-0.03371634803760622,-0.09401159547267644,0.07839801707065504,0.06835923970419633,2.220446049250313e-16,0.21583717316389084,288,288,20000,256,0.03,160
7,Relaxation Response,relaxation,AbellS1063,Abell S1063,0.12791147216368073,0.06801446148999435,0.0899244116982756,0.07961756123592502,-0.03887214491588416,0.0868273657242844,-0.05361508733271146,-0.02503555747604121,0.11613254118198651,0.06323913213855611,2.220446049250313e-16,0.215562503086403,288,288,20000,256,0.03,160
7,Relaxation Response,relaxation,Abell370,Abell 370,0.1680744561250509,0.08954336405301537,0.20482420091602607,-0.0007000306966247637,-0.03589564572099595,0.0287606728154301,-0.06604261733834657,-0.021303430000805382,0.15455547708454845,0.08697228245902042,2.220446049250313e-16,0.21460324001964182,288,288,20000,256,0.03,160
8,Weak-Gradient Enhancement,weak-gradient enhancement,Abell2744,Abell 2744,0.33985203223072136,0.13327070497337273,-0.05996289633051138,-0.10522691226865623,0.009478938315819314,-0.03332582377247603,-0.08370226145004728,0.08749261046598228,0.3293832649657526,0.10052921922479872,2.220446049250313e-16,0.21843578992411494,288,288,20000,256,0.03,160
8,Weak-Gradient Enhancement,weak-gradient enhancement,MACS0416,MACS J0416,0.3705615713846523,0.13801837433774805,-0.053065479842688626,-0.0659011310755996,-0.008321495607117233,-0.02558213331074203,-0.06871182775631174,0.08398432557230223,0.3641353634480586,0.10952490453317133,2.220446049250313e-16,0.21951975184492767,288,288,20000,256,0.03,160
8,Weak-Gradient Enhancement,weak-gradient enhancement,MACS1149,MACS J1149,0.2692376499588631,0.09304083744671855,0.06768269648002563,0.20566181846563447,0.0067534396438394505,0.20950684060422195,-0.03952486985062124,-0.002569098692676153,0.2663206653991814,0.0930053609459906,2.220446049250313e-16,0.21697614598087966,288,288,20000,256,0.03,160
8,Weak-Gradient Enhancement,weak-gradient enhancement,AbellS1063,Abell S1063,0.33532135984501926,0.12790323258426375,0.1060164859182601,0.053455884907970104,-0.03612824588656303,0.047687478950863914,-0.07484484083985248,0.0749011258865374,0.32686184263075135,0.10367766512819115,2.220446049250313e-16,0.21597072400618345,288,288,20000,256,0.03,160
8,Weak-Gradient Enhancement,weak-gradient enhancement,Abell370,Abell 370,0.29746424170591784,0.11937338056195075,0.09126824098408608,-0.02734154656745164,0.0018039969064904036,-0.0070326476944794075,-0.05922941553268335,0.041504728899070725,0.291507892567823,0.1119256961818999,2.220446049250313e-16,0.21372217894531786,288,288,20000,256,0.03,160
9,Constitutive Coupling,constitutive coupling,Abell2744,Abell 2744,0.15739191914414913,0.06142172590720351,0.0138439392624053,0.09125282292981599,-0.010615365032790697,0.10213329800372078,-0.059521471669999465,0.0024227235023669296,0.14570315927294036,0.061373926257415806,2.220446049250313e-16,0.21579462417867035,288,288,20000,256,0.03,160
9,Constitutive Coupling,constitutive coupling,MACS0416,MACS J0416,0.18737040907415956,0.06553676515389464,0.018722125145016113,0.11847668906233226,0.0003299238652042417,0.12751283360622098,-0.0985528977627436,-0.011628775752898833,0.15935807647930525,0.06449681512544268,2.220446049250313e-16,0.21534405299462378,288,288,20000,256,0.03,160
9,Constitutive Coupling,constitutive coupling,MACS1149,MACS J1149,0.08575411016095315,0.11547379588514473,0.23901673983224234,0.006776179047891956,0.10872625043507965,0.011884170137866953,-0.032396223936661965,-0.09289988049463044,0.07939932042620099,0.06858432576184921,2.220446049250313e-16,0.21558016305789351,288,288,20000,256,0.03,160
9,Constitutive Coupling,constitutive coupling,AbellS1063,Abell S1063,0.13672099564272286,0.07001817602837503,0.08944883970143155,0.08423177533458921,-0.03863660136254519,0.09392490613951023,-0.054109079769822974,-0.021335687351917487,0.1255581066120399,0.06668833046014677,2.220446049250313e-16,0.21652735490351915,288,288,20000,256,0.03,160
9,Constitutive Coupling,constitutive coupling,Abell370,Abell 370,0.1812723146393137,0.09183296745788509,0.19453197364765343,-0.012942504160797612,-0.04065800278877477,0.015760674917543144,-0.06776928835147195,-0.014232954588785315,0.16812785495279892,0.09072329863819194,2.220446049250313e-16,0.2162331349682063,288,288,20000,256,0.03,160
10,Combined Local Response,combined response,Abell2744,Abell 2744,0.13989696057451279,0.05618225145471146,0.02095357061978703,0.08236006923316277,-0.01173258724612844,0.09395358789141661,-0.05804186125726504,-0.00932951889252729,0.1272882630872901,0.05540221526035222,2.220446049250313e-16,0.22577949590049684,288,288,20000,256,0.03,160
10,Combined Local Response,combined response,MACS0416,MACS J0416,0.17081872917677793,0.06301111807575659,0.01165719482058969,0.13948557453469082,0.0008993272632205274,0.14694815338772518,-0.09665223918532907,-0.02259976909902681,0.1408452444991713,0.05881880173743436,2.220446049250313e-16,0.2161531849997118,288,288,20000,256,0.03,160
10,Combined Local Response,combined response,MACS1149,MACS J1149,0.08246665209961095,0.11850268536455216,0.23548113694577066,-0.020830152422641992,0.09577987939509787,0.004693138327974437,-0.03302810413609478,-0.09715397660336844,0.075563834244257,0.06785271747514744,2.220446049250313e-16,0.2306817868957296,288,288,20000,256,0.03,160
10,Combined Local Response,combined response,AbellS1063,Abell S1063,0.1227000352541738,0.0678596209492412,0.10339683814108096,0.08651609321796302,-0.0337719135298446,0.09103655200761389,-0.05088094706410515,-0.028685644499989178,0.11165315883231976,0.06149847115981775,2.220446049250313e-16,0.21619947394356132,288,288,20000,256,0.03,160
10,Combined Local Response,combined response,Abell370,Abell 370,0.15946499630985522,0.08879898289434615,0.19504483619347446,0.03569914926099118,-0.042973423900498936,0.05925133967434112,-0.06729688857556167,-0.031552476456988686,0.14456906251390916,0.08300422032946009,2.220446049250313e-16,0.22858629189431667,288,288,20000,256,0.03,160
