candidate_a_code,candidate_b_code,cluster_id,transform,median_trajectory_correlation,median_derivative_correlation,median_normalized_rms_distance
T1,T9,AbellS1063,R5,-1.0,-1.0,2.0
T1,T9,AbellS1063,R6,-1.0,-1.0,2.0
T1,T9,Abell370,R1,0.9999625953076936,0.9999561293772378,0.011612514038855515
T1,T9,Abell370,R2,0.9999625953076936,0.9999561293772378,0.011612514038855515
T1,T9,Abell370,R3,0.9999984465269756,0.9999561293772378,0.011612514038855517
T1,T9,Abell370,R4,0.9999625953076936,0.9999561293772378,0.011612514038855515
T1,T9,Abell370,R5,-1.0,-1.0,2.0
T1,T9,Abell370,R6,-1.0,-1.0,2.0
T1,T10,Abell2744,R1,0.9976034571948208,0.9903659799991629,0.08500814298425337
T1,T10,Abell2744,R2,0.9976034571948208,0.9903659799991629,0.08500814298425337
T1,T10,Abell2744,R3,0.999957875457646,0.9903659799991625,0.08500814298425356
T1,T10,Abell2744,R4,0.9976034571948208,0.9903659799991629,0.08500814298425337
T1,T10,Abell2744,R5,-1.0,-1.0,2.0
T1,T10,Abell2744,R6,-1.0,-1.0,2.0
T1,T10,MACS0416,R1,0.9969917366441976,0.9898357049182832,0.09482093346340273
T1,T10,MACS0416,R2,0.9969917366441976,0.9898357049182832,0.09482093346340273
T1,T10,MACS0416,R3,0.9999551033174872,0.9898357049182832,0.09482093346340273
T1,T10,MACS0416,R4,0.9969917366441976,0.9898357049182832,0.09482093346340273
T1,T10,MACS0416,R5,-1.0,-1.0,2.0
T1,T10,MACS0416,R6,-1.0,-1.0,2.0
T1,T10,MACS1149,R1,0.9956441464644562,0.9901493151751819,0.11785401081878642
T1,T10,MACS1149,R2,0.9956441464644562,0.9901493151751819,0.11785401081878642
T1,T10,MACS1149,R3,0.9999638361900096,0.9901493151751819,0.11785401081878645
T1,T10,MACS1149,R4,0.9956441464644562,0.9901493151751819,0.11785401081878642
T1,T10,MACS1149,R5,-1.0,-1.0,2.0
T1,T10,MACS1149,R6,-1.0,-1.0,2.0
T1,T10,AbellS1063,R1,0.9954897526532669,0.9888484246997338,0.12308094797626928
T1,T10,AbellS1063,R2,0.9954897526532669,0.9888484246997338,0.12308094797626928
T1,T10,AbellS1063,R3,0.999884780696903,0.9888484246997339,0.1230809479762693
T1,T10,AbellS1063,R4,0.9954897526532669,0.9888484246997338,0.12308094797626928
T1,T10,AbellS1063,R5,-1.0,-1.0,2.0
T1,T10,AbellS1063,R6,-1.0,-1.0,2.0
T1,T10,Abell370,R1,0.9976112390206608,0.9899453692888819,0.09147708152361647
T1,T10,Abell370,R2,0.9976112390206608,0.9899453692888819,0.09147708152361647
T1,T10,Abell370,R3,0.9999223635717609,0.9899453692888818,0.09147708152361647
T1,T10,Abell370,R4,0.9976112390206608,0.9899453692888819,0.09147708152361647
T1,T10,Abell370,R5,-1.0,-1.0,2.0
T1,T10,Abell370,R6,-1.0,-1.0,2.0
T4,T5,Abell2744,R1,0.99791853162526,0.9978427750995602,0.06452082415375732
T4,T5,Abell2744,R2,0.99791853162526,0.9978427750995602,0.06452082415375732
T4,T5,Abell2744,R3,0.9999764420817814,0.99784277509956,0.06452082415375751
T4,T5,Abell2744,R4,0.99791853162526,0.9978427750995602,0.06452082415375732
T4,T5,Abell2744,R5,-1.0,-1.0,2.0
T4,T5,Abell2744,R6,-1.0,-1.0,2.0
T4,T5,MACS0416,R1,0.9971664638477511,0.9974832092912517,0.07563597741538128
T4,T5,MACS0416,R2,0.9971664638477511,0.9974832092912517,0.07563597741538128
T4,T5,MACS0416,R3,0.9999711133197248,0.9974832092912517,0.07563597741538128
T4,T5,MACS0416,R4,0.9971664638477511,0.9974832092912517,0.07563597741538128
T4,T5,MACS0416,R5,-1.0,-1.0,2.0
T4,T5,MACS0416,R6,-1.0,-1.0,2.0
T4,T5,MACS1149,R1,0.9971957393347504,0.9965821795796478,0.09499091815489606
T4,T5,MACS1149,R2,0.9971957393347504,0.9965821795796478,0.09499091815489606
T4,T5,MACS1149,R3,0.9999735536095267,0.9965821795796478,0.09499091815489606
T4,T5,MACS1149,R4,0.9971957393347504,0.9965821795796478,0.09499091815489606
T4,T5,MACS1149,R5,-1.0,-1.0,2.0
T4,T5,MACS1149,R6,-1.0,-1.0,2.0
T4,T5,AbellS1063,R1,0.9974259747106102,0.9965768268511443,0.07297629518944111
T4,T5,AbellS1063,R2,0.9974259747106102,0.9965768268511443,0.07297629518944111
T4,T5,AbellS1063,R3,0.9999198150238436,0.9965768268511443,0.07297629518944108
T4,T5,AbellS1063,R4,0.9974259747106102,0.9965768268511443,0.07297629518944111
T4,T5,AbellS1063,R5,-1.0,-1.0,2.0
T4,T5,AbellS1063,R6,-1.0,-1.0,2.0
T4,T5,Abell370,R1,0.9978837630326877,0.9978914850080146,0.06766692375792026
T4,T5,Abell370,R2,0.9978837630326877,0.9978914850080146,0.06766692375792026
T4,T5,Abell370,R3,0.9999628711724406,0.9978914850080146,0.06766692375792026
T4,T5,Abell370,R4,0.9978837630326877,0.9978914850080146,0.06766692375792026
T4,T5,Abell370,R5,-1.0,-1.0,2.0
T4,T5,Abell370,R6,-1.0,-1.0,2.0
T4,T6,Abell2744,R1,0.9966178457157802,0.9943262041154319,0.08224541670172499
T4,T6,Abell2744,R2,0.9966178457157802,0.9943262041154319,0.08224541670172499
T4,T6,Abell2744,R3,0.999959620336462,0.9943262041154319,0.08224541670172512
T4,T6,Abell2744,R4,0.9966178457157802,0.9943262041154319,0.08224541670172499
T4,T6,Abell2744,R5,-1.0,-1.0,2.0
T4,T6,Abell2744,R6,-1.0,-1.0,2.0
T4,T6,MACS0416,R1,0.9954289168270501,0.9945420930099172,0.09561467641475957
T4,T6,MACS0416,R2,0.9954289168270501,0.9945420930099172,0.09561467641475957
T4,T6,MACS0416,R3,0.9999508211780936,0.9945420930099172,0.09561467641475957
T4,T6,MACS0416,R4,0.9954289168270501,0.9945420930099172,0.09561467641475957
T4,T6,MACS0416,R5,-1.0,-1.0,2.0
T4,T6,MACS0416,R6,-1.0,-1.0,2.0
T4,T6,MACS1149,R1,0.9944502991857476,0.9944917902924116,0.12116346443286512
T4,T6,MACS1149,R2,0.9944502991857476,0.9944917902924116,0.12116346443286512
T4,T6,MACS1149,R3,0.999954097028281,0.9944917902924114,0.1211634644328651
T4,T6,MACS1149,R4,0.9944502991857476,0.9944917902924116,0.12116346443286512
T4,T6,MACS1149,R5,-1.0,-1.0,2.0
T4,T6,MACS1149,R6,-1.0,-1.0,2.0
T4,T6,AbellS1063,R1,0.9938253037429676,0.994092441505358,0.11713030777641602
T4,T6,AbellS1063,R2,0.9938253037429676,0.994092441505358,0.11713030777641602
T4,T6,AbellS1063,R3,0.9998827524139442,0.9940924415053582,0.11713030777641581
T4,T6,AbellS1063,R4,0.9938253037429676,0.994092441505358,0.11713030777641602
T4,T6,AbellS1063,R5,-1.0,-1.0,2.0
T4,T6,AbellS1063,R6,-1.0,-1.0,2.0
T4,T6,Abell370,R1,0.996313722793541,0.9943161349223184,0.08586358024749163
T4,T6,Abell370,R2,0.996313722793541,0.9943161349223184,0.08586358024749163
T4,T6,Abell370,R3,0.9999315808086328,0.9943161349223184,0.08586358024749163
T4,T6,Abell370,R4,0.996313722793541,0.9943161349223184,0.08586358024749163
T4,T6,Abell370,R5,-1.0,-1.0,2.0
T4,T6,Abell370,R6,-1.0,-1.0,2.0
T4,T9,Abell2744,R1,0.9999768566909206,0.9999603647259112,0.008425718163167532
T4,T9,Abell2744,R2,0.9999768566909206,0.9999603647259112,0.008425718163167532
T4,T9,Abell2744,R3,0.9999995169818224,0.9999603647259113,0.008425718163167357
T4,T9,Abell2744,R4,0.9999768566909206,0.9999603647259112,0.008425718163167532
T4,T9,Abell2744,R5,-1.0,-1.0,2.0
T4,T9,Abell2744,R6,-1.0,-1.0,2.0
T4,T9,MACS0416,R1,0.9999714602480848,0.9999632475362581,0.0077611385572051396
T4,T9,MACS0416,R2,0.9999714602480848,0.9999632475362581,0.0077611385572051396
T4,T9,MACS0416,R3,0.999999414269435,0.9999632475362582,0.007761138557205136
T4,T9,MACS0416,R4,0.9999714602480848,0.9999632475362581,0.0077611385572051396
T4,T9,MACS0416,R5,-1.0,-1.0,2.0
T4,T9,MACS0416,R6,-1.0,-1.0,2.0
T4,T9,MACS1149,R1,0.9999708876910383,0.9999602549181672,0.008710662961152754
T4,T9,MACS1149,R2,0.9999708876910383,0.9999602549181672,0.008710662961152754
T4,T9,MACS1149,R3,0.9999996044280663,0.9999602549181672,0.008710662961152752
T4,T9,MACS1149,R4,0.9999708876910383,0.9999602549181672,0.008710662961152754
T4,T9,MACS1149,R5,-1.0,-1.0,2.0
T4,T9,MACS1149,R6,-1.0,-1.0,2.0
T4,T9,AbellS1063,R1,0.9999753046917558,0.999961951229504,0.008380523690402417
T4,T9,AbellS1063,R2,0.9999753046917558,0.999961951229504,0.008380523690402417
T4,T9,AbellS1063,R3,0.9999992536295943,0.9999619512295039,0.008380523690402415
T4,T9,AbellS1063,R4,0.9999753046917558,0.999961951229504,0.008380523690402417
T4,T9,AbellS1063,R5,-1.0,-1.0,2.0
T4,T9,AbellS1063,R6,-1.0,-1.0,2.0
T4,T9,Abell370,R1,0.9999739697381399,0.9999628450282401,0.00869168031586955
T4,T9,Abell370,R2,0.9999739697381399,0.9999628450282401,0.00869168031586955
T4,T9,Abell370,R3,0.9999994181009074,0.9999628450282401,0.008691680315869551
T4,T9,Abell370,R4,0.9999739697381399,0.9999628450282401,0.00869168031586955
T4,T9,Abell370,R5,-1.0,-1.0,2.0
T4,T9,Abell370,R6,-1.0,-1.0,2.0
T4,T10,Abell2744,R1,0.9974451107792691,0.9897656754964482,0.088919458087645
T4,T10,Abell2744,R2,0.9974451107792691,0.9897656754964482,0.088919458087645
T4,T10,Abell2744,R3,0.9999498514773202,0.9897656754964482,0.0889194580876451
T4,T10,Abell2744,R4,0.9974451107792691,0.9897656754964482,0.088919458087645
T4,T10,Abell2744,R5,-1.0,-1.0,2.0
T4,T10,Abell2744,R6,-1.0,-1.0,2.0
T4,T10,MACS0416,R1,0.9967615401554071,0.988961024307147,0.10099006364408802
T4,T10,MACS0416,R2,0.9967615401554071,0.988961024307147,0.10099006364408802
T4,T10,MACS0416,R3,0.9999432335587847,0.9889610243071469,0.10099006364408802
T4,T10,MACS0416,R4,0.9967615401554071,0.988961024307147,0.10099006364408802
T4,T10,MACS0416,R5,-1.0,-1.0,1.9999999999999998
T4,T10,MACS0416,R6,-1.0,-1.0,1.9999999999999998
T4,T10,MACS1149,R1,0.995177158223133,0.9888501970093845,0.12749190968862964
T4,T10,MACS1149,R2,0.995177158223133,0.9888501970093845,0.12749190968862964
T4,T10,MACS1149,R3,0.9999517289674479,0.9888501970093845,0.12749190968862964
T4,T10,MACS1149,R4,0.995177158223133,0.9888501970093845,0.12749190968862964
T4,T10,MACS1149,R5,-1.0,-1.0,2.0
T4,T10,MACS1149,R6,-1.0,-1.0,2.0
T4,T10,AbellS1063,R1,0.9952640199082093,0.9880404956553553,0.12823654009159413
T4,T10,AbellS1063,R2,0.9952640199082093,0.9880404956553553,0.12823654009159413
T4,T10,AbellS1063,R3,0.9998636491231665,0.9880404956553552,0.12823654009159413
T4,T10,AbellS1063,R4,0.9952640199082093,0.9880404956553553,0.12823654009159413
T4,T10,AbellS1063,R5,-1.0,-1.0,2.0
T4,T10,AbellS1063,R6,-1.0,-1.0,2.0
T4,T10,Abell370,R1,0.9974778584080439,0.9894442279411652,0.09518017393759427
T4,T10,Abell370,R2,0.9974778584080439,0.9894442279411652,0.09518017393759427
T4,T10,Abell370,R3,0.9999173201785574,0.9894442279411652,0.09518017393759427
T4,T10,Abell370,R4,0.9974778584080439,0.9894442279411652,0.09518017393759427
T4,T10,Abell370,R5,-1.0,-1.0,2.0
T4,T10,Abell370,R6,-1.0,-1.0,2.0
T5,T6,Abell2744,R1,0.9997177543060971,0.9988747335257365,0.029145741053457942
T5,T6,Abell2744,R2,0.9997177543060971,0.9988747335257365,0.029145741053457942
T5,T6,Abell2744,R3,0.9999937492113716,0.9988747335257365,0.02914574105345794
T5,T6,Abell2744,R4,0.9997177543060971,0.9988747335257365,0.029145741053457942
T5,T6,Abell2744,R5,-1.0,-1.0,2.0
T5,T6,Abell2744,R6,-1.0,-1.0,2.0
T5,T6,MACS0416,R1,0.9996356500585499,0.99847570731746,0.032162710557379855
T5,T6,MACS0416,R2,0.9996356500585499,0.99847570731746,0.032162710557379855
T5,T6,MACS0416,R3,0.9999934564235763,0.9984757073174602,0.03216271055737985
T5,T6,MACS0416,R4,0.9996356500585499,0.99847570731746,0.032162710557379855
T5,T6,MACS0416,R5,-1.0,-1.0,2.0
T5,T6,MACS0416,R6,-1.0,-1.0,2.0
T5,T6,MACS1149,R1,0.9992893451914469,0.9984105477813281,0.041880113391523026
T5,T6,MACS1149,R2,0.9992893451914469,0.9984105477813281,0.041880113391523026
T5,T6,MACS1149,R3,0.9999943434150323,0.998410547781328,0.041880113391523026
T5,T6,MACS1149,R4,0.9992893451914469,0.9984105477813281,0.041880113391523026
T5,T6,MACS1149,R5,-1.0,-1.0,2.0
T5,T6,MACS1149,R6,-1.0,-1.0,2.0
T5,T6,AbellS1063,R1,0.999473533120863,0.998478179487693,0.040097343906507044
T5,T6,AbellS1063,R2,0.999473533120863,0.998478179487693,0.040097343906507044
T5,T6,AbellS1063,R3,0.9999875894298669,0.9984781794876929,0.040097343906507044
T5,T6,AbellS1063,R4,0.999473533120863,0.998478179487693,0.040097343906507044
T5,T6,AbellS1063,R5,-1.0,-1.0,2.0
T5,T6,AbellS1063,R6,-1.0,-1.0,2.0
T5,T6,Abell370,R1,0.9996764352014925,0.9985947444926443,0.03019226097632975
T5,T6,Abell370,R2,0.9996764352014925,0.9985947444926443,0.03019226097632975
T5,T6,Abell370,R3,0.9999908079515681,0.9985947444926442,0.03019226097632975
T5,T6,Abell370,R4,0.9996764352014925,0.9985947444926443,0.03019226097632975
T5,T6,Abell370,R5,-1.0,-1.0,2.0
T5,T6,Abell370,R6,-1.0,-1.0,2.0
T5,T9,Abell2744,R1,0.998285016739234,0.9972375448312562,0.07237481184503294
T5,T9,Abell2744,R2,0.998285016739234,0.9972375448312562,0.07237481184503294
T5,T9,Abell2744,R3,0.9999707503000616,0.9972375448312559,0.07237481184503294
T5,T9,Abell2744,R4,0.998285016739234,0.9972375448312562,0.07237481184503294
T5,T9,Abell2744,R5,-1.0,-1.0,2.0
T5,T9,Abell2744,R6,-1.0,-1.0,2.0
T5,T9,MACS0416,R1,0.9976075275807065,0.9967991938087434,0.08321888656906097
T5,T9,MACS0416,R2,0.9976075275807065,0.9967991938087434,0.08321888656906097
T5,T9,MACS0416,R3,0.9999656220528308,0.9967991938087434,0.08321888656906097
T5,T9,MACS0416,R4,0.9976075275807065,0.9967991938087434,0.08321888656906097
T5,T9,MACS0416,R5,-1.0,-1.0,2.0
T5,T9,MACS0416,R6,-1.0,-1.0,2.0
T5,T9,MACS1149,R1,0.9967995910590204,0.9960731030168778,0.08395850780996218
T5,T9,MACS1149,R2,0.9967995910590204,0.9960731030168778,0.08395850780996218
T5,T9,MACS1149,R3,0.9999707042856806,0.9960731030168778,0.08395850780996218
T5,T9,MACS1149,R4,0.9967995910590204,0.9960731030168778,0.08395850780996218
T5,T9,MACS1149,R5,-1.0,-1.0,2.0
T5,T9,MACS1149,R6,-1.0,-1.0,2.0
T5,T9,AbellS1063,R1,0.996938037763813,0.9961495171505339,0.07932442593491523
T5,T9,AbellS1063,R2,0.996938037763813,0.9961495171505339,0.07932442593491523
T5,T9,AbellS1063,R3,0.9999207505237959,0.9961495171505338,0.07932442593491523
T5,T9,AbellS1063,R4,0.996938037763813,0.9961495171505339,0.07932442593491523
T5,T9,AbellS1063,R5,-1.0,-1.0,2.0
T5,T9,AbellS1063,R6,-1.0,-1.0,2.0
T5,T9,Abell370,R1,0.9979716430153431,0.9973099496614863,0.07599552570784238
T5,T9,Abell370,R2,0.9979716430153431,0.9973099496614863,0.07599552570784238
T5,T9,Abell370,R3,0.9999548576122157,0.9973099496614865,0.07599552570784238
T5,T9,Abell370,R4,0.9979716430153431,0.9973099496614863,0.07599552570784238
T5,T9,Abell370,R5,-1.0,-1.0,2.0
T5,T9,Abell370,R6,-1.0,-1.0,2.0
T5,T10,Abell2744,R1,0.9975354482159458,0.995063044079385,0.06295783866592763
T5,T10,Abell2744,R2,0.9975354482159458,0.995063044079385,0.06295783866592763
T5,T10,Abell2744,R3,0.9999739004726209,0.995063044079385,0.06295783866592763
T5,T10,Abell2744,R4,0.9975354482159458,0.995063044079385,0.06295783866592763
T5,T10,Abell2744,R5,-1.0,-1.0,2.0
T5,T10,Abell2744,R6,-1.0,-1.0,2.0
T5,T10,MACS0416,R1,0.9960193115219774,0.994832811361348,0.06671070449227987
T5,T10,MACS0416,R2,0.9960193115219774,0.994832811361348,0.06671070449227987
T5,T10,MACS0416,R3,0.9999759029717943,0.9948328113613482,0.06671070449227991
T5,T10,MACS0416,R4,0.9960193115219774,0.994832811361348,0.06671070449227987
T5,T10,MACS0416,R5,-1.0,-1.0,2.0
T5,T10,MACS0416,R6,-1.0,-1.0,2.0
T5,T10,MACS1149,R1,0.995998002007434,0.9950029443744918,0.07965118443448092
T5,T10,MACS1149,R2,0.995998002007434,0.9950029443744918,0.07965118443448092
T5,T10,MACS1149,R3,0.9999835608995188,0.9950029443744915,0.07965118443448092
T5,T10,MACS1149,R4,0.995998002007434,0.9950029443744918,0.07965118443448092
T5,T10,MACS1149,R5,-1.0,-1.0,2.0
T5,T10,MACS1149,R6,-1.0,-1.0,2.0
T5,T10,AbellS1063,R1,0.9965746693154456,0.9947304421088626,0.08276872216670424
T5,T10,AbellS1063,R2,0.9965746693154456,0.9947304421088626,0.08276872216670424
T5,T10,AbellS1063,R3,0.9999437691306242,0.9947304421088626,0.08276872216670425
T5,T10,AbellS1063,R4,0.9965746693154456,0.9947304421088626,0.08276872216670424
T5,T10,AbellS1063,R5,-1.0,-1.0,2.0
T5,T10,AbellS1063,R6,-1.0,-1.0,2.0
T5,T10,Abell370,R1,0.9976867853007008,0.9950319037520403,0.06801786087932297
T5,T10,Abell370,R2,0.9976867853007008,0.9950319037520403,0.06801786087932297
T5,T10,Abell370,R3,0.9999600361984295,0.9950319037520403,0.06801786087932297
T5,T10,Abell370,R4,0.9976867853007008,0.9950319037520403,0.06801786087932297
T5,T10,Abell370,R5,-1.0,-1.0,2.0
T5,T10,Abell370,R6,-1.0,-1.0,2.0
T6,T9,Abell2744,R1,0.9960112523382892,0.9950368901140576,0.08931682553372602
T6,T9,Abell2744,R2,0.9960112523382892,0.9950368901140576,0.08931682553372602
T6,T9,Abell2744,R3,0.9999540648821496,0.9950368901140577,0.08931682553372602
T6,T9,Abell2744,R4,0.9960112523382892,0.9950368901140576,0.08931682553372602
T6,T9,Abell2744,R5,-1.0,-1.0,2.0
T6,T9,Abell2744,R6,-1.0,-1.0,2.0
T6,T9,MACS0416,R1,0.9949933731810559,0.9951884653154017,0.10298444911250865
T6,T9,MACS0416,R2,0.9949933731810559,0.9951884653154017,0.10298444911250865
T6,T9,MACS0416,R3,0.9999458404957815,0.9951884653154018,0.10298444911250865
