E_FS_a,E_FS_b,E_SF_a,E_SF_b,E_cycle_a,E_cycle_b,E_cycle_diff,E_net_a,E_net_b,R_return_a,R_return_b,R_return_diff,candidate_a_code,candidate_b_code,cluster_id
0.050969802536530696,0.06446118742290922,0.050969802536530696,0.06446118742290922,0.10193960507306139,0.12892237484581845,0.2646936855741021,0.0,0.0,1.0,1.0,0.0,T1,T6,Abell2744
0.049696901020301894,0.06334587423152266,0.049696901020301894,0.06334587423152266,0.09939380204060379,0.12669174846304532,0.27464435268599474,0.0,0.0,1.0,1.0,0.0,T1,T6,MACS0416
0.05249215898792233,0.06716123681139125,0.05249215898792233,0.06716123681139125,0.10498431797584466,0.1343224736227825,0.2794527431581553,0.0,0.0,1.0,1.0,0.0,T1,T6,MACS1149
0.05345780190693409,0.06838920417949197,0.05345780190693409,0.06838920417949197,0.10691560381386818,0.13677840835898394,0.2793119383874463,0.0,0.0,1.0,1.0,0.0,T1,T6,AbellS1063
0.05085786821175574,0.0644074370133664,0.05085786821175574,0.0644074370133664,0.10171573642351148,0.1288148740267328,0.2664203058058713,0.0,0.0,1.0,1.0,0.0,T1,T6,Abell370
0.050969802536530696,0.053135901623929435,0.050969802536530696,0.053135901623929435,0.10193960507306139,0.10627180324785887,0.04249769431314293,0.0,0.0,1.0,1.0,0.0,T1,T9,Abell2744
0.049696901020301894,0.05200921858945179,0.049696901020301894,0.05200921858945179,0.09939380204060379,0.10401843717890358,0.046528405628457205,0.0,0.0,1.0,1.0,0.0,T1,T9,MACS0416
0.05249215898792233,0.05528238503714401,0.05249215898792233,0.05528238503714401,0.10498431797584466,0.11056477007428803,0.053155101695544126,0.0,0.0,1.0,1.0,0.0,T1,T9,MACS1149
0.05345780190693409,0.055800949288567,0.05345780190693409,0.055800949288567,0.10691560381386818,0.111601898577134,0.04383171956288342,0.0,0.0,1.0,1.0,0.0,T1,T9,AbellS1063
0.05085786821175574,0.05294837634199617,0.05085786821175574,0.05294837634199617,0.10171573642351148,0.10589675268399235,0.041104910680412984,0.0,0.0,1.0,1.0,0.0,T1,T9,Abell370
0.050969802536530696,0.03041539043209185,0.050969802536530696,0.03041539043209185,0.10193960507306139,0.0608307808641837,0.4032664652704362,0.0,0.0,1.0,1.0,0.0,T1,T10,Abell2744
0.049696901020301894,0.029831687351650506,0.049696901020301894,0.029831687351650506,0.09939380204060379,0.05966337470330101,0.3997274127925233,0.0,0.0,1.0,1.0,0.0,T1,T10,MACS0416
0.05249215898792233,0.031836899757150344,0.05249215898792233,0.031836899757150344,0.10498431797584466,0.06367379951430069,0.3934922782567289,0.0,0.0,1.0,1.0,0.0,T1,T10,MACS1149
0.05345780190693409,0.03195111745907286,0.05345780190693409,0.03195111745907286,0.10691560381386818,0.06390223491814571,0.40231142472529474,0.0,0.0,1.0,1.0,0.0,T1,T10,AbellS1063
0.05085786821175574,0.030289298248148938,0.05085786821175574,0.030289298248148938,0.10171573642351148,0.060578596496297876,0.4044324051878446,0.0,0.0,1.0,1.0,0.0,T1,T10,Abell370
0.05184717959993122,0.06834142548366749,0.05184717959993122,0.06834142548366749,0.10369435919986245,0.13668285096733498,0.31813197961800316,0.0,0.0,1.0,1.0,0.0,T4,T5,Abell2744
0.05094969959182124,0.06696257004437053,0.05094969959182124,0.06696257004437053,0.10189939918364248,0.13392514008874107,0.31428782860026483,0.0,0.0,1.0,1.0,0.0,T4,T5,MACS0416
0.054564080774948974,0.07135869026576958,0.054564080774948974,0.07135869026576958,0.10912816154989795,0.14271738053153915,0.30779606752820454,0.0,0.0,1.0,1.0,0.0,T4,T5,MACS1149
0.05461683019656807,0.07180094202209233,0.05461683019656807,0.07180094202209233,0.10923366039313614,0.14360188404418467,0.3146303394700495,0.0,0.0,1.0,1.0,0.0,T4,T5,AbellS1063
0.05159811955525934,0.06807193393218917,0.05159811955525934,0.06807193393218917,0.10319623911051869,0.13614386786437835,0.31927160367321317,0.0,0.0,1.0,1.0,0.0,T4,T5,Abell370
0.05184717959993122,0.06446118742290922,0.05184717959993122,0.06446118742290922,0.10369435919986245,0.12892237484581845,0.24329207336467604,0.0,0.0,1.0,1.0,0.0,T4,T6,Abell2744
0.05094969959182124,0.06334587423152266,0.05094969959182124,0.06334587423152266,0.10189939918364248,0.12669174846304532,0.2433022125549751,0.0,0.0,1.0,1.0,0.0,T4,T6,MACS0416
0.054564080774948974,0.06716123681139125,0.054564080774948974,0.06716123681139125,0.10912816154989795,0.1343224736227825,0.23086902331223322,0.0,0.0,1.0,1.0,0.0,T4,T6,MACS1149
0.05461683019656807,0.06838920417949197,0.05461683019656807,0.06838920417949197,0.10923366039313614,0.13677840835898394,0.2521635534936135,0.0,0.0,1.0,1.0,0.0,T4,T6,AbellS1063
0.05159811955525934,0.0644074370133664,0.05159811955525934,0.0644074370133664,0.10319623911051869,0.1288148740267328,0.24825163336405773,0.0,0.0,1.0,1.0,0.0,T4,T6,Abell370
0.05184717959993122,0.053135901623929435,0.05184717959993122,0.053135901623929435,0.10369435919986245,0.10627180324785887,0.02485616448073719,0.0,0.0,1.0,1.0,0.0,T4,T9,Abell2744
0.05094969959182124,0.05200921858945179,0.05094969959182124,0.05200921858945179,0.10189939918364248,0.10401843717890358,0.020795392438400766,0.0,0.0,1.0,1.0,0.0,T4,T9,MACS0416
0.054564080774948974,0.05528238503714401,0.054564080774948974,0.05528238503714401,0.10912816154989795,0.11056477007428803,0.01316441607726711,0.0,0.0,1.0,1.0,0.0,T4,T9,MACS1149
0.05461683019656807,0.055800949288567,0.05461683019656807,0.055800949288567,0.10923366039313614,0.111601898577134,0.02168047994981101,0.0,0.0,1.0,1.0,0.0,T4,T9,AbellS1063
0.05159811955525934,0.05294837634199617,0.05159811955525934,0.05294837634199617,0.10319623911051869,0.10589675268399235,0.026168720844385873,0.0,0.0,1.0,1.0,0.0,T4,T9,Abell370
0.05184717959993122,0.03041539043209185,0.05184717959993122,0.03041539043209185,0.10369435919986245,0.0608307808641837,0.4133646098633262,0.0,0.0,1.0,1.0,0.0,T4,T10,Abell2744
0.05094969959182124,0.029831687351650506,0.05094969959182124,0.029831687351650506,0.10189939918364248,0.05966337470330101,0.4144874731226232,0.0,0.0,1.0,1.0,0.0,T4,T10,MACS0416
0.054564080774948974,0.031836899757150344,0.054564080774948974,0.031836899757150344,0.10912816154989795,0.06367379951430069,0.41652275077330636,0.0,0.0,1.0,1.0,0.0,T4,T10,MACS1149
0.05461683019656807,0.03195111745907286,0.05461683019656807,0.03195111745907286,0.10923366039313614,0.06390223491814571,0.414995023620383,0.0,0.0,1.0,1.0,0.0,T4,T10,AbellS1063
0.05159811955525934,0.030289298248148938,0.05159811955525934,0.030289298248148938,0.10319623911051869,0.060578596496297876,0.4129767032360469,0.0,0.0,1.0,1.0,0.0,T4,T10,Abell370
0.06834142548366749,0.06446118742290922,0.06834142548366749,0.06446118742290922,0.13668285096733498,0.12892237484581845,0.05677724796193463,0.0,0.0,1.0,1.0,0.0,T5,T6,Abell2744
0.06696257004437053,0.06334587423152266,0.06696257004437053,0.06334587423152266,0.13392514008874107,0.12669174846304532,0.0540107079290922,0.0,0.0,1.0,1.0,0.0,T5,T6,MACS0416
0.07135869026576958,0.06716123681139125,0.07135869026576958,0.06716123681139125,0.14271738053153915,0.1343224736227825,0.05882189595612335,0.0,0.0,1.0,1.0,0.0,T5,T6,MACS1149
0.07180094202209233,0.06838920417949197,0.07180094202209233,0.06838920417949197,0.14360188404418467,0.13677840835898394,0.04751661672559407,0.0,0.0,1.0,1.0,0.0,T5,T6,AbellS1063
0.06807193393218917,0.0644074370133664,0.06807193393218917,0.0644074370133664,0.13614386786437835,0.1288148740267328,0.05383271353026655,0.0,0.0,1.0,1.0,0.0,T5,T6,Abell370
0.06834142548366749,0.053135901623929435,0.06834142548366749,0.053135901623929435,0.13668285096733498,0.10627180324785887,0.22249351329922046,0.0,0.0,1.0,1.0,0.0,T5,T9,Abell2744
0.06696257004437053,0.05200921858945179,0.06696257004437053,0.05200921858945179,0.13392514008874107,0.10401843717890358,0.22330910305578774,0.0,0.0,1.0,1.0,0.0,T5,T9,MACS0416
0.07135869026576958,0.05528238503714401,0.07135869026576958,0.05528238503714401,0.14271738053153915,0.11056477007428803,0.2252886812909638,0.0,0.0,1.0,1.0,0.0,T5,T9,MACS1149
0.07180094202209233,0.055800949288567,0.07180094202209233,0.055800949288567,0.14360188404418467,0.111601898577134,0.22283820076625624,0.0,0.0,1.0,1.0,0.0,T5,T9,AbellS1063
0.06807193393218917,0.05294837634199617,0.06807193393218917,0.05294837634199617,0.13614386786437835,0.10589675268399235,0.22217023546383372,0.0,0.0,1.0,1.0,0.0,T5,T9,Abell370
0.06834142548366749,0.03041539043209185,0.06834142548366749,0.03041539043209185,0.13668285096733498,0.0608307808641837,0.5549494290346543,0.0,0.0,1.0,1.0,0.0,T5,T10,Abell2744
0.06696257004437053,0.029831687351650506,0.06696257004437053,0.029831687351650506,0.13392514008874107,0.05966337470330101,0.5545020549258559,0.0,0.0,1.0,1.0,0.0,T5,T10,MACS0416
0.07135869026576958,0.031836899757150344,0.07135869026576958,0.031836899757150344,0.14271738053153915,0.06367379951430069,0.5538469156513883,0.0,0.0,1.0,1.0,0.0,T5,T10,MACS1149
0.07180094202209233,0.03195111745907286,0.07180094202209233,0.03195111745907286,0.14360188404418467,0.06390223491814571,0.5550042024623875,0.0,0.0,1.0,1.0,0.0,T5,T10,AbellS1063
0.06807193393218917,0.030289298248148938,0.06807193393218917,0.030289298248148938,0.13614386786437835,0.060578596496297876,0.5550398453741294,0.0,0.0,1.0,1.0,0.0,T5,T10,Abell370
0.06446118742290922,0.053135901623929435,0.06446118742290922,0.053135901623929435,0.12892237484581845,0.10627180324785887,0.1756915479182568,0.0,0.0,1.0,1.0,0.0,T6,T9,Abell2744
0.06334587423152266,0.05200921858945179,0.06334587423152266,0.05200921858945179,0.12669174846304532,0.10401843717890358,0.17896438844046195,0.0,0.0,1.0,1.0,0.0,T6,T9,MACS0416
0.06716123681139125,0.05528238503714401,0.06716123681139125,0.05528238503714401,0.1343224736227825,0.11056477007428803,0.1768706524510051,0.0,0.0,1.0,1.0,0.0,T6,T9,MACS1149
0.06838920417949197,0.055800949288567,0.06838920417949197,0.055800949288567,0.13677840835898394,0.111601898577134,0.18406786629489458,0.0,0.0,1.0,1.0,0.0,T6,T9,AbellS1063
0.0644074370133664,0.05294837634199617,0.0644074370133664,0.05294837634199617,0.1288148740267328,0.10589675268399235,0.17791517878583096,0.0,0.0,1.0,1.0,0.0,T6,T9,Abell370
0.06446118742290922,0.03041539043209185,0.06446118742290922,0.03041539043209185,0.12892237484581845,0.0608307808641837,0.528159631429899,0.0,0.0,1.0,1.0,0.0,T6,T10,Abell2744
0.06334587423152266,0.029831687351650506,0.06334587423152266,0.029831687351650506,0.12669174846304532,0.05966337470330101,0.5290666090956648,0.0,0.0,1.0,1.0,0.0,T6,T10,MACS0416
0.06716123681139125,0.031836899757150344,0.06716123681139125,0.031836899757150344,0.1343224736227825,0.06367379951430069,0.5259631705926167,0.0,0.0,1.0,1.0,0.0,T6,T10,MACS1149
0.06838920417949197,0.03195111745907286,0.06838920417949197,0.03195111745907286,0.13677840835898394,0.06390223491814571,0.5328046605833423,0.0,0.0,1.0,1.0,0.0,T6,T10,AbellS1063
0.0644074370133664,0.030289298248148938,0.0644074370133664,0.030289298248148938,0.1288148740267328,0.060578596496297876,0.5297235901210751,0.0,0.0,1.0,1.0,0.0,T6,T10,Abell370
0.053135901623929435,0.03041539043209185,0.053135901623929435,0.03041539043209185,0.10627180324785887,0.0608307808641837,0.42759246568624215,0.0,0.0,1.0,1.0,0.0,T9,T10,Abell2744
0.05200921858945179,0.029831687351650506,0.05200921858945179,0.029831687351650506,0.10401843717890358,0.05966337470330101,0.4264153901804478,0.0,0.0,1.0,1.0,0.0,T9,T10,MACS0416
0.05528238503714401,0.031836899757150344,0.05528238503714401,0.031836899757150344,0.11056477007428803,0.06367379951430069,0.4241040842257573,0.0,0.0,1.0,1.0,0.0,T9,T10,MACS1149
0.055800949288567,0.03195111745907286,0.055800949288567,0.03195111745907286,0.111601898577134,0.06390223491814571,0.42740906980198473,0.0,0.0,1.0,1.0,0.0,T9,T10,AbellS1063
0.05294837634199617,0.030289298248148938,0.05294837634199617,0.030289298248148938,0.10589675268399235,0.060578596496297876,0.4279466087400137,0.0,0.0,1.0,1.0,0.0,T9,T10,Abell370
