candidate_a_code,candidate_b_code,cluster_id,derivative_correlation,field,normalization,transform
T1,T4,Abell2744,0.9935274007181353,dq_fast_dt,N2,R3
T1,T4,Abell2744,0.9935274007181353,dq_fast_dt,N2,R4
T1,T4,Abell2744,-1.0,dq_fast_dt,N2,R5
T1,T4,Abell2744,-1.0,dq_fast_dt,N2,R6
T1,T4,Abell2744,0.9935274007181353,dq_fast_dt,N3,R1
T1,T4,Abell2744,0.9935274007181353,dq_fast_dt,N3,R2
T1,T4,Abell2744,0.9935274007181353,dq_fast_dt,N3,R3
T1,T4,Abell2744,0.9935274007181353,dq_fast_dt,N3,R4
T1,T4,Abell2744,-1.0,dq_fast_dt,N3,R5
T1,T4,Abell2744,-1.0,dq_fast_dt,N3,R6
T1,T4,Abell2744,0.9935274007181355,dq_fast_dt,N4,R1
T1,T4,Abell2744,0.9935274007181355,dq_fast_dt,N4,R2
T1,T4,Abell2744,0.9935274007181363,dq_fast_dt,N4,R3
T1,T4,Abell2744,0.9935274007181355,dq_fast_dt,N4,R4
T1,T4,Abell2744,-1.0,dq_fast_dt,N4,R5
T1,T4,Abell2744,-1.0,dq_fast_dt,N4,R6
T1,T4,Abell2744,0.9884205901096631,dq_slow_dt,N0,R1
T1,T4,Abell2744,0.9884205901096631,dq_slow_dt,N0,R2
T1,T4,Abell2744,0.9884205901096624,dq_slow_dt,N0,R3
T1,T4,Abell2744,0.9884205901096631,dq_slow_dt,N0,R4
T1,T4,Abell2744,-1.0,dq_slow_dt,N0,R5
T1,T4,Abell2744,-1.0,dq_slow_dt,N0,R6
T1,T4,Abell2744,0.9884205901096631,dq_slow_dt,N1,R1
T1,T4,Abell2744,0.9884205901096631,dq_slow_dt,N1,R2
T1,T4,Abell2744,0.9884205901096631,dq_slow_dt,N1,R3
T1,T4,Abell2744,0.9884205901096631,dq_slow_dt,N1,R4
T1,T4,Abell2744,-1.0,dq_slow_dt,N1,R5
T1,T4,Abell2744,-1.0,dq_slow_dt,N1,R6
T1,T4,Abell2744,0.9884205901096625,dq_slow_dt,N2,R1
T1,T4,Abell2744,0.9884205901096625,dq_slow_dt,N2,R2
T1,T4,Abell2744,0.9884205901096625,dq_slow_dt,N2,R3
T1,T4,Abell2744,0.9884205901096625,dq_slow_dt,N2,R4
T1,T4,Abell2744,-1.0,dq_slow_dt,N2,R5
T1,T4,Abell2744,-1.0,dq_slow_dt,N2,R6
T1,T4,Abell2744,0.9884205901096624,dq_slow_dt,N3,R1
T1,T4,Abell2744,0.9884205901096624,dq_slow_dt,N3,R2
T1,T4,Abell2744,0.9884205901096624,dq_slow_dt,N3,R3
T1,T4,Abell2744,0.9884205901096624,dq_slow_dt,N3,R4
T1,T4,Abell2744,-1.0,dq_slow_dt,N3,R5
T1,T4,Abell2744,-1.0,dq_slow_dt,N3,R6
T1,T4,Abell2744,0.9884205901096629,dq_slow_dt,N4,R1
T1,T4,Abell2744,0.9884205901096629,dq_slow_dt,N4,R2
T1,T4,Abell2744,0.9884205901096629,dq_slow_dt,N4,R3
T1,T4,Abell2744,0.9884205901096629,dq_slow_dt,N4,R4
T1,T4,Abell2744,-1.0,dq_slow_dt,N4,R5
T1,T4,Abell2744,-1.0,dq_slow_dt,N4,R6
T1,T4,Abell2744,0.9999651263147217,J_fast_to_slow,N0,R1
T1,T4,Abell2744,0.9999651263147217,J_fast_to_slow,N0,R2
T1,T4,Abell2744,0.9999651263147206,J_fast_to_slow,N0,R3
T1,T4,Abell2744,0.9999651263147217,J_fast_to_slow,N0,R4
T1,T4,Abell2744,-1.0,J_fast_to_slow,N0,R5
T1,T4,Abell2744,-1.0,J_fast_to_slow,N0,R6
T1,T4,Abell2744,0.9999651263147217,J_fast_to_slow,N1,R1
T1,T4,Abell2744,0.9999651263147217,J_fast_to_slow,N1,R2
T1,T4,Abell2744,0.9999651263147217,J_fast_to_slow,N1,R3
T1,T4,Abell2744,0.9999651263147217,J_fast_to_slow,N1,R4
T1,T4,Abell2744,-1.0,J_fast_to_slow,N1,R5
T1,T4,Abell2744,-1.0,J_fast_to_slow,N1,R6
T1,T4,Abell2744,0.9999651263147217,J_fast_to_slow,N2,R1
T1,T4,Abell2744,0.9999651263147217,J_fast_to_slow,N2,R2
T1,T4,Abell2744,0.9999651263147216,J_fast_to_slow,N2,R3
T1,T4,Abell2744,0.9999651263147217,J_fast_to_slow,N2,R4
T1,T4,Abell2744,-1.0,J_fast_to_slow,N2,R5
T1,T4,Abell2744,-1.0,J_fast_to_slow,N2,R6
T1,T4,Abell2744,0.9999651263147216,J_fast_to_slow,N3,R1
T1,T4,Abell2744,0.9999651263147216,J_fast_to_slow,N3,R2
T1,T4,Abell2744,0.9999651263147216,J_fast_to_slow,N3,R3
T1,T4,Abell2744,0.9999651263147216,J_fast_to_slow,N3,R4
T1,T4,Abell2744,-1.0,J_fast_to_slow,N3,R5
T1,T4,Abell2744,-1.0,J_fast_to_slow,N3,R6
T1,T4,Abell2744,0.9999651263147216,J_fast_to_slow,N4,R1
T1,T4,Abell2744,0.9999651263147216,J_fast_to_slow,N4,R2
T1,T4,Abell2744,0.9999651263147217,J_fast_to_slow,N4,R3
T1,T4,Abell2744,0.9999651263147216,J_fast_to_slow,N4,R4
T1,T4,Abell2744,-1.0,J_fast_to_slow,N4,R5
T1,T4,Abell2744,-1.0,J_fast_to_slow,N4,R6
T1,T4,Abell2744,0.9999651263147217,J_slow_to_fast,N0,R1
T1,T4,Abell2744,0.9999651263147217,J_slow_to_fast,N0,R2
T1,T4,Abell2744,0.999965126314723,J_slow_to_fast,N0,R3
T1,T4,Abell2744,0.9999651263147217,J_slow_to_fast,N0,R4
T1,T4,Abell2744,-1.0,J_slow_to_fast,N0,R5
T1,T4,Abell2744,-1.0,J_slow_to_fast,N0,R6
T1,T4,Abell2744,0.9999651263147217,J_slow_to_fast,N1,R1
T1,T4,Abell2744,0.9999651263147217,J_slow_to_fast,N1,R2
T1,T4,Abell2744,0.9999651263147217,J_slow_to_fast,N1,R3
T1,T4,Abell2744,0.9999651263147217,J_slow_to_fast,N1,R4
T1,T4,Abell2744,-1.0,J_slow_to_fast,N1,R5
T1,T4,Abell2744,-1.0,J_slow_to_fast,N1,R6
T1,T4,Abell2744,0.9999651263147218,J_slow_to_fast,N2,R1
T1,T4,Abell2744,0.9999651263147218,J_slow_to_fast,N2,R2
T1,T4,Abell2744,0.9999651263147219,J_slow_to_fast,N2,R3
T1,T4,Abell2744,0.9999651263147218,J_slow_to_fast,N2,R4
T1,T4,Abell2744,-1.0,J_slow_to_fast,N2,R5
T1,T4,Abell2744,-1.0,J_slow_to_fast,N2,R6
T1,T4,Abell2744,0.9999651263147216,J_slow_to_fast,N3,R1
T1,T4,Abell2744,0.9999651263147216,J_slow_to_fast,N3,R2
T1,T4,Abell2744,0.9999651263147216,J_slow_to_fast,N3,R3
T1,T4,Abell2744,0.9999651263147216,J_slow_to_fast,N3,R4
T1,T4,Abell2744,-1.0,J_slow_to_fast,N3,R5
T1,T4,Abell2744,-1.0,J_slow_to_fast,N3,R6
T1,T4,Abell2744,0.9999651263147216,J_slow_to_fast,N4,R1
T1,T4,Abell2744,0.9999651263147216,J_slow_to_fast,N4,R2
T1,T4,Abell2744,0.9999651263147215,J_slow_to_fast,N4,R3
T1,T4,Abell2744,0.9999651263147216,J_slow_to_fast,N4,R4
T1,T4,Abell2744,-1.0,J_slow_to_fast,N4,R5
T1,T4,Abell2744,-1.0,J_slow_to_fast,N4,R6
T1,T4,Abell2744,0.0,J_net,N0,R1
T1,T4,Abell2744,0.0,J_net,N0,R2
T1,T4,Abell2744,0.0,J_net,N0,R3
T1,T4,Abell2744,0.0,J_net,N0,R4
T1,T4,Abell2744,0.0,J_net,N0,R5
T1,T4,Abell2744,0.0,J_net,N0,R6
T1,T4,Abell2744,0.0,J_net,N1,R1
T1,T4,Abell2744,0.0,J_net,N1,R2
T1,T4,Abell2744,0.0,J_net,N1,R3
T1,T4,Abell2744,0.0,J_net,N1,R4
T1,T4,Abell2744,0.0,J_net,N1,R5
T1,T4,Abell2744,0.0,J_net,N1,R6
T1,T4,Abell2744,0.0,J_net,N2,R1
T1,T4,Abell2744,0.0,J_net,N2,R2
T1,T4,Abell2744,0.0,J_net,N2,R3
T1,T4,Abell2744,0.0,J_net,N2,R4
T1,T4,Abell2744,0.0,J_net,N2,R5
T1,T4,Abell2744,0.0,J_net,N2,R6
T1,T4,Abell2744,0.0,J_net,N3,R1
T1,T4,Abell2744,0.0,J_net,N3,R2
T1,T4,Abell2744,0.0,J_net,N3,R3
T1,T4,Abell2744,0.0,J_net,N3,R4
T1,T4,Abell2744,0.0,J_net,N3,R5
T1,T4,Abell2744,0.0,J_net,N3,R6
T1,T4,Abell2744,0.0,J_net,N4,R1
T1,T4,Abell2744,0.0,J_net,N4,R2
T1,T4,Abell2744,0.0,J_net,N4,R3
T1,T4,Abell2744,0.0,J_net,N4,R4
T1,T4,Abell2744,0.0,J_net,N4,R5
T1,T4,Abell2744,0.0,J_net,N4,R6
T1,T4,Abell2744,0.9999857356975808,grad_x,N0,R1
T1,T4,Abell2744,0.9999857356975808,grad_x,N0,R2
T1,T4,Abell2744,0.999985735697581,grad_x,N0,R3
T1,T4,Abell2744,0.9999857356975808,grad_x,N0,R4
T1,T4,Abell2744,-1.0,grad_x,N0,R5
T1,T4,Abell2744,-1.0,grad_x,N0,R6
T1,T4,Abell2744,0.999985735697581,grad_x,N1,R1
T1,T4,Abell2744,0.999985735697581,grad_x,N1,R2
T1,T4,Abell2744,0.9999857356975809,grad_x,N1,R3
T1,T4,Abell2744,0.999985735697581,grad_x,N1,R4
T1,T4,Abell2744,-1.0,grad_x,N1,R5
T1,T4,Abell2744,-1.0,grad_x,N1,R6
T1,T4,Abell2744,0.9999857356975809,grad_x,N2,R1
T1,T4,Abell2744,0.9999857356975809,grad_x,N2,R2
T1,T4,Abell2744,0.9999857356975809,grad_x,N2,R3
T1,T4,Abell2744,0.9999857356975809,grad_x,N2,R4
T1,T4,Abell2744,-1.0,grad_x,N2,R5
T1,T4,Abell2744,-1.0,grad_x,N2,R6
T1,T4,Abell2744,0.999985735697581,grad_x,N3,R1
T1,T4,Abell2744,0.999985735697581,grad_x,N3,R2
T1,T4,Abell2744,0.9999857356975808,grad_x,N3,R3
T1,T4,Abell2744,0.999985735697581,grad_x,N3,R4
T1,T4,Abell2744,-1.0,grad_x,N3,R5
T1,T4,Abell2744,-1.0,grad_x,N3,R6
T1,T4,Abell2744,0.9999857356975805,grad_x,N4,R1
T1,T4,Abell2744,0.9999857356975805,grad_x,N4,R2
T1,T4,Abell2744,0.9999857356975809,grad_x,N4,R3
T1,T4,Abell2744,0.9999857356975805,grad_x,N4,R4
T1,T4,Abell2744,-1.0,grad_x,N4,R5
T1,T4,Abell2744,-1.0,grad_x,N4,R6
T1,T4,Abell2744,0.9999857463591828,grad_y,N0,R1
T1,T4,Abell2744,0.9999857463591828,grad_y,N0,R2
T1,T4,Abell2744,0.9999857463591831,grad_y,N0,R3
T1,T4,Abell2744,0.9999857463591828,grad_y,N0,R4
T1,T4,Abell2744,-1.0,grad_y,N0,R5
T1,T4,Abell2744,-1.0,grad_y,N0,R6
T1,T4,Abell2744,0.9999857463591828,grad_y,N1,R1
T1,T4,Abell2744,0.9999857463591828,grad_y,N1,R2
T1,T4,Abell2744,0.9999857463591828,grad_y,N1,R3
T1,T4,Abell2744,0.9999857463591828,grad_y,N1,R4
T1,T4,Abell2744,-1.0,grad_y,N1,R5
T1,T4,Abell2744,-1.0,grad_y,N1,R6
T1,T4,Abell2744,0.9999857463591832,grad_y,N2,R1
T1,T4,Abell2744,0.9999857463591832,grad_y,N2,R2
T1,T4,Abell2744,0.9999857463591832,grad_y,N2,R3
T1,T4,Abell2744,0.9999857463591832,grad_y,N2,R4
T1,T4,Abell2744,-1.0,grad_y,N2,R5
T1,T4,Abell2744,-1.0,grad_y,N2,R6
T1,T4,Abell2744,0.9999857463591831,grad_y,N3,R1
T1,T4,Abell2744,0.9999857463591831,grad_y,N3,R2
T1,T4,Abell2744,0.9999857463591831,grad_y,N3,R3
T1,T4,Abell2744,0.9999857463591831,grad_y,N3,R4
T1,T4,Abell2744,-1.0,grad_y,N3,R5
T1,T4,Abell2744,-1.0,grad_y,N3,R6
T1,T4,Abell2744,0.9999857463591828,grad_y,N4,R1
T1,T4,Abell2744,0.9999857463591828,grad_y,N4,R2
T1,T4,Abell2744,0.9999857463591829,grad_y,N4,R3
T1,T4,Abell2744,0.9999857463591828,grad_y,N4,R4
T1,T4,Abell2744,-1.0,grad_y,N4,R5
T1,T4,Abell2744,-1.0,grad_y,N4,R6
T1,T4,Abell2744,0.9999857464288731,grad_mag,N0,R1
T1,T4,Abell2744,0.9999857464288731,grad_mag,N0,R2
T1,T4,Abell2744,0.9999857464288728,grad_mag,N0,R3
T1,T4,Abell2744,0.9999857464288731,grad_mag,N0,R4
T1,T4,Abell2744,-1.0,grad_mag,N0,R5
T1,T4,Abell2744,-1.0,grad_mag,N0,R6
T1,T4,Abell2744,0.9999857464288727,grad_mag,N1,R1
T1,T4,Abell2744,0.9999857464288727,grad_mag,N1,R2
T1,T4,Abell2744,0.9999857464288727,grad_mag,N1,R3
T1,T4,Abell2744,0.9999857464288727,grad_mag,N1,R4
T1,T4,Abell2744,-1.0,grad_mag,N1,R5
T1,T4,Abell2744,-1.0,grad_mag,N1,R6
T1,T4,Abell2744,0.9999857464288733,grad_mag,N2,R1
T1,T4,Abell2744,0.9999857464288733,grad_mag,N2,R2
T1,T4,Abell2744,0.9999857464288733,grad_mag,N2,R3
T1,T4,Abell2744,0.9999857464288733,grad_mag,N2,R4
T1,T4,Abell2744,-1.0,grad_mag,N2,R5
T1,T4,Abell2744,-1.0,grad_mag,N2,R6
T1,T4,Abell2744,0.9999857464288732,grad_mag,N3,R1
T1,T4,Abell2744,0.9999857464288732,grad_mag,N3,R2
T1,T4,Abell2744,0.9999857464288732,grad_mag,N3,R3
T1,T4,Abell2744,0.9999857464288732,grad_mag,N3,R4
T1,T4,Abell2744,-1.0,grad_mag,N3,R5
T1,T4,Abell2744,-1.0,grad_mag,N3,R6
T1,T4,Abell2744,0.9999857464288728,grad_mag,N4,R1
T1,T4,Abell2744,0.9999857464288728,grad_mag,N4,R2
T1,T4,Abell2744,0.9999857464288728,grad_mag,N4,R3
T1,T4,Abell2744,0.9999857464288728,grad_mag,N4,R4
T1,T4,Abell2744,-1.0,grad_mag,N4,R5
T1,T4,Abell2744,-1.0,grad_mag,N4,R6
T1,T4,Abell2744,0.9999855917680862,lap,N0,R1
T1,T4,Abell2744,0.9999855917680862,lap,N0,R2
T1,T4,Abell2744,0.9999855917680863,lap,N0,R3
T1,T4,Abell2744,0.9999855917680862,lap,N0,R4
T1,T4,Abell2744,-1.0,lap,N0,R5
T1,T4,Abell2744,-1.0,lap,N0,R6
T1,T4,Abell2744,0.9999855917680863,lap,N1,R1
T1,T4,Abell2744,0.9999855917680863,lap,N1,R2
T1,T4,Abell2744,0.9999855917680865,lap,N1,R3
T1,T4,Abell2744,0.9999855917680863,lap,N1,R4
T1,T4,Abell2744,-1.0,lap,N1,R5
T1,T4,Abell2744,-1.0,lap,N1,R6
T1,T4,Abell2744,0.9999855917680861,lap,N2,R1
T1,T4,Abell2744,0.9999855917680861,lap,N2,R2
T1,T4,Abell2744,0.9999855917680863,lap,N2,R3
T1,T4,Abell2744,0.9999855917680861,lap,N2,R4
T1,T4,Abell2744,-1.0,lap,N2,R5
T1,T4,Abell2744,-1.0,lap,N2,R6
T1,T4,Abell2744,0.9999855917680867,lap,N3,R1
T1,T4,Abell2744,0.9999855917680867,lap,N3,R2
T1,T4,Abell2744,0.9999855917680867,lap,N3,R3
T1,T4,Abell2744,0.9999855917680867,lap,N3,R4
T1,T4,Abell2744,-1.0,lap,N3,R5
T1,T4,Abell2744,-1.0,lap,N3,R6
T1,T4,Abell2744,0.9999855917680867,lap,N4,R1
T1,T4,Abell2744,0.9999855917680867,lap,N4,R2
T1,T4,Abell2744,0.9999855917680864,lap,N4,R3
T1,T4,Abell2744,0.9999855917680867,lap,N4,R4
T1,T4,Abell2744,-1.0,lap,N4,R5
T1,T4,Abell2744,-1.0,lap,N4,R6
T1,T4,Abell2744,1.0,memory,N0,R1
T1,T4,Abell2744,1.0,memory,N0,R2
T1,T4,Abell2744,1.0,memory,N0,R3
T1,T4,Abell2744,1.0,memory,N0,R4
T1,T4,Abell2744,0.0,memory,N0,R5
T1,T4,Abell2744,0.0,memory,N0,R6
T1,T4,Abell2744,1.0,memory,N1,R1
T1,T4,Abell2744,1.0,memory,N1,R2
T1,T4,Abell2744,1.0,memory,N1,R3
T1,T4,Abell2744,1.0,memory,N1,R4
T1,T4,Abell2744,0.0,memory,N1,R5
T1,T4,Abell2744,0.0,memory,N1,R6
T1,T4,Abell2744,1.0,memory,N2,R1
T1,T4,Abell2744,1.0,memory,N2,R2
T1,T4,Abell2744,1.0,memory,N2,R3
T1,T4,Abell2744,1.0,memory,N2,R4
T1,T4,Abell2744,0.0,memory,N2,R5
T1,T4,Abell2744,0.0,memory,N2,R6
T1,T4,Abell2744,1.0,memory,N3,R1
T1,T4,Abell2744,1.0,memory,N3,R2
T1,T4,Abell2744,1.0,memory,N3,R3
T1,T4,Abell2744,1.0,memory,N3,R4
T1,T4,Abell2744,0.0,memory,N3,R5
T1,T4,Abell2744,0.0,memory,N3,R6
T1,T4,Abell2744,1.0,memory,N4,R1
T1,T4,Abell2744,1.0,memory,N4,R2
T1,T4,Abell2744,1.0,memory,N4,R3
T1,T4,Abell2744,1.0,memory,N4,R4
T1,T4,Abell2744,0.0,memory,N4,R5
T1,T4,Abell2744,0.0,memory,N4,R6
T1,T4,Abell2744,1.0,neighbour_coherence,N0,R1
T1,T4,Abell2744,1.0,neighbour_coherence,N0,R2
T1,T4,Abell2744,1.0,neighbour_coherence,N0,R3
T1,T4,Abell2744,1.0,neighbour_coherence,N0,R4
T1,T4,Abell2744,0.0,neighbour_coherence,N0,R5
T1,T4,Abell2744,0.0,neighbour_coherence,N0,R6
T1,T4,Abell2744,1.0,neighbour_coherence,N1,R1
T1,T4,Abell2744,1.0,neighbour_coherence,N1,R2
T1,T4,Abell2744,1.0,neighbour_coherence,N1,R3
T1,T4,Abell2744,1.0,neighbour_coherence,N1,R4
T1,T4,Abell2744,0.0,neighbour_coherence,N1,R5
T1,T4,Abell2744,0.0,neighbour_coherence,N1,R6
T1,T4,Abell2744,1.0,neighbour_coherence,N2,R1
T1,T4,Abell2744,1.0,neighbour_coherence,N2,R2
T1,T4,Abell2744,1.0,neighbour_coherence,N2,R3
T1,T4,Abell2744,1.0,neighbour_coherence,N2,R4
T1,T4,Abell2744,0.0,neighbour_coherence,N2,R5
T1,T4,Abell2744,0.0,neighbour_coherence,N2,R6
T1,T4,Abell2744,1.0,neighbour_coherence,N3,R1
T1,T4,Abell2744,1.0,neighbour_coherence,N3,R2
T1,T4,Abell2744,0.9999999999999999,neighbour_coherence,N3,R3
T1,T4,Abell2744,1.0,neighbour_coherence,N3,R4
T1,T4,Abell2744,0.0,neighbour_coherence,N3,R5
T1,T4,Abell2744,0.0,neighbour_coherence,N3,R6
T1,T4,Abell2744,0.9999999999999999,neighbour_coherence,N4,R1
T1,T4,Abell2744,0.9999999999999999,neighbour_coherence,N4,R2
