cluster_id,model,channel_id,channel_name,dx_mean,dy_mean,dx_rms,dy_rms,displacement_mag_rms,displacement_divergence_rms,displacement_curl_rms,displacement_divergence_pearson_vs_kappa_gr,displacement_curl_pearson_vs_gamma_mag_gr,displacement_divergence_pearson_vs_gamma1_gr,displacement_curl_pearson_vs_gamma1_gr
AbellS1063,C10,CH2,Transverse (local-gradient),0.33537773971142487,0.0005606501083201163,1.2647886620519158,0.00735361506766747,1.264810039219186,0.25812079803004584,0.258468712629303,0.0013208560472873546,0.009772092083330151,0.08930543736220578,-0.0028987065473363815
AbellS1063,C10,CH3,Irrotational (Helmholtz),0.33538946092872146,-0.00018152556395325414,1.2648328648730665,0.002665432329757197,1.2648356733554416,0.2581838965673137,0.2583004478975912,0.0017220126884022328,0.01002429236786434,0.08910167972342728,-0.0030284938951275044
AbellS1063,C10,CH4,Solenoidal (Helmholtz),0.33537401840366987,0.001033890823341064,1.2647746288061337,0.008856922332496374,1.264805639908716,0.2581204249121562,0.2583809978164596,0.0015454316012559234,0.009792290264502207,0.0891396489861518,-0.0027461439552293357
AbellS1063,A8,CH0,Native full response,0.33536945618050334,0.0010295193918914078,1.2647574243526276,0.009648115496250893,1.264794223811811,0.25812462161177063,0.2585242866204228,0.0012675447992635024,0.009512963152008572,0.08939973777393202,-0.002713086755158294
AbellS1063,A8,CH1,Longitudinal (local-gradient),0.3353898858550496,7.16620597106452e-05,1.2648344673588952,0.0014678127013000252,1.264835319040857,0.2581885953485586,0.258209946135186,0.001920922559293423,0.009893224175954018,0.08894834482198574,-0.0028505505935400906
AbellS1063,A8,CH2,Transverse (local-gradient),0.33537145082973613,0.0009620648974036164,1.26476494605117,0.009069223403511054,1.2647974618779727,0.25812211865095663,0.2584943904735845,0.0012735646957725505,0.009626495202069981,0.08934269992396564,-0.0027542509728042714
AbellS1063,A8,CH3,Irrotational (Helmholtz),0.33538913671341763,-0.0003478631970783979,1.2648316422145753,0.003171044634914356,1.2648356172528097,0.2581923511882625,0.25830831463348214,0.0017240811910808227,0.009977334206886094,0.08909286568779126,-0.003078592834032974
AbellS1063,A8,CH4,Solenoidal (Helmholtz),0.33536674090419827,0.0013741118212870665,1.2647471851543874,0.010716616864766363,1.2647925870406467,0.25811213035477,0.25840121674567723,0.00145680614084073,0.009527132591726953,0.08921339082037841,-0.0025389054716503513
Abell370,C10,CH0,Native full response,0.3353726928561329,0.0009864079334091242,1.2647696293422137,0.008713046874161258,1.2647996412445222,0.25816753338960613,0.2581870357316875,0.016421031914448277,-0.004660564399718302,0.08604190163446271,0.006228114309435183
Abell370,C10,CH1,Longitudinal (local-gradient),0.3353885268403789,0.0002395748079459055,1.2648293422053734,0.0023944502590296604,1.2648316086719689,0.2581571236602932,0.25816986299956596,0.017855711506480954,-0.004075566313146932,0.0849834238625361,0.0059785660801119425
Abell370,C10,CH2,Transverse (local-gradient),0.3353730113320317,0.0007792304133850447,1.264770830382755,0.008524944521112552,1.2647995604308895,0.25820048150429364,0.25819156478624206,0.016259393910690114,-0.004601176916561794,0.08610216541644947,0.006193871988488483
Abell370,C10,CH3,Irrotational (Helmholtz),0.33538882550579396,0.0005007934938682916,1.2648304685622187,0.0029774535222172153,1.2648339730702993,0.25817561933569305,0.258130660140583,0.01745664213260611,-0.004095234921590667,0.08511807966089423,0.006292292286247846
Abell370,C10,CH4,Solenoidal (Helmholtz),0.33537576984089823,0.0004919750652638247,1.264781233166819,0.008034944354951827,1.2648067552404068,0.2581733472350287,0.2582322752161731,0.01664128462568529,-0.004610839249612667,0.0859914248033173,0.005888152351480911
Abell370,A8,CH0,Native full response,0.3353632756190887,0.0012170544670722064,1.2647341159290257,0.01046415669071271,1.2647774043562063,0.25815997159744264,0.25822981261530326,0.015952277732502768,-0.004633716973654991,0.08626941487600966,0.006429501568050392
Abell370,A8,CH1,Longitudinal (local-gradient),0.335389776422188,1.4148755866200543e-05,1.2648340546618437,0.0014862506431761707,1.2648349278752917,0.25817692970250217,0.25820511582730954,0.017828160018955194,-0.004060750935722853,0.08490175961903937,0.005955066125433325
Abell370,A8,CH2,Transverse (local-gradient),0.3353646416303394,0.0011687136937611955,1.264739267276271,0.010265667972945116,1.264780928908026,0.2581714295274628,0.2582025232605157,0.01577982433003781,-0.004614306639684084,0.08645481596418772,0.006418333242341312
Abell370,A8,CH3,Irrotational (Helmholtz),0.33538931484860707,0.0003691504456374504,1.264832313975638,0.0024269387953132797,1.2648346423579973,0.25818061824223637,0.25814759747255916,0.01736391829433194,-0.00408322295036983,0.08518805237984735,0.006212360748231127
Abell370,A8,CH4,Solenoidal (Helmholtz),0.3353675716222178,0.0008601142430285024,1.2647503167276932,0.009549353576513674,1.2647863668685433,0.25815492615852,0.25826151801017305,0.016259887918973665,-0.004592981153500634,0.08615280068028774,0.006171529418781374
