cluster_id,model,channel_id,channel_name,observable,pearson_vs_gr,spearman_vs_gr,ssim_vs_gr,normalized_rms_difference,amplitude_ratio,sign_agreement
MACS0416,A8,CH0,Native full response,gamma2_gr,-0.23045029556492183,-0.21240791869114933,7.89562011537998e-05,0.181732688262904,43.62169769280652,0.3923611111111111
MACS0416,A8,CH0,Native full response,gamma_mag_gr,0.12184251279945961,0.11276117333590538,0.005949370887831499,0.3670633571389949,23.16140140916574,1.0
MACS0416,A8,CH0,Native full response,displacement_divergence,1.0,1.0,1.0,0.0,1.0,1.0
MACS0416,A8,CH0,Native full response,displacement_curl,1.0,1.0,0.9999999999999998,0.0,1.0,1.0
MACS0416,A8,CH0,Native full response,jacobian_trace,1.0,1.0,1.0,0.0,1.0,1.0
MACS0416,A8,CH0,Native full response,jacobian_shear,1.0,1.0,0.9999999999999998,0.0,1.0,1.0
MACS0416,A8,CH0,Native full response,image_rotation,nan,1.0,1.0,nan,nan,1.0
MACS0416,A8,CH1,Longitudinal (local-gradient),kappa_gr,-0.02387140770438947,-0.028519585739604305,-0.00018064405845169253,0.4678664930665029,1.6017211301373329,0.4618055555555556
MACS0416,A8,CH1,Longitudinal (local-gradient),gamma1_gr,0.009731598807848917,-0.014765160009484425,7.913352524832041e-05,0.19225781469024159,56.78941797900417,0.4583333333333333
MACS0416,A8,CH1,Longitudinal (local-gradient),gamma2_gr,-0.06662994459626274,-0.04462200949246269,0.00017262865069399334,0.17998579173794754,278.87844975889743,0.5208333333333334
MACS0416,A8,CH1,Longitudinal (local-gradient),gamma_mag_gr,0.06586782354952796,0.027440029096287007,0.0011499419970884938,0.3805603594405875,78.01237517188697,1.0
MACS0416,A8,CH1,Longitudinal (local-gradient),displacement_divergence,1.0,1.0,1.0,0.0,1.0,1.0
MACS0416,A8,CH1,Longitudinal (local-gradient),displacement_curl,1.0,1.0,1.0000000000000002,0.0,1.0,1.0
MACS0416,A8,CH1,Longitudinal (local-gradient),jacobian_trace,1.0,1.0,1.0,0.0,1.0,1.0
MACS0416,A8,CH1,Longitudinal (local-gradient),jacobian_shear,1.0,1.0,0.9999999999999999,0.0,1.0,1.0
MACS0416,A8,CH1,Longitudinal (local-gradient),image_rotation,nan,1.0,1.0,nan,nan,1.0
MACS0416,A8,CH2,Transverse (local-gradient),kappa_gr,0.36795085650515386,0.35904124921130576,-0.017605532108336753,0.817953291407295,0.4950665718235403,0.4826388888888889
MACS0416,A8,CH2,Transverse (local-gradient),gamma1_gr,-0.2243100288147132,-0.1766544494411825,-0.00044618674181969655,0.19629024757109537,17.547460512337693,0.4652777777777778
MACS0416,A8,CH2,Transverse (local-gradient),gamma2_gr,-0.23005569438269088,-0.23111052168356583,5.998696864025369e-05,0.18170319330385967,44.07629147879278,0.3923611111111111
MACS0416,A8,CH2,Transverse (local-gradient),gamma_mag_gr,0.08628205032135636,0.07465618959204916,0.005287689243631208,0.3667146689430336,22.89710145744982,1.0
MACS0416,A8,CH2,Transverse (local-gradient),displacement_divergence,1.0,1.0,1.0000000000000002,0.0,1.0,1.0
MACS0416,A8,CH2,Transverse (local-gradient),displacement_curl,1.0,1.0,1.0,0.0,1.0,1.0
MACS0416,A8,CH2,Transverse (local-gradient),jacobian_trace,1.0,1.0,0.9999999999999998,0.0,1.0,1.0
MACS0416,A8,CH2,Transverse (local-gradient),jacobian_shear,1.0,1.0,0.9999999999999999,0.0,1.0,1.0
MACS0416,A8,CH2,Transverse (local-gradient),image_rotation,nan,1.0,1.0,nan,nan,1.0
