activity,cluster,coherence_gain,fast_slow_exchange,invariant_drift,is_wrong,memory_index,multiplicative_coupling_score,orientation_emergence_score,phase_emergence_score,transport_code,transport_name
0.0052743352718429065,Abell370,-0.0002764554919014385,0.9998840422929094,322.9530790291313,False,0.9998840422929094,0.0,-0.002692990895254985,0.0,T6,Conserved Information
0.018069835991313867,Abell2744,-0.0017819486956434445,0.9973938593964019,1.6435451049886975,False,0.9973938593964019,0.0,0.0021561780987242618,0.0,T7,Conserved Circulation
0.01608682916792878,MACS0416,-0.0003972661789896693,0.9969716175678675,0.8683980236302802,False,0.9969716175678675,0.0,-0.0009087239308011218,0.0,T7,Conserved Circulation
0.01425554128486344,MACS1149,0.007208716803887405,0.996480777878514,0.7212917694405475,False,0.996480777878514,0.0,-0.00045193640862438466,0.0,T7,Conserved Circulation
0.015535844404574898,AbellS1063,0.00020132367710500032,0.9968749727111658,15.187370648700115,False,0.9968749727111658,0.0,0.002899834894158656,0.0,T7,Conserved Circulation
0.018640697366241212,Abell370,-1.0085757369522087e-05,0.9974926537676113,0.9573747032096038,False,0.9974926537676113,0.0,-0.0024266211607230684,0.0,T7,Conserved Circulation
0.010739472771139373,Abell2744,-0.0009488698354452947,0.9999364242929369,1738.762689900991,False,0.9999364242929369,0.0,0.0029892569589224116,0.0,T8,Conserved Flux
0.008561160815086462,MACS0416,1.337531606011909e-05,0.9999074882973162,1254.7862141532605,False,0.9999074882973162,0.0,-0.0004980824357513334,0.0,T8,Conserved Flux
0.006634090884302621,MACS1149,0.003316230848579584,0.9998591915627683,899.9800062126643,False,0.9998591915627683,0.0,-0.004344422363932205,0.0,T8,Conserved Flux
0.008913905717760543,AbellS1063,0.0005086752185457974,0.9999223119826045,1216.7358129878507,False,0.9999223119826045,0.0,0.003207186435599453,0.0,T8,Conserved Flux
0.01206454182928152,Abell370,-0.0003963401173242543,0.9999409360466812,1880.1003730747161,False,0.9999409360466812,0.0,-0.0028128755206778006,0.0,T8,Conserved Flux
0.003240997337542198,Abell2744,-0.001067280648221188,0.99913712033476,5.840292636804753e-16,False,0.99913712033476,1.0,0.0028708461461465183,0.0,T9,Coupled Energy + Phase
0.002966184356468212,MACS0416,0.0003036611914034225,0.9989153105896176,7.772753202837741e-16,False,0.9989153105896176,1.0,-0.00020779656040803,0.0,T9,Coupled Energy + Phase
0.0026760733901691394,MACS1149,0.0036728197191130997,0.9985616409293164,6.685839243998355e-16,False,0.9985616409293164,1.0,-0.00398783349339869,0.0,T9,Coupled Energy + Phase
0.0026562764185490946,AbellS1063,-0.00012793874560806332,0.9986866211666043,5.671508558529802e-16,False,0.9986866211666043,1.0,0.0025705724714455923,0.0,T9,Coupled Energy + Phase
0.0035999337213574547,Abell370,-0.00023235454736533767,0.9993029901403606,6.300273873119838e-16,False,0.9993029901403606,1.0,-0.002648889950718884,0.0,T9,Coupled Energy + Phase
0.005933765197667132,Abell2744,-0.00015778496696943183,0.9992607801683014,5.840292636804753e-16,False,0.9992607801683014,1.0,0.0037803418273982745,0.0,T10,Unified State Transport
0.005517361505735864,MACS0416,0.00014177226226723747,0.9990327252780425,4.663651921702644e-16,False,0.9990327252780425,1.0,-0.00036968548954421503,0.0,T10,Unified State Transport
0.005056186240087082,MACS1149,0.0023330468385003907,0.9986227599596624,8.023007092798026e-16,False,0.9986227599596624,1.0,-0.005327606374011399,0.0,T10,Unified State Transport
0.005073041522597685,AbellS1063,0.0010222794470287648,0.9989216256774625,5.671508558529802e-16,False,0.9989216256774625,1.0,0.0037207906640824204,0.0,T10,Unified State Transport
0.006446308624389141,Abell370,-0.00037082335787196876,0.9993858263333188,6.300273873119838e-16,False,0.9993858263333188,1.0,-0.002787358761225515,0.0,T10,Unified State Transport
0.7117204420855936,Abell2744,-0.004931561408386911,-0.5104522333499807,0.0,True,-0.5104522333499807,0.0,-0.000993434614019205,0.5,WR1,Wrong: Random Transport
0.7091220211837698,MACS0416,-0.0004819768622077524,-0.5105934200935544,0.0,True,-0.5105934200935544,0.0,-0.000993434614019205,0.5,WR1,Wrong: Random Transport
0.7078102131373089,MACS1149,0.006667218598492584,-0.5106579696589226,0.0,True,-0.5106579696589226,0.0,-0.000993434614019205,0.5,WR1,Wrong: Random Transport
0.7096031847405389,AbellS1063,-0.0036919458310728606,-0.5105729415000798,0.0,True,-0.5105729415000798,0.0,-0.000993434614019205,0.5,WR1,Wrong: Random Transport
0.7127836306913983,Abell370,0.0014231007893343414,-0.5103821672368843,0.0,True,-0.5103821672368843,0.0,-0.000993434614019205,0.5,WR1,Wrong: Random Transport
0.009871315812251567,Abell2744,-0.0010110017625578334,0.9999318434354807,0.0,True,0.9999318434354807,0.0,0.002927125031809873,0.0,WR2,Wrong: Non-conserved Transport
0.007983924252305161,MACS0416,0.00025943638818347466,0.999902044963195,0.0,True,0.999902044963195,0.0,-0.00025202136362797783,0.0,WR2,Wrong: Non-conserved Transport
0.0062155417483100136,MACS1149,0.0036260457568635827,0.999849630713264,0.0,True,0.999849630713264,0.0,-0.004034607455648207,0.0,WR2,Wrong: Non-conserved Transport
0.008079864216237867,AbellS1063,-1.7915063980704273e-05,0.9999106063408506,0.0,True,0.9999106063408506,0.0,0.0026805961530729514,0.0,WR2,Wrong: Non-conserved Transport
0.010934277564202158,Abell370,-0.0003135949623203978,0.9999384224994344,0.0,True,0.9999384224994344,0.0,-0.002730130365673944,0.0,WR2,Wrong: Non-conserved Transport
0.011221877268434079,Abell2744,-0.0003791278182459939,0.9999414442201858,0.0,True,0.9999414442201858,0.0,0.0035589989761217124,0.0,WR3,Wrong: Pure Diffusion
0.0090826798275684,MACS0416,-0.0004845348441832499,0.9999222965302218,0.0,True,0.9999222965302218,0.0,-0.0009959925959947024,0.0,WR3,Wrong: Pure Diffusion
0.007210500970695703,MACS1149,0.0026580852483257065,0.9998984735156561,0.0,True,0.9998984735156561,0.0,-0.005002567964186083,0.0,WR3,Wrong: Pure Diffusion
0.009412381086321898,AbellS1063,0.001263025695756858,0.9999311925862034,0.0,True,0.9999311925862034,0.0,0.003961536912810514,0.0,WR3,Wrong: Pure Diffusion
0.012543216391851401,Abell370,-0.0005459061467633745,0.9999446412550644,0.0,True,0.9999446412550644,0.0,-0.002962441550116921,0.0,WR3,Wrong: Pure Diffusion
0.0,Abell2744,-0.0014075281086127402,0.0,0.0,True,0.0,0.0,0.002530598685754966,0.0,WR4,Wrong: Frozen Transport
0.0,MACS0416,0.0004081650746844907,0.0,0.0,True,0.0,0.0,-0.00010329267712696181,0.0,WR4,Wrong: Frozen Transport
0.0,MACS1149,0.0047013156955088686,0.0,0.0,True,0.0,0.0,-0.002959337517002921,0.0,WR4,Wrong: Frozen Transport
0.0,AbellS1063,-8.494520895791684e-05,0.0,0.0,True,0.0,0.0,0.002613566008095739,0.0,WR4,Wrong: Frozen Transport
0.0,Abell370,0.0004998281296898595,0.0,0.0,True,0.0,0.0,-0.001916707273663687,0.0,WR4,Wrong: Frozen Transport
