transport_number,transport_code,transport_name,invariant_name,invariant_kind,is_wrong,cluster_id,cluster_label,pearson_kappa,pearson_gamma,ssim_kappa,ssim_gamma,rms_kappa,rms_gamma,kappa_bias,gamma_bias,runtime_seconds,max_conservation_error,coherence_gain,emergent_memory_index,evolution_activity,phase_emergence_score,orientation_emergence_score,multiplicative_coupling_score,invariant_drift_relative,fast_slow_exchange,n_families,wave_modes,wave_families,propagating,standing,travelling,transverse,longitudinal,mixed,polarization_like,attenuation,dispersion,coherence_length,mode_stability,fast_to_slow_total,returned_total,stored_total,lost_total,fast_to_slow_net,wave_emerged
13,WR3,Wrong: Pure Diffusion,linear,wrong,True,MACS1149,MACS J1149,0.1992060683073773,-0.003525960864413831,0.0901982442032879,0.01078980626618184,0.0905427379116651,0.11108882720446508,-0.03265699967358549,-0.0873424279557749,0.23595517594367266,2.220446049250313e-16,0.0026580852483257065,0.9998984735156561,0.007210500970695703,0.0,-0.005002567964186083,0.0,0.0,0.9998984735156561,20,2,20,0.0,0.0,0.0,0.6113862693754226,0.49165594181454675,0.3005916920822556,0.041266870010916,0.0,0.0,4.0,0.9964280162512508,0.0,0.4149856779577692,1.225356338303314,-0.8103706603455447,0.4149856779577692,True
14,WR4,Wrong: Frozen Transport,frozen,wrong,True,MACS1149,MACS J1149,0.19963699360489134,0.033640315867634364,0.08812342511617338,0.02242823495320598,0.09018572224894163,0.1106229410112794,-0.03292301034867132,-0.08746178459077589,0.23719683894887567,2.220446049250313e-16,0.0047013156955088686,0.0,0.0,0.0,-0.002959337517002921,0.0,0.0,0.0,20,1,20,0.0,0.0,0.0,0.0,0.4876771065000879,0.0,0.06222754911651451,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-0.0,0.0,True
1,T1,Scalar Density,density (no strict conservation),scalar,False,AbellS1063,Abell S1063,0.12115382904918567,0.08441324820137557,-0.05317841264196085,0.09290574023055327,0.1352480858079989,0.06745111042144267,-0.05536156454741162,-0.019460396362335524,0.23575391503982246,2.220446049250313e-16,-1.3424455500239685e-05,0.9991401212056895,0.0026947833171193725,0.0,0.002685086761553416,0.0,12.501262477843675,0.9991401212056895,20,2,20,0.0,0.0,0.0,0.7559740997485407,0.49709227440621784,0.3757888846361951,0.014816175347728278,0.0,0.0,3.0,0.9951585495508779,0.30460047293388826,0.0,-0.32699091368357536,0.0223904407496871,0.30460047293388826,True
2,T2,Conserved Phase,|z|² (rotation-invariant),phase,False,AbellS1063,Abell S1063,0.11674875405953393,0.07703847556351402,-0.051170930498762875,0.08599228978631143,0.13548387492284278,0.06844136694085125,-0.05524700610710236,-0.019923902804838724,0.23725413903594017,2.220446049250313e-16,0.0005296564871710386,0.9998636416105174,0.0044592652839042886,0.0,0.0032281677042246943,1.0,25.00836601973064,0.9998636416105174,20,2,20,0.0,0.0,0.0,0.5921986452472137,0.49463658219475737,0.29292311386544734,0.02745543658166394,0.0,0.0,3.0,0.9636397343587549,0.33412365072628525,0.0,-0.35281832171156857,0.018694670985283324,0.33412365072628525,True
3,T3,Conserved Orientation,|v̂|² = 1 (orientation unit),orientation,False,AbellS1063,Abell S1063,0.09821484303210562,0.08265072982242552,-0.03666221651296656,0.08957148066485313,0.11722065873571039,0.06118985238717254,-0.05222067019571205,-0.025498594539864545,0.23472500301431865,2.220446049250313e-16,0.006054853360374908,0.983696962523308,0.014937426824527313,0.0,0.008753364577428563,0.0,4.959605605081981,0.983696962523308,20,2,20,0.0,0.0,0.0,0.5823836162834387,0.49504465463719455,0.28830589618939534,0.026959098400723636,0.0,0.0,3.0,0.7802704040777549,0.9726919000544818,0.0,-1.1883462541275769,0.21565435407309508,0.9726919000544818,True
4,T4,Conserved Action,A = ∑K/2·u² + V,action,False,AbellS1063,Abell S1063,0.12115382904918537,0.08441324820137557,-0.05317841264196072,0.09290574023055333,0.1352480858079989,0.06745111042144267,-0.055361564547411604,-0.01946039636233551,0.2347534119617194,2.220446049250313e-16,-1.342445550024619e-05,0.9985768020633042,0.0029536405429850554,0.0,0.0026850867615534095,0.0,5.558034541579349e-16,0.9985768020633042,20,2,20,0.0,0.0,0.0,0.664714337845563,0.4971136620331168,0.33043857869232623,0.014706936079008748,0.0,0.0,3.0,0.9827897689584507,0.03246674636713287,0.003936382067432298,0.21816344105334906,-0.24669380535304963,0.03640312843456517,True
5,T5,Conserved Internal Energy,E_fast + E_slow,energy,False,AbellS1063,Abell S1063,0.1189587670019289,0.08020219631145516,-0.051904590509365064,0.08875653801764496,0.13454173015248783,0.06812980155980632,-0.05512319926003298,-0.02041438122002422,0.23513777402695268,2.220446049250313e-16,0.0005872647882632308,0.9999179579325131,0.0036930906332109693,0.0,0.0032857760053168865,0.0,5.671508558529802e-16,0.9999179579325131,20,2,20,0.0,0.0,0.0,0.49321826924882056,0.49623917915553944,0.24475422907655056,0.019103386002464418,0.0,0.0,3.0,0.9746847590613908,0.12697414276820496,0.0,-1.7763568394002505e-15,-0.12697414276820318,0.12697414276820496,True
6,T6,Conserved Information,H = -∑p·log(p),information,False,AbellS1063,Abell S1063,0.12005125950865692,0.07896087951134953,-0.052491191145123475,0.08756782111403157,0.13456154992884262,0.06790534392228838,-0.05520080199106238,-0.020060866950301,0.23579639510717243,2.220446049250313e-16,0.000563855593470284,0.9995847971411457,0.004323354084355307,0.0,0.0032623668105239397,0.0,241.56163004850714,0.9995847971411457,20,2,20,0.0,0.0,0.0,0.46871522047395203,0.4963948579457461,0.23266782528417648,0.018282043518134672,0.0,0.0,3.0,0.9684540898032851,0.1288690170934954,0.1022526758145359,-0.06465524843876835,0.038038907159808844,0.2311216929080313,True
7,T7,Conserved Circulation,circulation Γ,circulation,False,AbellS1063,Abell S1063,-0.028106001787097448,0.14313382515302805,0.0011136992638891296,0.15369953081308538,0.13958404618511222,0.06311427121599154,-0.056091555115994,-0.017371681909232158,0.23501410300377756,2.220446049250313e-16,0.00020132367710500032,0.9968749727111658,0.015535844404574898,0.0,0.002899834894158656,0.0,15.187370648700115,0.9968749727111658,20,2,20,0.0,0.0,0.0,0.35538024463002754,0.4941799446013935,0.17562178960369668,0.029960278955312503,0.0,0.0,3.0,0.9883918967351213,0.0,0.049113025156004575,0.025322491572381978,0.023790533583622597,0.049113025156004575,True
8,T8,Conserved Flux,div j = 0,flux,False,AbellS1063,Abell S1063,0.12204598370638789,0.08127930761667973,-0.05281837231091123,0.08973397529497361,0.13451655187948547,0.06745206708927007,-0.055132272546356276,-0.01963949472628786,0.23448066192213446,2.220446049250313e-16,0.0005086752185457974,0.9999223119826045,0.008913905717760543,0.0,0.003207186435599453,0.0,1216.7358129878507,0.9999223119826045,20,1,20,0.0,0.0,0.0,0.2647688542205824,0.4973353199358809,0.13167890282284997,0.013543310478786208,0.0,0.0,3.0,0.9954268309779849,0.0,1.0172309534046455,2.587521862744687,-1.5702909093400415,1.0172309534046455,True
9,T9,Coupled Energy + Phase,E and arg(z) jointly preserved,energy_phase,False,AbellS1063,Abell S1063,0.12082072333344537,0.08499017571589775,-0.05296970158413249,0.09347119276863879,0.13538129817187047,0.06732971245013494,-0.05535954461553797,-0.019342249358515487,0.23528371402062476,2.220446049250313e-16,-0.00012793874560806332,0.9986866211666043,0.0026562764185490946,0.0,0.0025705724714455923,1.0,5.671508558529802e-16,0.9986866211666043,20,2,20,0.0,0.0,0.0,0.7173759541852405,0.4970276514133691,0.3565556856891147,0.015154403068923017,0.0,0.0,3.0,0.9975740182249215,0.1336450212060516,0.0,1.7763568394002505e-15,-0.13364502120605337,0.1336450212060516,True
10,T10,Unified State Transport,|z|² and arg(z),unified,False,AbellS1063,Abell S1063,0.11964753327699393,0.07917594166114929,-0.051821875414909895,0.08792024301786742,0.1345262523375771,0.06730564436726866,-0.05511010724177179,-0.019242353195816124,0.23481201299000531,2.220446049250313e-16,0.0010222794470287648,0.9989216256774625,0.005073041522597685,0.0,0.0037207906640824204,1.0,5.671508558529802e-16,0.9989216256774625,20,2,20,0.0,0.0,0.0,0.6387752830556179,0.4981431203776457,0.3182015127214394,0.009398692692369703,0.0,0.0,3.0,0.9802872505497857,0.18989474547081464,0.0,0.0,-0.18989474547081464,0.18989474547081464,True
11,WR1,Wrong: Random Transport,no invariant,wrong,True,AbellS1063,Abell S1063,-0.02071132079569177,0.08423922230572885,0.002404603341318661,0.03943744871915723,0.47359274457419787,0.2387137474481718,-0.03470638317712856,0.18539446677380522,0.2552968399832025,2.220446049250313e-16,-0.0036919458310728606,-0.5105729415000798,0.7096031847405389,0.5,-0.000993434614019205,0.0,0.0,-0.5105729415000798,11,1,11,0.0,0.0,0.0,0.0009301587588710885,0.3536469099211804,0.00032894777081088084,0.9994682476864293,0.0,0.0,86.33333333333333,0.9871546620409246,37.33497958177054,1091.0762444602838,2107.701126251116,-1053.9598613726027,1128.4112240420543,True
12,WR2,Wrong: Non-conserved Transport,deliberately violated,wrong,True,AbellS1063,Abell S1063,0.12120558648533997,0.0844359661270621,-0.05320276873519988,0.09292842284275156,0.13523907512912486,0.06745054872009297,-0.055361947033542566,-0.019460118368870218,0.23648743599187583,2.220446049250313e-16,-1.7915063980704273e-05,0.9999106063408506,0.008079864216237867,0.0,0.0026805961530729514,0.0,0.0,0.9999106063408506,20,1,20,0.0,0.0,0.0,0.11969470233460162,0.4970056524887413,0.05948894363325435,0.01526818603741753,0.0,0.0,3.0,0.9949200893903907,1.4279113089535675,0.0,-2.544560909694674,1.1166496007411064,1.4279113089535675,True
13,WR3,Wrong: Pure Diffusion,linear,wrong,True,AbellS1063,Abell S1063,0.11813780364041697,0.07459469692595269,-0.05164472182114075,0.083421271726108,0.13387435411999646,0.06808980686478344,-0.05507428151303864,-0.020484900970052736,0.23646710603497922,2.220446049250313e-16,0.001263025695756858,0.9999311925862034,0.009412381086321898,0.0,0.003961536912810514,0.0,0.0,0.9999311925862034,20,2,20,0.0,0.0,0.0,0.7312813474198494,0.4956973231930803,0.3624942064170483,0.02180966176234489,0.0,0.0,3.0,0.9989307355823713,0.0,1.0386447902352591,2.6453846480677097,-1.6067398578324505,1.0386447902352591,True
14,WR4,Wrong: Frozen Transport,frozen,wrong,True,AbellS1063,Abell S1063,0.12083605390356067,0.08746276800959749,-0.05422852869304747,0.09573549737153825,0.1351559429855376,0.06813060536992865,-0.05557518295334899,-0.02073678825158619,0.2363947860430926,2.220446049250313e-16,-8.494520895791684e-05,0.0,0.0,0.0,0.002613566008095739,0.0,0.0,0.0,20,1,20,0.0,0.0,0.0,0.0,0.49347681813798694,0.0,0.03343462126793206,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.0,0.0,True
1,T1,Scalar Density,density (no strict conservation),scalar,False,Abell370,Abell 370,0.20547583669763195,0.030543087312358753,-0.04075242826458672,0.05662946271431993,0.17257782953805545,0.08870575466866296,-0.06706711923839338,-0.018399953826568012,0.233588938950561,2.220446049250313e-16,-0.0003033251407733124,0.9995011570612599,0.0036750437937639628,0.0,-0.0027198605441268587,0.0,22.520457364094316,0.9995011570612599,20,2,20,0.0,0.0,0.0,0.5551846791092163,0.49800549405210726,0.2764850204099459,0.008265516222426994,0.0,0.0,3.0,0.9928624928457311,0.3664267396014278,0.0,-0.4643136069124445,0.0978868673110167,0.3664267396014278,True
2,T2,Conserved Phase,|z|² (rotation-invariant),phase,False,Abell370,Abell 370,0.20579209365034093,0.02624143649336472,-0.03398417192984833,0.05267506819767974,0.17278878553698535,0.08900625190794435,-0.06582884067719136,-0.018325176449913064,0.23307948803994805,2.220446049250313e-16,-0.0001761976728068028,0.9998764875348451,0.005500168263871306,0.0,-0.002592733076160349,1.0,45.04219584221079,0.9998764875348451,20,2,20,0.0,0.0,0.0,0.7127301036012064,0.4962123653028667,0.3536654905305119,0.015796875227962248,0.0,0.0,3.0,0.9661207024968231,0.4304498134438024,0.0,-0.5232040898957493,0.0927542764519469,0.4304498134438024,True
3,T3,Conserved Orientation,|v̂|² = 1 (orientation unit),orientation,False,Abell370,Abell 370,0.19867021392404172,0.11472095053824201,-0.005305113834557196,0.11701471722009256,0.14307398258278073,0.08435847600094615,-0.06041286464809218,-0.035013711200874105,0.23270521708764136,2.220446049250313e-16,-0.0033064545693214102,0.9862716172970787,0.019590880075646844,0.0,-0.005722989972674957,0.0,6.65887590949015,0.9862716172970787,20,2,20,0.0,0.0,0.0,0.7240243870495763,0.49602523876479815,0.3591343694578027,0.01700088644048081,0.0,0.0,3.0,0.7885144949492944,1.469928101870801,0.0,-2.0543557006963624,0.5844275988255614,1.469928101870801,True
4,T4,Conserved Action,A = ∑K/2·u² + V,action,False,Abell370,Abell 370,0.20547583669763192,0.03054308731235857,-0.04075242826458672,0.05662946271431977,0.17257782953805542,0.08870575466866296,-0.0670671192383934,-0.01839995382656803,0.23493233195040375,2.220446049250313e-16,-0.00030332514077331587,0.9992170079058509,0.0037584138751537086,0.0,-0.002719860544126862,0.0,6.229631000404209e-16,0.9992170079058509,20,2,20,0.0,0.0,0.0,0.5156015897223115,0.4980157208668717,0.256777697385662,0.0082229329999437,0.0,0.0,3.0,0.9867314249992487,0.027947235189969888,0.005416539973863266,0.21855319226194325,-0.24108388747804987,0.033363775163833154,True
5,T5,Conserved Internal Energy,E_fast + E_slow,energy,False,Abell370,Abell 370,0.2059625564396113,0.017043126205372353,-0.04031890966871859,0.04437418430605858,0.172648097609482,0.08924971048063969,-0.06697484911867778,-0.01851164356726556,0.23433208104688674,2.220446049250313e-16,-0.00046523352204224603,0.9999393736236065,0.004451278509249117,0.0,-0.0028817689253957924,0.0,6.300273873119838e-16,0.9999393736236065,20,1,20,0.0,0.0,0.0,0.15376627363064188,0.497424475329561,0.07648710798410376,0.010646017522593088,0.0,0.0,3.0,0.976986215472763,0.12136348295221033,0.0,0.0,-0.12136348295221033,0.12136348295221033,True
6,T6,Conserved Information,H = -∑p·log(p),information,False,Abell370,Abell 370,0.20654645034460606,0.02154365423832955,-0.037987508573815686,0.04849688936075136,0.17184746292017486,0.0889674457962492,-0.06650246231611358,-0.01875816678989091,0.23259762593079358,2.220446049250313e-16,-0.0002764554919014385,0.9998840422929094,0.0052743352718429065,0.0,-0.002692990895254985,0.0,322.9530790291313,0.9998840422929094,20,1,20,0.0,0.0,0.0,0.06896951928959703,0.4975242681890471,0.03431400961190713,0.010204314576699569,0.0,0.0,3.0,0.9688502053128408,0.2529127996804572,0.002581208948782887,-0.3702943707367581,0.11996278000508376,0.2554940086292401,True
7,T7,Conserved Circulation,circulation Γ,circulation,False,Abell370,Abell 370,0.012614474691912467,0.19023145560623622,-0.003026086889450081,0.1984413411044109,0.17668531389469458,0.08145435515360118,-0.06425237877507267,-0.021350977349548203,0.23288766702171415,2.220446049250313e-16,-1.0085757369522087e-05,0.9974926537676113,0.018640697366241212,0.0,-0.0024266211607230684,0.0,0.9573747032096038,0.9974926537676113,20,2,20,0.0,0.0,0.0,0.45920091255683143,0.49524554804620646,0.22741720760252612,0.019917216238149127,0.0,0.0,3.0,0.986583835179229,0.0,0.06498207626556862,-0.04633135201196836,0.11131342827753699,0.06498207626556862,True
8,T8,Conserved Flux,div j = 0,flux,False,Abell370,Abell 370,0.20717454654960724,0.02951070226895926,-0.038471742986123825,0.05573624935527557,0.17124380774242062,0.08854009241077757,-0.06654984798142359,-0.018983239186460252,0.23390713008120656,2.220446049250313e-16,-0.0003963401173242543,0.9999409360466812,0.01206454182928152,0.0,-0.0028128755206778006,0.0,1880.1003730747161,0.9999409360466812,20,2,20,0.0,0.0,0.0,0.5143567091808837,0.4981709098169963,0.256237549783117,0.007556145020492289,0.0,0.0,3.0,0.9968892979138055,0.0,2.0334129421355396,4.8332789245443415,-2.799865982408802,2.0334129421355396,True
9,T9,Coupled Energy + Phase,E and arg(z) jointly preserved,energy_phase,False,Abell370,Abell 370,0.20524385586649083,0.032623581288798977,-0.04031195502618223,0.058546230140691054,0.17248402192787538,0.0885539301674644,-0.06698989656860882,-0.018342102773210127,0.2324961859267205,2.220446049250313e-16,-0.00023235454736533767,0.9993029901403606,0.0035999337213574547,0.0,-0.002648889950718884,1.0,6.300273873119838e-16,0.9993029901403606,20,2,20,0.0,0.0,0.0,0.5296751315733463,0.4979582279302269,0.26375608989697336,0.00846584874594336,0.0,0.0,3.0,0.9913433291459725,0.1272687849134453,0.0,7.105427357601002e-15,-0.1272687849134524,0.1272687849134453,True
10,T10,Unified State Transport,|z|² and arg(z),unified,False,Abell370,Abell 370,0.2087042867023667,0.034248521521032534,-0.034517962569149296,0.06001514438915767,0.1701409087305393,0.08826704276535909,-0.0657623873303148,-0.019321772030393692,0.23461913992650807,2.220446049250313e-16,-0.00037082335787196876,0.9993858263333188,0.006446308624389141,0.0,-0.002787358761225515,1.0,6.300273873119838e-16,0.9993858263333188,20,2,20,0.0,0.0,0.0,0.4251360871142935,0.4987263005268184,0.2120265479469588,0.005233760803504017,0.0,0.0,3.0,0.9767491424039599,0.18702610183392387,0.0,-7.105427357601002e-15,-0.18702610183391677,0.18702610183392387,True
11,WR1,Wrong: Random Transport,no invariant,wrong,True,Abell370,Abell 370,0.07951278749758244,-0.032323231045520866,0.011043604188726772,-0.002266336889777017,0.4710985073889304,0.23449386486504395,-0.051186825468712525,0.16628512391093345,0.254027285031043,2.220446049250313e-16,0.0014231007893343414,-0.5103821672368843,0.7127836306913983,0.5,-0.000993434614019205,0.0,0.0,-0.5103821672368843,11,1,11,0.0,0.0,0.0,0.0014203336925726223,0.35368752428882944,0.0005023543073900222,0.9992326579702657,0.0,0.0,86.33333333333333,0.9873030040573999,37.33497958177054,1086.0677628293242,2097.673479197426,-1048.9406959498722,1123.4027424110948,True
12,WR2,Wrong: Non-conserved Transport,deliberately violated,wrong,True,Abell370,Abell 370,0.205379347475683,0.030489316098664957,-0.04061918492044168,0.056580081706477166,0.17253884452454557,0.08870677167444081,-0.06704417930365218,-0.018416256391920714,0.23498121195007116,2.220446049250313e-16,-0.0003135949623203978,0.9999384224994344,0.010934277564202158,0.0,-0.002730130365673944,0.0,0.0,0.9999384224994344,20,2,20,0.0,0.0,0.0,0.40116779520205764,0.49794676758765805,0.1997602068811322,0.008518365432230723,0.0,0.0,3.0,0.9928752436987675,2.388659474272817,0.0,-4.479214060845479,2.0905545865726616,2.388659474272817,True
13,WR3,Wrong: Pure Diffusion,linear,wrong,True,Abell370,Abell 370,0.20724576281241128,0.019979473453030756,-0.037540713416774577,0.04709170365517704,0.17146523173791603,0.0889977544290291,-0.06638793032180154,-0.018992335616167817,0.23218937497586012,2.220446049250313e-16,-0.0005459061467633745,0.9999446412550644,0.012543216391851401,0.0,-0.002962441550116921,0.0,0.0,0.9999446412550644,20,2,20,0.0,0.0,0.0,0.8287410761770833,0.4970507464717056,0.4119263705455839,0.012159146431737544,0.0,0.0,3.0,0.9980772838174208,0.0,2.0401144309149934,4.939897272303753,-2.8997828413887596,2.0401144309149934,True
14,WR4,Wrong: Frozen Transport,frozen,wrong,True,Abell370,Abell 370,0.20015250436937718,0.02480629140301161,-0.04668763176583204,0.05139541819546216,0.1750207066649239,0.08906935911438295,-0.06847510069620605,-0.017541506244702125,0.23485177103430033,2.220446049250313e-16,0.0004998281296898595,0.0,0.0,0.0,-0.001916707273663687,0.0,0.0,0.0,20,1,20,0.0,0.0,0.0,0.0,0.49552193139412154,0.0,0.018723122307835793,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.0,0.0,True
