absolute_depth_error,ambiguity_area,classification,consensus_class,correct_multivalued,depth_candidates,depth_error,false_unique,independent_estimator_class_support,information_used,lane,lens_family,morphology,primary_depth,response_regime,roundtrip_scores,size_error,source_depth,source_size,support_interval,trial_id,unique_success
0.45253164556962044,0.9225,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[1.25, 6.5474683544303796, 9.0]",0.07542194092827008,False,3,"['position', 'direction', 'bundle']",C3,two_source,ring_like_source,6.5474683544303796,MODERATE,"{'Q_pos': 0.00034670618989685357, 'Q_dir': 0.00034670618989685357, 'Q_bundle': 0.00034670618989685357, 'Q_topo': 0.00034670618989685357, 'Q_rich': 0.00034670618989685357}",0.0,7.0,1.5,"[6.449367088607595, 6.6455696202531644]",T0070c922cf9dd43a,False
0.5506329113924053,0.875,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[2.0348101265822782, 6.449367088607595, 9.0]",0.09177215189873422,False,6,"['position', 'direction', 'bundle', 'trajectory', 'second', 'receiver_z']",C4,two_source,ring_like_source,6.449367088607595,MODERATE,"{'Q_pos': 0.0014624414117585373, 'Q_dir': 0.0014624414117585373, 'Q_bundle': 0.0014624414117585373, 'Q_topo': 0.0014624414117585373, 'Q_rich': 0.0014624414117585373}",0.0,7.0,1.5,"[6.35126582278481, 6.5474683544303796]",T0070c922cf9dd43a,False
0.49050632911392356,0.71,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[1.25, 8.509493670886076, 9.0]",0.061313291139240444,False,1,[],C0,strong_unsaturated,two_component_source,8.509493670886076,STRONG_UNSATURATED,"{'Q_pos': 4.2615403744379293e-07, 'Q_dir': 4.2615403744379293e-07, 'Q_bundle': 4.2615403744379293e-07, 'Q_topo': 4.2615403744379293e-07, 'Q_rich': 4.2615403744379293e-07}",0.0,9.0,1.0,"[8.411392405063292, 8.60759493670886]",T007a050204f55fe7,False
0.49050632911392356,0.71,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[1.25, 8.509493670886076, 9.0]",0.061313291139240444,False,1,['position'],C1,strong_unsaturated,two_component_source,8.509493670886076,STRONG_UNSATURATED,"{'Q_pos': 2.5886916682712337e-07, 'Q_dir': 2.5886916682712337e-07, 'Q_bundle': 2.5886916682712337e-07, 'Q_topo': 2.5886916682712337e-07, 'Q_rich': 2.5886916682712337e-07}",0.0,9.0,1.0,"[8.411392405063292, 8.60759493670886]",T007a050204f55fe7,False
0.7848101265822791,0.665,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[2.5253164556962027, 8.215189873417721, 9.0]",0.09810126582278489,False,2,"['position', 'direction']",C2,strong_unsaturated,two_component_source,8.215189873417721,STRONG_UNSATURATED,"{'Q_pos': 0.0011493397758992356, 'Q_dir': 0.0011493397758992356, 'Q_bundle': 0.0011493397758992356, 'Q_topo': 0.0011493397758992356, 'Q_rich': 0.0011493397758992356}",0.0,9.0,1.0,"[8.117088607594937, 8.313291139240505]",T007a050204f55fe7,False
0.9810126582278471,0.915,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[1.25, 8.018987341772153, 9.0]",0.12262658227848089,False,3,"['position', 'direction', 'bundle']",C3,strong_unsaturated,two_component_source,8.018987341772153,STRONG_UNSATURATED,"{'Q_pos': 0.0018908068220316306, 'Q_dir': 0.0018908068220316306, 'Q_bundle': 0.0018908068220316306, 'Q_topo': 0.0018908068220316306, 'Q_rich': 0.0018908068220316306}",0.0,9.0,1.0,"[7.920886075949368, 8.117088607594937]",T007a050204f55fe7,False
1.0791139240506329,0.8825,CORRECT_MULTIVALUED,MULTIPLE_DEPTH_SOLUTIONS,True,"[1.8386075949367089, 7.920886075949367, 9.0]",0.1348892405063291,False,6,"['position', 'direction', 'bundle', 'trajectory', 'second', 'receiver_z']",C4,strong_unsaturated,two_component_source,7.920886075949367,STRONG_UNSATURATED,"{'Q_pos': 0.0024177001294681025, 'Q_dir': 0.0024177001294681025, 'Q_bundle': 0.0024177001294681025, 'Q_topo': 0.0024177001294681025, 'Q_rich': 0.0024177001294681025}",0.0,9.0,1.0,"[7.822784810126582, 8.018987341772153]",T007a050204f55fe7,False
0.0,0.0225,UNIQUE_DEPTH_SUCCESS,UNIQUE,False,[1.25],0.0,False,1,[],C0,symmetric_single,elliptical_source,1.25,MODERATE,"{'Q_pos': 3.5571857127611625e-05, 'Q_dir': 3.5571857127611625e-05, 'Q_bundle': 3.5571857127611625e-05, 'Q_topo': 3.5571857127611625e-05, 'Q_rich': 3.5571857127611625e-05}",0.0,1.25,2.0,"[1.25, 1.3481012658227849]",T008136499f4f9db1,True
0.0,0.0225,UNIQUE_DEPTH_SUCCESS,UNIQUE,False,[1.25],0.0,False,1,['position'],C1,symmetric_single,elliptical_source,1.25,MODERATE,"{'Q_pos': 3.534336055920321e-05, 'Q_dir': 3.534336055920321e-05, 'Q_bundle': 3.534336055920321e-05, 'Q_topo': 3.534336055920321e-05, 'Q_rich': 3.534336055920321e-05}",0.0,1.25,2.0,"[1.25, 1.3481012658227849]",T008136499f4f9db1,True
0.0,0.0175,UNIQUE_DEPTH_SUCCESS,UNIQUE,False,[1.25],0.0,False,2,"['position', 'direction']",C2,symmetric_single,elliptical_source,1.25,MODERATE,"{'Q_pos': 2.563519597216616e-05, 'Q_dir': 2.563519597216616e-05, 'Q_bundle': 2.563519597216616e-05, 'Q_topo': 2.563519597216616e-05, 'Q_rich': 2.563519597216616e-05}",0.0,1.25,2.0,"[1.25, 1.3481012658227849]",T008136499f4f9db1,True
