decomposition_number,decomposition_code,decomposition_name,family,cluster_id,cluster_label,pearson_kappa,pearson_gamma,ssim_kappa,ssim_gamma,rms_kappa,rms_gamma,kappa_bias,gamma_bias,runtime_seconds,max_conservation_error,coherence_gain,emergent_memory_index,evolution_activity,phase_emergence_score,orientation_emergence_score,multiplicative_coupling_score,fast_slow_exchange_mean,fast_slow_exchange_var,state_persistence_mean,state_persistence_var,relaxation_time,spatial_correlation_length,temporal_persistence_length,propagating,standing,transverse,longitudinal,polarization_like,phase_velocity,group_velocity,attenuation,dispersion,coherence_length,mode_stability,wave_modes,wave_emerged
1,D1,Full A8 (control),control,AbellS1063,Abell S1063,0.12115382904918567,0.08441324820137557,-0.05317841264196085,0.09290574023055327,0.1352480858079989,0.06745111042144267,-0.05536156454741162,-0.019460396362335524,0.2389326289994642,2.220446049250313e-16,-1.3424455500239685e-05,0.9991401212056895,0.0026947833171193725,0.0,0.002685086761553416,0.0,0.0017700530203448423,0.2811803711523767,0.9999891933107398,5.685662420324513e-06,11.0,3.0,4.0,0.0,0.0,0.7559740997485407,0.49709227440621784,0.014816175347728278,0.0,0.0,0.0,0.0,3.0,0.9951585495508779,2,True
2,D2,Fast removed (slow only),single_layer,AbellS1063,Abell S1063,0.09054757522339543,0.0793128840978723,-0.04106777234083681,0.08903159555923161,0.1352821849186556,0.06928802087800334,-0.05470541251500017,-0.021234131946619463,0.23596193501725793,2.220446049250313e-16,0.0013137540061945716,0.9999760751780479,0.0016346891332219948,0.0,0.004012265223248227,0.0,0.0,0.0,1.0,1.137640067256873e-16,10.0,3.0,5.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,3.0,0.9868306984458899,1,True
3,D3,Slow removed (fast only),single_layer,AbellS1063,Abell S1063,0.12111852757660735,0.10360879959023471,-0.05401026636864195,0.11250739830345907,0.13924363886555205,0.06554613175872465,-0.0561187019538283,-0.01597556552413122,0.23726550105493516,2.220446049250313e-16,-0.0014318547895457378,0.9999612642889671,0.007117063205806569,0.0,0.0012666564275079179,0.0,0.0,0.0,1.0,1.3136335981433191e-16,9.0,3.0,5.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,3.0,0.9692429690812875,1,True
4,D4,Fast frozen (slow evolves),frozen,AbellS1063,Abell S1063,0.1224276926313405,0.09694612435777655,-0.054807083200640566,0.10514230269584247,0.13707872472567914,0.0665739045021168,-0.05588547669639916,-0.018484264536205892,0.23755171103402972,2.220446049250313e-16,-0.0005275855922485251,0.9999157840253229,0.003321141626746813,0.0,0.0021709256248051306,0.0,0.0023188280226068415,0.11038383518217881,0.9999947600589234,2.838860230730163e-06,8.0,3.0,5.0,0.0,0.0,0.0,0.4956829930244401,0.02229127417458865,0.0,0.0,0.0,0.0,3.0,0.9449664781125182,1,True
5,D5,Slow frozen (fast evolves),frozen,AbellS1063,Abell S1063,0.11650960756456066,0.0756967061593362,-0.05161979900640349,0.0844890120950088,0.13440083952362816,0.06893823557386881,-0.055199097352922506,-0.021308562810395885,0.2379947620211169,2.220446049250313e-16,0.0005150915588904821,0.9999574213679132,0.00422664763320743,0.0,0.003213602775944138,0.0,0.0022399872144456255,0.1384993086982188,0.9999926489881912,2.4710890732303324e-06,9.0,3.0,5.0,0.0,0.0,0.0,0.4957220396875297,0.021699559262381096,0.0,0.0,0.0,0.0,3.0,0.9636230324153767,1,True
6,D6,Fast->Slow coupling removed,coupling_direction,AbellS1063,Abell S1063,0.12078503807842836,0.08779442276424584,-0.052736718621232144,0.09614196099222341,0.13578181866298333,0.06707770939400762,-0.055362741886499596,-0.019010040775220987,0.23983983998186886,2.220446049250313e-16,-0.0003628607054759316,0.9984204423269801,0.0025206620798345035,0.0,0.002335650511577724,0.0,0.0018724989671864637,0.2458215765377909,0.9999907083877272,4.515814058685677e-06,11.0,3.0,2.0,0.0,0.0,0.7004637858035192,0.4968517314849658,0.016072184222226005,0.0,0.0,0.0,0.0,3.0,0.996721301066866,2,True
7,D7,Slow->Fast coupling removed,coupling_direction,AbellS1063,Abell S1063,0.11712158515795935,0.07654868563434056,-0.05156855408133004,0.08533995858794281,0.1343422294421359,0.06849248131523908,-0.05515602444985976,-0.020795073255996402,0.23933611705433577,2.220446049250313e-16,0.0008877621500736656,0.9999372877992322,0.0044343162243926995,0.0,0.0035862733671273212,0.0,0.0022360918713684556,0.14011838573626098,0.9999923491243733,2.497479955910577e-06,9.0,3.0,5.0,0.0,0.0,0.15234666140965908,0.4957329172720687,0.02164356440299453,0.0,0.0,0.0,0.0,3.0,0.9660721155726812,1,True
8,D8,Bidirectional removed (independent),coupling_direction,AbellS1063,Abell S1063,0.1190550502343313,0.07917284883980197,-0.05210756076813317,0.08776048822256766,0.1345016192775734,0.06825491754083979,-0.05515679767222308,-0.020517820625939136,0.24016563093755394,2.220446049250313e-16,0.0006667132485105544,0.9999498212533943,0.0037946108416558543,0.0,0.00336522446556421,0.0,0.0023743617422529026,0.10488267563022106,0.9999945793315428,1.5049918197213814e-06,9.0,3.0,5.0,0.0,0.0,0.18122988565307377,0.4952925037184078,0.023916484244409286,0.0,0.0,0.0,0.0,3.0,0.9714720443005914,1,True
9,D9,Coupling additive (no multiplicative),coupling_form,AbellS1063,Abell S1063,0.1194636817749752,0.08137032846682893,-0.05236713137768514,0.08988545321287747,0.13461618597186367,0.06802315669170401,-0.05520682460615076,-0.020318478464383522,0.2381415410200134,2.220446049250313e-16,0.0004958013016863579,0.9999334850951165,0.0035568075479062828,0.0,0.0031943125187400136,0.0,0.001557754945036569,0.36366270729738964,0.9999848117426782,9.748390949357694e-06,10.0,3.0,5.0,0.0,0.0,0.8173415988438424,0.4975509959538044,0.01243363698196942,0.0,0.0,0.0,0.0,3.0,0.9836947580669071,2,True
10,D10,Coupling multiplicative,coupling_form,AbellS1063,Abell S1063,0.10703621988806247,0.08559642412726677,-0.036373238335792125,0.08005626889847747,0.10453105773688809,0.06802610624736986,-0.050420089244652216,-0.03963820881768545,0.2383221120107919,2.220446049250313e-16,0.0005910144095234858,0.9998818943076185,0.01424378883482344,0.0,0.0032895256265771415,1.0,0.002378748175209879,0.10241859271408837,0.9999751567408044,2.8965549829415244e-06,12.0,3.0,5.0,0.0,0.0,0.8687140597865369,0.4958919733922728,0.021594036922703452,0.0,0.0,0.0,0.0,3.0,0.9698633936381368,2,True
11,D11,Neighbour interaction only on fast,neighbour_assignment,AbellS1063,Abell S1063,0.1195511588624123,0.08507048461520446,-0.05228697168612812,0.0936394276070711,0.13552082114527603,0.0675337401840142,-0.055288081211635684,-0.01966439691344186,0.2384186910931021,2.220446049250313e-16,-6.690599344474652e-05,0.9994921783314334,0.00188571994821704,0.0,0.002631605223608909,0.0,0.0017091943669489934,0.3167850922165261,0.9999884081148634,5.549846165548363e-06,10.0,3.0,5.0,0.0,0.0,0.8925843725704431,0.4972195001501369,0.014167823111127187,0.0,0.0,0.0,0.0,3.0,0.988335417386905,2,True
12,D12,Neighbour interaction only on slow,neighbour_assignment,AbellS1063,Abell S1063,0.12282535817742668,0.09228424110749138,-0.05477687901961678,0.10052384125845831,0.13636073033108334,0.0669977918944049,-0.055746219010730166,-0.01905035670656745,0.2369921450736001,2.220446049250313e-16,-0.00047258970004676647,0.9996016488600408,0.002260701151305352,0.0,0.002225921517006889,0.0,0.002186575736354927,0.14452032085815616,0.9999948433569393,3.066519324919108e-06,8.0,3.0,5.0,0.0,0.0,0.9478639118436881,0.49606177168550586,0.02027503502503547,0.0,0.0,0.0,0.0,3.0,0.9275635020643676,2,True
13,D13,Neighbour interaction equally on both,neighbour_assignment,AbellS1063,Abell S1063,0.12064546648569648,0.08893229721248437,-0.0538767541224682,0.0973217262766078,0.13612749006788236,0.06725281139484049,-0.055680148293392816,-0.01927876524600232,0.238932422013022,2.220446049250313e-16,-0.0003020934181349128,0.997797543475815,0.001437184860168177,0.0,0.002396417798918743,0.0,0.0019223722512013114,0.23342967547401205,0.9999924290452371,3.7055885756522966e-06,10.0,3.0,4.0,0.0,0.0,0.8766259346076687,0.4967405148396868,0.0166861243772084,0.0,0.0,0.0,0.0,3.0,0.9657531927949509,2,True
14,D14,Layer update order reversed,ordering,AbellS1063,Abell S1063,0.12126208426657539,0.08445593122057157,-0.053213234225370984,0.0929422366455511,0.13525724506854594,0.06744585525774942,-0.05536235614584334,-0.019450764199260243,0.23807174805551767,2.220446049250313e-16,-1.7193979834353394e-05,0.9991189042944421,0.0026939352795544284,0.0,0.0026813172372193023,0.0,0.0017721581332344235,0.2805017696753713,0.999989221013227,5.649052027053065e-06,11.0,3.0,4.0,0.0,0.0,0.7542022896116877,0.49708721990931654,0.01484223440941046,0.0,0.0,0.0,0.0,3.0,0.995108447728329,2,True
15,D15,Timescales forced equal,timescale,AbellS1063,Abell S1063,0.12043608133174942,0.08379126894815267,-0.052804900938797514,0.09224538513552283,0.1349845004612577,0.06763671435893778,-0.055294226981395675,-0.019740177443000346,0.2386260599596426,2.220446049250313e-16,0.0001453397279749186,0.9997205779702864,0.0030555355414251173,0.0,0.0028438509450285743,0.0,0.001751117108943863,0.28940652131991407,0.999988440027858,5.937650998083581e-06,10.0,3.0,4.0,0.0,0.0,0.7617996619610803,0.4971236865671885,0.014632692488537269,0.0,0.0,0.0,0.0,3.0,0.9945443762576156,2,True
1,D1,Full A8 (control),control,Abell370,Abell 370,0.20547583669763195,0.030543087312358753,-0.04075242826458672,0.05662946271431993,0.17257782953805545,0.08870575466866296,-0.06706711923839338,-0.018399953826568012,0.2377950759837404,2.220446049250313e-16,-0.0003033251407733124,0.9995011570612599,0.0036750437937639628,0.0,-0.0027198605441268587,0.0,0.001770615263795539,0.28084191936878644,0.9999932098975142,3.341904580049151e-06,10.0,3.0,5.0,0.0,0.0,0.5551846791092163,0.49800549405210726,0.008265516222426994,0.0,0.0,0.0,0.0,3.0,0.9928624928457311,2,True
2,D2,Fast removed (slow only),single_layer,Abell370,Abell 370,0.19916994392184842,-0.007693720799629096,-0.037777257564630906,0.021485483034836036,0.17581854611853295,0.09068679018423163,-0.06683204563836205,-0.016956885884503465,0.23674952005967498,2.220446049250313e-16,-0.0002051953446628907,0.9999694128733311,0.003219072542364389,0.0,-0.002621730748016437,0.0,0.0,0.0,1.0,1.0235750533041807e-16,10.0,3.0,5.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,3.0,0.9810869788933279,1,True
3,D3,Slow removed (fast only),single_layer,Abell370,Abell 370,0.20346797021501242,0.06076252467055404,-0.041665434985165735,0.08426544970250772,0.17249612350528548,0.08699583206396773,-0.06729842263058947,-0.017570101991391654,0.2365469690412283,2.220446049250313e-16,-0.00042507546498697256,0.9999571159078071,0.007484918394739941,0.0,-0.002841610868340519,0.0,0.0,0.0,1.0,1.4895204919483638e-16,9.0,3.0,5.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,3.0,0.9705705989142313,1,True
4,D4,Fast frozen (slow evolves),frozen,Abell370,Abell 370,0.20450199578782774,0.04362225561356635,-0.04534723865178028,0.06856354376044255,0.17318819448962702,0.08807589098110115,-0.0679761870776307,-0.018115144887800458,0.23558362398762256,2.220446049250313e-16,-1.1307027453570564e-05,0.9999205933669143,0.003497672212114774,0.0,-0.002427842430807117,0.0,0.002329508414165799,0.10641228515191506,0.9999968279482916,1.6951703755141097e-06,8.0,3.0,5.0,0.0,0.0,0.0,0.49699877428728534,0.012631601548409366,0.0,0.0,0.0,0.0,3.0,0.9454194748313274,1,True
5,D5,Slow frozen (fast evolves),frozen,Abell370,Abell 370,0.2023779775373882,0.009310153600768025,-0.04271772469551594,0.037142006101789624,0.1747737792486698,0.08990992478135956,-0.06762374298228249,-0.017703335867747323,0.2358418949879706,2.220446049250313e-16,-0.00029582071833110773,0.9999555690955922,0.004368038248641218,0.0,-0.002712356121684654,0.0,0.0022488253130949114,0.13466535676628752,0.9999955465491615,1.5034189005189163e-06,9.0,3.0,5.0,0.0,0.0,0.0,0.4970609734425989,0.012139668737328302,0.0,0.0,0.0,0.0,3.0,0.9644159707479819,1,True
6,D6,Fast->Slow coupling removed,coupling_direction,Abell370,Abell 370,0.20528439140971325,0.035836136476811505,-0.04066241391605814,0.06146013116626427,0.17245520249614346,0.08842678418769263,-0.06705195003947265,-0.01835307485605878,0.23498377203941345,2.220446049250313e-16,-0.000163060439509088,0.9991660505824719,0.0035369285968010027,0.0,-0.0025795958428626344,0.0,0.0018730563337293975,0.2455139969216739,0.9999940866865172,2.665378088654678e-06,10.0,3.0,4.0,0.0,0.0,0.4914914549691282,0.49783641884597757,0.00898150504281281,0.0,0.0,0.0,0.0,3.0,0.9893364997129319,2,True
7,D7,Slow->Fast coupling removed,coupling_direction,Abell370,Abell 370,0.20532640745642203,0.0139379363040637,-0.03963620025060798,0.0414898727656119,0.1728147054546145,0.08950334248659794,-0.06687569458390917,-0.018526667481824452,0.2342209559865296,2.220446049250313e-16,-0.0005448107573103769,0.999930984792436,0.005121846419654464,0.0,-0.0029613461606639233,0.0,0.002236652223919085,0.13988130013707836,0.9999948907843544,1.5928039893754164e-06,9.0,3.0,5.0,0.0,0.0,0.30182601890762945,0.49708326022805044,0.012042549325734231,0.0,0.0,0.0,0.0,3.0,0.9699373612443541,2,True
8,D8,Bidirectional removed (independent),coupling_direction,Abell370,Abell 370,0.20594658953821574,0.016288174775566665,-0.04045124299648302,0.04369677829646966,0.17270507020150352,0.08926555132332799,-0.06700177733463589,-0.018462805463700226,0.2342214259551838,2.220446049250313e-16,-0.00046762009015623596,0.9999515022984397,0.004569232239177077,0.0,-0.0028841554935097823,0.0,0.002374921684477953,0.10466695417112157,0.9999961673751562,1.0151221392212007e-06,9.0,3.0,5.0,0.0,0.0,0.3518305330370505,0.49677654030843604,0.013329156581938673,0.0,0.0,0.0,0.0,3.0,0.9743928593644472,2,True
9,D9,Coupling additive (no multiplicative),coupling_form,Abell370,Abell 370,0.20552658583950356,0.01773007365193878,-0.04012591574804625,0.0449985101232789,0.172655557318987,0.08921972880378651,-0.06695337267530387,-0.018511860532707553,0.23517689004074782,2.220446049250313e-16,-0.00045780917348100386,0.9999455263912317,0.0043678863437708465,0.0,-0.00287434457683455,0.0,0.0015583322524898762,0.36323987165340066,0.9999906948113091,5.688474399733492e-06,10.0,3.0,5.0,0.0,0.0,0.6276310055929943,0.4983262607408855,0.006913652086659061,0.0,0.0,0.0,0.0,3.0,0.9827123569912662,2,True
10,D10,Coupling multiplicative,coupling_form,Abell370,Abell 370,0.22552011510774908,0.02595683739164582,-0.036084693042954266,0.049491956355661844,0.13964223486359634,0.08943793102804766,-0.06470158342466249,-0.03963500143791115,0.23744798998814076,2.220446049250313e-16,-0.0003782394577367676,0.9998915546157292,0.013858999833260732,0.0,-0.002794774861090314,1.0,0.0023790053918662556,0.10209604753646008,0.9999863518950125,9.90284431379321e-07,11.0,3.0,5.0,0.0,0.0,0.8605475690215986,0.4971205473804885,0.01232992512569031,0.0,0.0,0.0,0.0,3.0,0.978226131616615,2,True
11,D11,Neighbour interaction only on fast,neighbour_assignment,Abell370,Abell 370,0.20250913057251174,0.030894582660936545,-0.041924151103330635,0.05697636756416169,0.17376424474389765,0.08871632872069557,-0.06742917173094219,-0.017789094554186327,0.23606140294577926,2.220446049250313e-16,0.00012444936887875827,0.9996345846544709,0.0023089407453439387,0.0,-0.002292086034474788,0.0,0.0017190693470831614,0.3101183997737381,0.9999932138320272,3.1706422064223664e-06,10.0,3.0,5.0,0.0,0.0,0.8435936339846487,0.49807969378069455,0.007955881248615015,0.0,0.0,0.0,0.0,3.0,0.9923457932258645,2,True
12,D12,Neighbour interaction only on slow,neighbour_assignment,Abell370,Abell 370,0.20403617263988655,0.03660698206518041,-0.04528572734071198,0.06217791239916884,0.17332001550597603,0.08840179568047785,-0.06798719444812797,-0.018116843371967114,0.23611652303952724,2.220446049250313e-16,-6.823998893335653e-05,0.9996215050027338,0.002551564970686351,0.0,-0.002484775392286903,0.0,0.002197310478344491,0.1401239068510154,0.9999968580445217,1.820679041183953e-06,8.0,3.0,5.0,0.0,0.0,0.8712463694196335,0.49726902620906577,0.011461570976508684,0.0,0.0,0.0,0.0,3.0,0.9347726845431357,2,True
13,D13,Neighbour interaction equally on both,neighbour_assignment,Abell370,Abell 370,0.20266202314012408,0.03495798056272492,-0.04311098424062147,0.06068892435322356,0.17373801274782014,0.0885206813746296,-0.067645852674893,-0.017765843444770463,0.23727919696830213,2.220446049250313e-16,7.180825236029415e-05,0.998662763686184,0.0019650297523888067,0.0,-0.002344727150993252,0.0,0.0019225244032216506,0.23334660291404263,0.999995577923442,2.0752484102731754e-06,10.0,3.0,4.0,0.0,0.0,0.786748540246421,0.4977611517846569,0.009329382612395687,0.0,0.0,0.0,0.0,3.0,0.9756151997403942,2,True
14,D14,Layer update order reversed,ordering,Abell370,Abell 370,0.20550138025246556,0.031184862136095934,-0.040761325561072884,0.05721684416307957,0.17257744608720801,0.0886676884361184,-0.06706792719335726,-0.018395706596017542,0.23477579606696963,2.220446049250313e-16,-0.0003028146017109712,0.999491764077224,0.0036798209636055815,0.0,-0.0027193500050645175,0.0,0.0017726886904562752,0.28018301303191384,0.9999932214973706,3.3215214734976612e-06,10.0,3.0,5.0,0.0,0.0,0.5523514632332011,0.4980019466155691,0.008280202803796932,0.0,0.0,0.0,0.0,3.0,0.9928743056091363,2,True
15,D15,Timescales forced equal,timescale,Abell370,Abell 370,0.20568820202005475,0.026989811866865356,-0.039854555798357554,0.0534384239067714,0.17245990291938137,0.08876091428520125,-0.06689118194828571,-0.018417053602930555,0.23637513199355453,2.220446049250313e-16,-0.0004466559426889818,0.9998074899900594,0.003974610932336137,0.0,-0.002863191346042528,0.0,0.001751117108943863,0.28940652131991407,0.9999927535341493,3.49406660449523e-06,10.0,3.0,5.0,0.0,0.0,0.5525560494147989,0.49802936439334655,0.008151979314950597,0.0,0.0,0.0,0.0,3.0,0.9894813572894323,2,True
