cluster_id,comparison,dr_pearson,dr_spearman,dr_ssim,newer_lane,newer_pearson,observable,older_lane,older_pearson
AbellS1063,line_of_sight,0.1049917687532526,0.14999959811758276,0.00010061816536944481,L4,0.011534516628809294,gamma1,L3,-0.09345725212444331
AbellS1063,line_of_sight,0.07765827178677095,0.0837141169236705,-0.00014901412214863834,L4,-0.15398922985701408,gamma2,L3,-0.23164750164378503
AbellS1063,line_of_sight,-0.0009969847409182497,0.017188510985455874,0.0012697889096264419,L4,0.035135380949781185,gamma_mag,L3,0.036132365690699435
AbellS1063,divergence_projection,-0.1753941262737735,-0.15409980347949798,0.007597056486488721,L5,-0.14992190619618537,kappa,L4,0.025472220077588113
AbellS1063,divergence_projection,0.01743159641875786,-0.004791945472593626,0.005670037683984235,L5,0.028966113047567153,gamma1,L4,0.011534516628809294
AbellS1063,divergence_projection,0.35171684620363486,0.35403228723340124,0.040567641823707645,L5,0.19772761634662075,gamma2,L4,-0.15398922985701408
AbellS1063,divergence_projection,0.00956427492004578,-0.034411181976377346,0.04746011383268575,L5,0.044699655869826965,gamma_mag,L4,0.035135380949781185
Abell370,centering,0.07275058446700022,0.09726107085588898,0.010469662952912552,L2,0.49957836259512683,kappa,L1,0.4268277781281266
Abell370,centering,-0.04280720953066691,-0.08137968243251392,1.448866491840371e-05,L2,-0.33993270863402875,gamma1,L1,-0.29712549910336183
Abell370,centering,-0.038299586782555184,-0.057245638571066876,-0.00020371301709404786,L2,-0.18277558412948422,gamma2,L1,-0.14447599734692904
Abell370,centering,-0.07969928735327253,-0.04602156501050925,-0.0005363571769527956,L2,0.3033701222263017,gamma_mag,L1,0.38306940957957425
Abell370,3D_central_slice,-0.15599461023758004,-0.17015550840135193,-0.006425878786918211,L3,0.3435837523575468,kappa,L2,0.49957836259512683
Abell370,3D_central_slice,0.13799093791721959,0.15694412628753082,6.808680180410689e-05,L3,-0.20194177071680916,gamma1,L2,-0.33993270863402875
Abell370,3D_central_slice,0.053059245073288214,0.048875934878973126,0.0017573038056770689,L3,-0.129716339056196,gamma2,L2,-0.18277558412948422
Abell370,3D_central_slice,-0.14056224821484659,-0.2231929357108697,-0.004015677047671025,L3,0.16280787401145513,gamma_mag,L2,0.3033701222263017
Abell370,line_of_sight,-0.22345857556735083,-0.1737649148612099,0.013161089003508498,L4,0.12012517679019598,kappa,L3,0.3435837523575468
Abell370,line_of_sight,0.15746457838327788,0.1477023377500211,-2.279796871619174e-05,L4,-0.04447719233353127,gamma1,L3,-0.20194177071680916
Abell370,line_of_sight,0.13790027442744282,0.17089647910814254,0.0007042254702857263,L4,0.008183935371246813,gamma2,L3,-0.129716339056196
Abell370,line_of_sight,0.03986417941162293,0.043016991588601006,0.0017632640982392955,L4,0.20267205342307806,gamma_mag,L3,0.16280787401145513
Abell370,divergence_projection,-0.33225381433845724,-0.2944964212370744,-0.011215425300981116,L5,-0.21212863754826125,kappa,L4,0.12012517679019598
Abell370,divergence_projection,0.20278076266558803,0.15891033601388907,0.001778641754792194,L5,0.15830357033205678,gamma1,L4,-0.04447719233353127
Abell370,divergence_projection,0.31076721773885013,0.3570102359451672,0.11869047412751278,L5,0.3189511531100969,gamma2,L4,0.008183935371246813
Abell370,divergence_projection,0.04210696523234356,0.0804166716901969,0.13247387789841222,L5,0.24477901865542162,gamma_mag,L4,0.20267205342307806
