family_code,family_name,is_wrong,quantity_name,value,log_abs,nearest_constant,nearest_constant_value,log10_distance_to_constant,factor_to_constant,is_alpha_or_3alpha
E1,Linear Relaxation,False,max_cons_err_Abell370,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
E2,Phase Oscillator,False,median_pearson_kappa_over_rms_kappa,0.016923762772627506,-1.771503070983198,2*alpha_fs,0.014594705138567603,0.06430160379256954,1.159582369903808,False
E2,Phase Oscillator,False,median_coherence_gain_over_memory,0.0033153937432317906,-2.47946488645732,alpha_fs/2,0.0036486762846419008,0.04160022035359007,0.908656587921222,False
E2,Phase Oscillator,False,median_correlation_length_over_grid,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
E2,Phase Oscillator,False,median_relaxation_time_over_steps,0.35,-0.4559319556497244,1/e,0.36787944117144233,0.02163747374647257,0.9513986399606658,False
E2,Phase Oscillator,False,DT_over_relaxation_time,0.014285714285714287,-1.8450980400142567,2*alpha_fs,0.014594705138567603,0.009293365238489153,0.9788285648857143,False
E2,Phase Oscillator,False,K_over_omega,5.0,0.6989700043360189,1/e,0.36787944117144233,1.1332644862392707,13.591409142295225,False
E2,Phase Oscillator,False,K_times_DT,0.1,-1.0,1/pi,0.3183098861837907,0.5028501273058662,0.3141592653589793,False
E2,Phase Oscillator,False,gamma_over_omega,2.5,0.3979400086720376,1/e,0.36787944117144233,0.8322344905752894,6.7957045711476125,False
E2,Phase Oscillator,False,gamma_times_DT,0.05,-1.3010299956639813,3*alpha_fs,0.021892057707851405,0.3586834200561052,2.2839333180666666,True
E2,Phase Oscillator,False,omega_times_DT,0.020000000000000004,-1.6989700043360187,3*alpha_fs,0.021892057707851405,0.03925658861593237,0.9135733272266667,True
E2,Phase Oscillator,False,K_over_gamma,2.0,0.3010299956639812,1/e,0.36787944117144233,0.735324477567233,5.43656365691809,False
E2,Phase Oscillator,False,ST_over_grid,2.0,0.3010299956639812,1/e,0.36787944117144233,0.735324477567233,5.43656365691809,False
E2,Phase Oscillator,False,median_activity_over_DT,8.257796711313333,0.9168641873009065,1/e,0.36787944117144233,1.3511586692041582,22.447018743471894,False
E2,Phase Oscillator,False,corr_len/grid_n_Abell2744,0.25390625,-0.595326608668994,1/pi,0.3183098861837907,0.09817673597486018,0.7976700097005334,False
E2,Phase Oscillator,False,max_cons_err_Abell2744,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
E2,Phase Oscillator,False,corr_len/grid_n_MACS0416,0.01171875,-1.9311187105921872,2*alpha_fs,0.014594705138567603,0.09531403581641952,0.8029453071328124,False
E2,Phase Oscillator,False,max_cons_err_MACS0416,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
E2,Phase Oscillator,False,corr_len/grid_n_MACS1149,0.0078125,-2.1072099696478683,alpha_fs,0.0072973525692838015,0.029624700791880468,1.07059374284375,True
E2,Phase Oscillator,False,max_cons_err_MACS1149,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
E2,Phase Oscillator,False,corr_len/grid_n_AbellS1063,0.00390625,-2.4082399653118496,alpha_fs/2,0.0036486762846419008,0.029624700791880468,1.07059374284375,False
E2,Phase Oscillator,False,max_cons_err_AbellS1063,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
E2,Phase Oscillator,False,corr_len/grid_n_Abell370,0.3046875,-0.5161453626213691,1/pi,0.3183098861837907,0.018995489927235334,0.9572040116406401,False
E2,Phase Oscillator,False,max_cons_err_Abell370,2.220446049250313e-16,-15.653559774527022,alpha_fs/2,0.0036486762846419008,13.215695108423292,6.085620855422746e-14,False
E3,Orientation Alignment,False,median_pearson_kappa_over_rms_kappa,0.09796230277891935,-1.0089410145597444,1/pi,0.3183098861837907,0.5117911418656107,0.307757650738992,False
