cluster_id,candidate_id,max_abs_diff,rel_diff,passes
MACS0416,PL5_PM1_PS2,1.4094628242311558e-17,0.014094628242311556,False
MACS0416,PL5_PM2_PS1,5.204170427930421e-18,2.268445685079481e-15,True
MACS0416,PL5_PM2_PS2,3.469446951953614e-18,0.0034694469519536138,False
MACS0416,PL6_PM1_PS1,1.3877787807814457e-17,1.2122084824165838e-15,True
MACS0416,PL6_PM1_PS2,3.469446951953614e-18,0.0034694469519536138,False
MACS0416,PL6_PM2_PS1,5.204170427930421e-18,3.357688714157071e-16,True
MACS0416,PL6_PM2_PS2,1.214306433183765e-17,0.012143064331837648,False
MACS1149,PL1_PM1_PS1,3.469446951953614e-18,1.257978175303224e-16,True
MACS1149,PL1_PM1_PS2,8.673617379884035e-19,0.0008673617379884034,False
MACS1149,PL1_PM2_PS1,1.0408340855860843e-17,3.3655351801582296e-16,True
MACS1149,PL1_PM2_PS2,3.469446951953614e-18,0.0034694469519536138,False
MACS1149,PL2_PM1_PS1,3.469446951953614e-18,4.766680583670157e-16,True
MACS1149,PL2_PM1_PS2,1.5178830414797062e-18,0.001517883041479706,False
MACS1149,PL2_PM2_PS1,5.204170427930421e-18,6.167599295681598e-16,True
MACS1149,PL2_PM2_PS2,4.336808689942018e-18,0.004336808689942018,False
MACS1149,PL3_PM1_PS1,3.469446951953614e-18,9.12950645557619e-16,True
MACS1149,PL3_PM1_PS2,6.938893903907228e-18,0.0069388939039072275,False
MACS1149,PL3_PM2_PS1,6.071532165918825e-18,1.2516799036114617e-15,True
MACS1149,PL3_PM2_PS2,8.673617379884035e-18,0.008673617379884035,False
MACS1149,PL4_PM1_PS1,8.673617379884035e-18,7.011622152441593e-16,True
MACS1149,PL4_PM1_PS2,6.938893903907228e-18,0.0069388939039072275,False
MACS1149,PL4_PM2_PS1,1.734723475976807e-18,1.1356602216366273e-16,True
MACS1149,PL4_PM2_PS2,6.071532165918825e-18,0.006071532165918824,False
MACS1149,PL5_PM1_PS1,8.673617379884035e-19,2.542040074921634e-16,True
MACS1149,PL5_PM1_PS2,6.938893903907228e-18,0.0069388939039072275,False
MACS1149,PL5_PM2_PS1,1.3010426069826053e-18,4.89912942957379e-16,True
MACS1149,PL5_PM2_PS2,1.5829351718288365e-17,0.015829351718288365,False
MACS1149,PL6_PM1_PS1,3.469446951953614e-18,4.766680583670157e-16,True
MACS1149,PL6_PM1_PS2,1.5178830414797062e-18,0.001517883041479706,False
MACS1149,PL6_PM2_PS1,5.204170427930421e-18,6.167599295681598e-16,True
MACS1149,PL6_PM2_PS2,4.336808689942018e-18,0.004336808689942018,False
AbellS1063,PL1_PM1_PS1,6.938893903907228e-18,2.183564383764134e-16,True
AbellS1063,PL1_PM1_PS2,6.938893903907228e-18,0.0069388939039072275,False
AbellS1063,PL1_PM2_PS1,6.938893903907228e-18,1.9758638319239752e-16,True
AbellS1063,PL1_PM2_PS2,1.734723475976807e-18,0.0017347234759768069,False
AbellS1063,PL2_PM1_PS1,1.0408340855860843e-17,1.132879026473519e-15,True
AbellS1063,PL2_PM1_PS2,1.0408340855860843e-17,0.010408340855860843,False
AbellS1063,PL2_PM2_PS1,3.469446951953614e-18,3.314159486211434e-16,True
AbellS1063,PL2_PM2_PS2,7.806255641895632e-18,0.007806255641895631,False
AbellS1063,PL3_PM1_PS1,3.469446951953614e-18,6.642836539151099e-16,True
AbellS1063,PL3_PM1_PS2,1.734723475976807e-18,0.0017347234759768069,False
AbellS1063,PL3_PM2_PS1,8.673617379884035e-19,1.3455845667752923e-16,True
AbellS1063,PL3_PM2_PS2,3.469446951953614e-18,0.0034694469519536138,False
AbellS1063,PL4_PM1_PS1,6.938893903907228e-18,4.924249367167219e-16,True
AbellS1063,PL4_PM1_PS2,8.673617379884035e-18,0.008673617379884035,False
AbellS1063,PL4_PM2_PS1,6.938893903907228e-18,3.6291011523657746e-16,True
AbellS1063,PL4_PM2_PS2,1.043544591017298e-18,0.001043544591017298,False
AbellS1063,PL5_PM1_PS1,2.0599841277224584e-18,6.083705186861398e-16,True
AbellS1063,PL5_PM1_PS2,6.830473686658678e-18,0.006830473686658677,False
AbellS1063,PL5_PM2_PS1,6.938893903907228e-18,3.3531926541794776e-15,True
AbellS1063,PL5_PM2_PS2,1.214306433183765e-17,0.012143064331837648,False
AbellS1063,PL6_PM1_PS1,1.0408340855860843e-17,1.132879026473519e-15,True
AbellS1063,PL6_PM1_PS2,1.0408340855860843e-17,0.010408340855860843,False
AbellS1063,PL6_PM2_PS1,3.469446951953614e-18,3.314159486211434e-16,True
AbellS1063,PL6_PM2_PS2,7.806255641895632e-18,0.007806255641895631,False
Abell370,PL1_PM1_PS1,6.938893903907228e-18,1.3179825496541198e-16,True
Abell370,PL1_PM1_PS2,3.469446951953614e-18,0.0034694469519536138,False
Abell370,PL1_PM2_PS1,6.938893903907228e-18,1.1776432946611003e-16,True
Abell370,PL1_PM2_PS2,1.7889335846010823e-18,0.001788933584601082,False
Abell370,PL2_PM1_PS1,3.469446951953614e-18,1.4473588470857746e-16,True
Abell370,PL2_PM1_PS2,3.469446951953614e-18,0.0034694469519536138,False
Abell370,PL2_PM2_PS1,8.673617379884035e-19,3.2088050330454537e-17,True
Abell370,PL2_PM2_PS2,1.214306433183765e-17,0.012143064331837648,False
Abell370,PL3_PM1_PS1,2.168404344971009e-18,1.3292186585250505e-16,True
Abell370,PL3_PM1_PS2,1.0408340855860843e-17,0.010408340855860843,False
Abell370,PL3_PM2_PS1,1.3877787807814457e-17,7.414533889629388e-16,True
Abell370,PL3_PM2_PS2,1.734723475976807e-18,0.0017347234759768069,False
Abell370,PL4_PM1_PS1,6.938893903907228e-18,1.9196068901564264e-16,True
Abell370,PL4_PM1_PS2,6.938893903907228e-18,0.0069388939039072275,False
Abell370,PL4_PM2_PS1,1.3877787807814457e-17,3.3100523414994863e-16,True
Abell370,PL4_PM2_PS2,6.938893903907228e-18,0.0069388939039072275,False
Abell370,PL5_PM1_PS1,1.0842021724855044e-18,7.447266721679071e-16,True
Abell370,PL5_PM1_PS2,1.4094628242311558e-18,0.0014094628242311555,False
Abell370,PL5_PM2_PS1,1.734723475976807e-18,1.7060764466819244e-15,True
Abell370,PL5_PM2_PS2,1.3444106938820255e-17,0.013444106938820253,False
Abell370,PL6_PM1_PS1,3.469446951953614e-18,1.4473588470857746e-16,True
Abell370,PL6_PM1_PS2,3.469446951953614e-18,0.0034694469519536138,False
Abell370,PL6_PM2_PS1,8.673617379884035e-19,3.2088050330454537e-17,True
Abell370,PL6_PM2_PS2,1.214306433183765e-17,0.012143064331837648,False
