cluster_id,step_index,propagation_distance,second_trace_vs_prior_cov_trace_relative_rms_error,fourth_radial_component_identity_relative_rms_error,standardized_higher_moment_defined_count,zero_spread_standardized_higher_moments_undefined_pass,nonzero_spread_standardized_higher_moments_defined_pass,third_tensor_frobenius_nonnegative_pass,fourth_radial_nonnegative_pass,central_second_trace_vs_observed_pearson,central_second_trace_vs_observed_spearman,central_second_trace_vs_observed_count,central_second_trace_vs_los_mag_pearson,central_second_trace_vs_los_mag_spearman,central_second_trace_vs_los_mag_count,central_second_trace_rms,central_third_tensor_frobenius_mag_vs_observed_pearson,central_third_tensor_frobenius_mag_vs_observed_spearman,central_third_tensor_frobenius_mag_vs_observed_count,central_third_tensor_frobenius_mag_vs_los_mag_pearson,central_third_tensor_frobenius_mag_vs_los_mag_spearman,central_third_tensor_frobenius_mag_vs_los_mag_count,central_third_tensor_frobenius_mag_rms,standardized_third_tensor_mag_vs_observed_pearson,standardized_third_tensor_mag_vs_observed_spearman,standardized_third_tensor_mag_vs_observed_count,standardized_third_tensor_mag_vs_los_mag_pearson,standardized_third_tensor_mag_vs_los_mag_spearman,standardized_third_tensor_mag_vs_los_mag_count,standardized_third_tensor_mag_rms,central_fourth_tensor_frobenius_mag_vs_observed_pearson,central_fourth_tensor_frobenius_mag_vs_observed_spearman,central_fourth_tensor_frobenius_mag_vs_observed_count,central_fourth_tensor_frobenius_mag_vs_los_mag_pearson,central_fourth_tensor_frobenius_mag_vs_los_mag_spearman,central_fourth_tensor_frobenius_mag_vs_los_mag_count,central_fourth_tensor_frobenius_mag_rms,central_fourth_radial_moment_vs_observed_pearson,central_fourth_radial_moment_vs_observed_spearman,central_fourth_radial_moment_vs_observed_count,central_fourth_radial_moment_vs_los_mag_pearson,central_fourth_radial_moment_vs_los_mag_spearman,central_fourth_radial_moment_vs_los_mag_count,central_fourth_radial_moment_rms,standardized_fourth_radial_ratio_vs_observed_pearson,standardized_fourth_radial_ratio_vs_observed_spearman,standardized_fourth_radial_ratio_vs_observed_count,standardized_fourth_radial_ratio_vs_los_mag_pearson,standardized_fourth_radial_ratio_vs_los_mag_spearman,standardized_fourth_radial_ratio_vs_los_mag_count,standardized_fourth_radial_ratio_rms,gaussian_reference_fourth_radial_excess_vs_observed_pearson,gaussian_reference_fourth_radial_excess_vs_observed_spearman,gaussian_reference_fourth_radial_excess_vs_observed_count,gaussian_reference_fourth_radial_excess_vs_los_mag_pearson,gaussian_reference_fourth_radial_excess_vs_los_mag_spearman,gaussian_reference_fourth_radial_excess_vs_los_mag_count,gaussian_reference_fourth_radial_excess_rms,standardized_fourth_tensor_mag_vs_observed_pearson,standardized_fourth_tensor_mag_vs_observed_spearman,standardized_fourth_tensor_mag_vs_observed_count,standardized_fourth_tensor_mag_vs_los_mag_pearson,standardized_fourth_tensor_mag_vs_los_mag_spearman,standardized_fourth_tensor_mag_vs_los_mag_count,standardized_fourth_tensor_mag_rms,higher_moment_standardized_combined_mag_vs_observed_pearson,higher_moment_standardized_combined_mag_vs_observed_spearman,higher_moment_standardized_combined_mag_vs_observed_count,higher_moment_standardized_combined_mag_vs_los_mag_pearson,higher_moment_standardized_combined_mag_vs_los_mag_spearman,higher_moment_standardized_combined_mag_vs_los_mag_count,higher_moment_standardized_combined_mag_rms,photon_count_per_bin_vs_observed_pearson,photon_count_per_bin_vs_observed_spearman,photon_count_per_bin_vs_observed_count,photon_count_per_bin_vs_los_mag_pearson,photon_count_per_bin_vs_los_mag_spearman,photon_count_per_bin_vs_los_mag_count,photon_count_per_bin_rms
MACS0416,1,0.03,0.0,0.0,1024,True,True,True,True,nan,0.6662109349627326,1024,nan,0.6746337551856091,1024,1.8900491173374678e-11,nan,0.5987685077742466,1024,nan,0.577912177687576,1024,1.1707126246899648e-16,-0.14280715946847877,-0.18474995031533795,1024,-0.1668140184797678,-0.2297115900017472,1024,0.754353944122685,nan,0.659268868306891,1024,nan,0.6623065119626637,1024,7.018112101395387e-21,nan,0.6612956248356056,1024,nan,0.6610302821686574,1024,7.617517287934713e-21,-0.10248645700815776,-0.16847737840274613,1024,-0.11935292514556536,-0.21945128982935572,1024,2.2508738169995794,-0.10248645700815776,-0.1684824627372299,1024,-0.11935292514556535,-0.2194813971404037,1024,1.1692960730526472,-0.09677396585639886,-0.15703219456088569,1024,-0.10788813683422359,-0.19431058588027275,1024,2.078133022811428,-0.08538508158833379,-0.0753197845733882,1024,-0.09519485409467675,-0.09716191812217713,1024,1.391511113670959,0.03885639510333267,0.05171560989652309,1024,-0.020409173342902556,-0.024684737632400394,1024,69.84375
MACS0416,5,0.15,0.0,0.0,1024,True,True,True,True,nan,0.6654611040060738,1024,nan,0.6741605907123954,1024,4.7241071203872e-10,nan,0.5992861358995513,1024,nan,0.5768629300479222,1024,1.4633632363320715e-14,-0.14138053895289118,-0.18152312924276576,1024,-0.16565883932760986,-0.2302008835508701,1024,0.7575124355253834,nan,0.6590962026570264,1024,nan,0.662197614172806,1024,4.3863188942698776e-18,nan,0.6611301121416547,1024,nan,0.6608586206279952,1024,4.760946949388138e-18,-0.10026232809565219,-0.1656344360493056,1024,-0.11708693298515192,-0.21857717054296558,1024,2.259872184695048,-0.10026232809565222,-0.16562120652107187,1024,-0.11708693298515192,-0.21859090990861121,1024,1.1742038840676305,-0.09474713146620452,-0.1541490811258861,1024,-0.10579171714661166,-0.19326318620289482,1024,2.0870291838859956,-0.08370231086773101,-0.07929955442126617,1024,-0.09352610202015797,-0.10068688194510632,1024,1.3973474340102778,0.03885639510333267,0.05171560989652309,1024,-0.020409173342902556,-0.024684737632400394,1024,69.84375
MACS0416,10,0.3,0.0,0.0,1024,True,True,True,True,nan,0.6654976734931836,1024,nan,0.6742130950039339,1024,1.8897014435378883e-09,nan,0.5991802497990388,1024,nan,0.5768894168872041,1024,1.17069499288691e-13,-0.1412512802121141,-0.18103385571615768,1024,-0.16544115984556104,-0.22988122259912486,1024,0.7576927351273959,nan,0.6590884126409764,1024,nan,0.6622391437486589,1024,7.018110966108112e-17,nan,0.6611279886078678,1024,nan,0.6609094261855375,1024,7.617515928841595e-17,-0.10008369034986825,-0.16556556655554897,1024,-0.11698097508511582,-0.2187053323108907,1024,2.260217840910609,-0.10008369034986826,-0.16557403799434173,1024,-0.11698097508511582,-0.21873269723329294,1024,1.1747157034579627,-0.09455735754516957,-0.15414731155358494,1024,-0.10567402094175561,-0.1931998108953931,1024,2.087347820363534,-0.08328199122190189,-0.07865851137870171,1024,-0.0930730619257301,-0.1001433154142365,1024,1.3978752679747826,0.03885639510333267,0.05171560989652309,1024,-0.020409173342902556,-0.024684737632400394,1024,69.84375
MACS0416,20,0.6,0.0,0.0,1024,True,True,True,True,nan,0.6654810205176965,1024,nan,0.6742195658393534,1024,7.558891859139652e-09,nan,0.5991193155558475,1024,nan,0.5768618236356484,1024,9.365577036729492e-13,-0.14125799159861918,-0.1815951072016088,1024,-0.1654694495543891,-0.23063647385995178,1024,0.7577503355445793,nan,0.6590317031123718,1024,nan,0.6622321923503326,1024,1.1228979984252158e-15,nan,0.6610769567380198,1024,nan,0.6609232395751377,1024,1.2188028209781075e-15,-0.10001096501375052,-0.1666836696448049,1024,-0.11691124620561585,-0.21971087945294565,1024,2.2601953741390752,-0.10001096501375052,-0.1666783384436288,1024,-0.11691124620561588,-0.21974770180354586,1024,1.1748165378431195,-0.09448125436948349,-0.1552659446103401,1024,-0.10559841249525682,-0.19411922715296231,1024,2.087337766497646,-0.08317364810590108,-0.07787262702303344,1024,-0.09299611861584908,-0.09961541200557568,1024,1.3979912262269802,0.03885639510333267,0.05171560989652309,1024,-0.020409173342902556,-0.024684737632400394,1024,69.84375
MACS0416,40,1.2,0.0,0.0,1024,True,True,True,True,nan,0.6654460380926803,1024,nan,0.6742293335598312,1024,3.023584359640832e-08,nan,0.599141880896457,1024,nan,0.576940658304127,1024,7.492473753546042e-12,-0.14116128275867573,-0.18219167773083422,1024,-0.16544394646219054,-0.2309725829281858,1024,0.7577740761027904,nan,0.659020738972135,1024,nan,0.6622650829697446,1024,1.7966382057610492e-14,nan,0.6610880102902055,1024,nan,0.6609574601244547,1024,1.950086083694502e-14,-0.09991289515842973,-0.16626809894473257,1024,-0.11685479412245849,-0.2194842767365099,1024,2.2601479899657297,-0.09991289515842972,-0.16627061076712607,1024,-0.11685479412245849,-0.21951365753257887,1024,1.17481358745179,-0.09438770063333497,-0.15508269431326466,1024,-0.10554655982304217,-0.1940132488386558,1024,2.087323728806237,-0.08312497881460926,-0.07887776839749418,1024,-0.09295496649729425,-0.10012200199580253,1024,1.3980016150472725,0.03885639510333267,0.05171560989652309,1024,-0.020409173342902556,-0.024684737632400394,1024,69.84375
MACS0416,80,2.4,0.0,0.0,1024,True,True,True,True,0.6178982547038592,0.6654114580214342,1024,0.7026968684213089,0.6742300488162506,1024,1.2094383866809639e-07,nan,0.5991114025983678,1024,nan,0.5769980464559045,1024,5.99399457719722e-11,-0.1411761841098176,-0.18243768978685926,1024,-0.16542208352455734,-0.23125860538718787,1024,0.7577582396008712,nan,0.6590076848275922,1024,nan,0.6622782481582147,1024,2.8746300330630425e-13,nan,0.661087473818512,1024,nan,0.6609635733316644,1024,3.120147666821912e-13,-0.09993894963360081,-0.1665284900224993,1024,-0.11686735490162939,-0.22027894889831465,1024,2.260132909436837,-0.09993894963360081,-0.16656147473431626,1024,-0.11686735490162939,-0.22032633991076742,1024,1.1748132327942824,-0.09441100656760212,-0.15528686932171973,1024,-0.10555335122452607,-0.1945257288336456,1024,2.08729785023933,-0.08311109769177777,-0.07865486757525567,1024,-0.0929457870122259,-0.09932720910581508,1024,1.397992733039612,0.03885639510333267,0.05171560989652309,1024,-0.020409173342902556,-0.024684737632400394,1024,69.84375
MACS0416,120,3.5999999999999996,0.0,0.0,1024,True,True,True,True,0.6178746311291821,0.6653744638275672,1024,0.7026646437770189,0.6742941089693155,1024,2.720951608095351e-07,nan,0.5995806365063178,1024,nan,0.5799716356126171,1024,2.0229347393306414e-10,-0.1413002218393631,-0.18266665914587746,1024,-0.16547607838574757,-0.23074076790261464,1024,0.7576965188529184,nan,0.6589547194243487,1024,nan,0.662282494993205,1024,1.45528714659945e-12,nan,0.6610264389868781,1024,nan,0.6609703012123597,1024,1.5795814860206102e-12,-0.09992998882689604,-0.16632922547865114,1024,-0.11686784668468754,-0.21926227407692295,1024,2.2601469436078223,-0.09992998882689604,-0.16632026371067912,1024,-0.11686784668468754,-0.21924297158762465,1024,1.1747981829352467,-0.09441740488373186,-0.15499474892601942,1024,-0.1055590574044037,-0.19345999819856305,1024,2.0872930347789893,-0.08315248749452743,-0.07911431415188791,1024,-0.0929714755158272,-0.10026875102190991,1024,1.397946631781696,0.03885639510333267,0.05171560989652309,1024,-0.020409173342902556,-0.024684737632400394,1024,69.84375
MACS0416,159,4.77,0.0,0.0,1024,True,True,True,True,0.6169576186039506,0.6655322088584552,1024,0.7023331287017631,0.6743933619733925,1024,4.771081262377415e-07,nan,0.6002778150015542,1024,nan,0.5819626412631428,1024,4.697469404286626e-10,-0.14160146382383132,-0.18300584023216476,1024,-0.16568419302543502,-0.23139183877371092,1024,0.7574683259815969,nan,0.6592123599551715,1024,nan,0.6624551400114441,1024,4.484593534809772e-12,nan,0.6613070360355869,1024,nan,0.6611507916994492,1024,4.867381310514986e-12,-0.09981132612246664,-0.16619873417668488,1024,-0.11678122431779395,-0.21957018903929523,1024,2.2601280522318166,-0.09981132612246664,-0.16619755343486659,1024,-0.11678122431779392,-0.21954325568969754,1024,1.1744623937667287,-0.09430035065717646,-0.15527293521313193,1024,-0.10550399028871306,-0.19457719397877726,1024,2.087142283744852,-0.08314213078476687,-0.0798364214295617,1024,-0.09299046446193618,-0.10087337052752988,1024,1.3975407612079287,0.03885639510333267,0.05171560989652309,1024,-0.020409173342902556,-0.024684737632400394,1024,69.84375
MACS1149,0,0.0,0.0,0.0,0,True,True,True,True,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,0,nan,nan,0,nan,nan,nan,1024,nan,nan,1024,0.0,nan,nan,1024,nan,nan,1024,0.0,nan,nan,0,nan,nan,0,nan,nan,nan,0,nan,nan,0,nan,nan,nan,0,nan,nan,0,nan,nan,nan,0,nan,nan,0,nan,-0.006058479253081925,-0.01093572503780647,1024,-0.011008310760999528,0.004331616554137926,1024,69.84375
MACS1149,1,0.03,0.0,0.0,1024,True,True,True,True,nan,0.7856110658626044,1024,nan,0.798752726915099,1024,8.598745307461928e-12,nan,0.7835171357612504,1024,nan,0.7721132586188398,1024,3.8211595078925095e-17,-0.041450270324552015,0.004281125709884278,1024,-0.06926749392347714,-0.04163360475723411,1024,0.771949613754389,nan,0.7921766900534792,1024,nan,0.8020161737357843,1024,1.005144400278541e-21,nan,0.7937942761047218,1024,nan,0.8014109326943709,1024,1.2775518322840645e-21,-0.04677003490976985,0.025274775290140324,1024,-0.08338208317170935,-0.03474334755627907,1024,2.339484725808311,-0.046770034909769845,0.02534026733967067,1024,-0.08338208317170935,-0.03467531547845572,1024,1.2931726356161406,-0.05507079274440065,-0.013530784910121387,1024,-0.08108273003610418,-0.050528234517865984,1024,2.1923934760032147,-0.06459579801801654,-0.10267530336593583,1024,-0.08047585813689467,-0.06115606472109604,1024,1.5060550028740471,-0.006058479253081925,-0.01093572503780647,1024,-0.011008310760999528,0.004331616554137926,1024,69.84375
MACS1149,5,0.15,0.0,0.0,1024,True,True,True,True,nan,0.7859176594340451,1024,nan,0.799042249302625,1024,2.14960503621326e-10,nan,0.783532999926401,1024,nan,0.771858303232959,1024,4.77644087272523e-15,-0.05024262458925309,-0.010836168887949705,1024,-0.07806977140743815,-0.057486998591980545,1024,0.7775751008775997,nan,0.7923432777574141,1024,nan,0.8020815861705172,1024,6.282152305823559e-19,nan,0.7939055096628369,1024,nan,0.8015079728739003,1024,7.984698625466184e-19,-0.05255855980931411,0.00729716290157665,1024,-0.08924244426595031,-0.05338093456902327,1024,2.347533039119475,-0.05255855980931411,0.007317619332850676,1024,-0.0892424442659503,-0.05336568622205057,1024,1.289126688217064,-0.06076916119097245,-0.028414375106629856,1024,-0.08682383780965172,-0.06649387642008682,1024,2.2001348589082252,-0.06626454009890773,-0.11128275006199743,1024,-0.0823016476835205,-0.07393662777981924,1024,1.5054802077006209,-0.006058479253081925,-0.01093572503780647,1024,-0.011008310760999528,0.004331616554137926,1024,69.84375
